ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID	NewCogID	
1	English	all	1	ɔ:l	ɔːl	ɔː l	175	714	
2	German	all	1	'alə	alə	a l ə	175	2855	
3	Armenian_Mod	all	1	boˈloɾ	boloɾ	b o l o ɾ	566	412	
4	Greek_Mod	all	1	ˈo̞lo̞s	o̞lo̞s	o̞ l o̞ s	965	2408	
5	Italian	all	1	'tutto	tutto	t u tː o	543	2539	
6	Marathi	all	1	'səɾwə, 'səgɭə	səɾwə	s ə ɾ w ə	748	1953	
7	Danish	all	1	ɛl	ɛl	ɛ l	175	644	
8	Portuguese_ST	all	1	ˈtoðu	toðu	t o ð u	543	563	
9	French	all	1	tu	tu	t u	543	2836	
10	Russian	all	1	vsʲo	vsʲo	v sʲ o	1102	1439	
11	Spanish	all	1	'toðo	toðo	t o ð o	543	563	
12	Swedish	all	1	ˈala	ala	a l a	175	376	
13	Bihari	all	1	səb	səb	s ə b	748	634	
14	Oriya	all	1	sɔbɔ	sɔbɔ	s ɔ b ɔ	748	1403	
15	Dutch_List	all	1	'ɑləs	ɑləs	ɑ l ə s	175	1970	
16	Czech	all	1	fʃɪxɲɪ	fʃɪxɲɪ	f ʃ ɪ x ɲ ɪ	1102	254	
17	Breton_ST	all	1	ɔl	ɔl	ɔ l	965	1052	
18	Catalan	all	1	tot	tot	t o t	543	3510	
19	Urdu	all	1	səb	səb	s ə b	748	634	
20	Polish	all	1	ˈkaʒdɨ	kaʒdɨ	k a ʒ d ɨ	3542	971	
21	Armenian_Mod	and	2	jɛv	jɛv	j ɛ v	567	843	
22	Breton_ST	and	2	a	a	a	966	1155	
23	Catalan	and	2	i	i	i	848	2626	
24	Czech	and	2	a	a	a	1103	2344	
25	Danish	and	2	ɒw, ʌ	ɒw	ɒ w	1303	2508	
26	Dutch_List	and	2	ɛn	ɛn	ɛ n	176	362	
27	English	and	2	ænd	ænd	æ n d	176	978	
28	French	and	2	e	e	e	848	3018	
29	German	and	2	ʊnt	ʊnt	ʊ n t	176	2473	
30	Greek_Mod	and	2	ce̞, c(i)	ce̞	c e̞	1447	592	
31	Italian	and	2	e, ed	e	e	848	632	
32	Marathi	and	2	'ani	ani	a n i	1591	479	
33	Polish	and	2	i	i	i	1103	2552	
34	Portuguese_ST	and	2	i	i	i	848	2743	
35	Russian	and	2	i	i	i	1103	402	
36	Spanish	and	2	i	i	i	848	2510	
37	Swedish	and	2	ɔ(kː)	ɔkː	ɔ kː	1303	935	
38	Oriya	and	2	o	o	o	1	1760	
39	Bihari	and	2	aur	aur	au r	1	1913	
40	Urdu	and	2	ʔɔɾ	ʔɔɾ	ʔ ɔ ɾ	1	1618	
41	Armenian_Mod	animal	3	kɛntʰɑˈni	kɛntʰɑni	k ɛ n tʰ ɑ n i	3385	771	
42	Breton_ST	animal	3	ɑ̃ˈneval	ɑ̃neval	ɑ̃ n e v a l	849	2700	
43	Catalan	animal	3	əni’mal	ənimal	ə n i m a l	849	2700	
44	Czech	animal	3	zviːr̝ɛ	zviːr̝ɛ	z v iː r̝ ɛ	1104	2479	
45	Danish	animal	3	ˈd̥yːʌ, 'd̥yɐ̯	d̥yːʌ	d̥ yːʌ	177	681	
46	Dutch_List	animal	3	dir	dir	d i r	177	1640	
47	English	animal	3	'ænɪməl	ænɪməl	æ n ɪ m ə l	849	2700	
48	French	animal	3	animal	animal	a n i m a l	849	2700	
49	German	animal	3	ti:ɐ̯	tiːɐ̯	t iːɐ̯	177	3233	
50	Greek_Mod	animal	3	ˈzo̞ˌo̞	zo̞o̞	z o̞o̞	2176	2742	
51	Italian	animal	3	ani'male	animale	a n i m a l e	849	2700	
52	Polish	animal	3	ˈzvʲɛʒɛ̃	zvʲɛʒɛ̃	z vʲ ɛ ʒ ɛ̃	1104	1453	
53	Portuguese_ST	animal	3	ɐniˈmaɫ	ɐnimaɫ	ɐ n i m a ɫ	849	2700	
54	Russian	animal	3	ʒɨ'votnoe	ʒɨvotnoe	ʒ ɨ v o t n oe	2176	1360	
55	Spanish	animal	3	ani'mal	animal	a n i m a l	849	2700	
56	Swedish	animal	3	jʉːr	jʉːr	j ʉː r	177	3179	
57	Oriya	animal	3	praṇi	praɳi	p r a ɳ i	849	2102	
58	Oriya	animal	3	pɔsu	pɔsu	p ɔ s u	2177	1350	
59	Bihari	animal	3	janbər	janbər	j a n b ə r	684	3652	
60	Oriya	animal	3	ǰɔntu	ǰɔntu	ǰ ɔ n t u	684	1253	
61	Urdu	animal	3	ʤɑnwəɾ	ʤɑnwəɾ	ʤ ɑ n w ə ɾ	684	1523	
62	Breton_ST	animal	3	lo.ɛ̃n	lo.ɛ̃n	l o ɛ̃ n	2429	1356	
63	Marathi	animal	3	dzən'awəɾ	dzənawəɾ	d z ə n a w ə ɾ	684	1523	
64	Armenian_Mod	ashes	4	moˈχiɾ	moχiɾ	m o χ i ɾ	568	1019	
65	Breton_ST	ashes	4	'ly:dy	lyːdy	l yː d y	968	1725	
66	Catalan	ashes	4	'sɛndrə	sɛndrə	s ɛ n d r ə	850	3119	
67	Czech	ashes	4	popɛl	popɛl	p o p ɛ l	1105	3167	
68	Danish	ashes	4	ˈasg̥ʰə	asg̥ʰə	a s g̥ʰ ə	178	2618	
69	Dutch_List	ashes	4	ɑs	ɑs	ɑ s	178	564	
70	English	ashes	4	æʃɪz	æʃɪz	æ ʃ ɪ z	178	30	
71	French	ashes	4	sɑ̃dʀ	sɑ̃dʀ	s ɑ̃ d ʀ	850	2142	
72	German	ashes	4	'aʃə	aʃə	a ʃ ə	178	329	
73	Greek_Mod	ashes	4	ˈstaxti	staxti	s t a x t i	1448	798	
74	Italian	ashes	4	'tʃenere	ʧenere	ʧ e n e r e	850	2001	
75	Marathi	ashes	4	ɾakʰ	ɾakʰ	ɾ a kʰ	1592	1216	
76	Polish	ashes	4	ˈpɔpʲuw	pɔpʲuw	p ɔ pʲ u w	1105	61	
77	Portuguese_ST	ashes	4	ˈsĩzɐʃ	sĩzɐʃ	s ĩ z ɐ ʃ	850	1669	
78	Russian	ashes	4	zo'la	zola	z o l a	3386	336	
79	Spanish	ashes	4	θe'niθas	θeniθas	θ e n i θ a s	850	3641	
80	Swedish	ashes	4	stɔft	stɔft	s t ɔ f t	1448	3449	
81	Bihari	ashes	4	chaur	cʰaur	cʰ au r	2182	2850	
82	Oriya	ashes	4	bhɔsmoɔ	bʱɔsmoɔ	bʱ ɔ s m oɔ	2189	2646	
83	Oriya	ashes	4	pãũsɔ	paːũsɔ	p aːũ s ɔ	3389	137	
84	Urdu	ashes	4	ɾɑkʰ	ɾɑkʰ	ɾ ɑ kʰ	1592	1101	
85	Swedish	ashes	4	'aska	aska	a s k a	178	1444	
86	Marathi	ashes	4	'bʱəsmə	bʱəsmə	bʱ ə s m ə	2189	2646	
87	Catalan	at	5	a	a	a	2542	1329	
88	Czech	at	5	ʊ	ʊ	ʊ	2540	2825	
89	Danish	at	5	veð	veð	v e ð	2545	2934	
90	Dutch_List	at	5	tə	tə	t ə	2546	1464	
91	English	at	5	æt	æt	æ t	2542	1818	
92	French	at	5	a	a	a	2542	3530	
93	German	at	5	an	an	a n	2544	1549	
94	Greek_Mod	at	5	se̞	se̞	s e̞	1449	1771	
95	Italian	at	5	a, ad	a	a	2542	645	
96	Marathi	at	5	t, tʰe	t	t	1659	2207	
97	Polish	at	5	v	v	v	2535	601	
98	Portuguese_ST	at	5	ɐ̃j	ɐ̃j	ɐ̃ j	2535	457	
99	Russian	at	5	v	v	v	2535	132	
100	Spanish	at	5	a	a	a	2542	754	
101	Swedish	at	5	viːd	viːd	v iː d	2545	622	
102	Breton_ST	at	5	e, ẽn	e	e	2535	847	
103	Oriya	at	5	ṭhare	ʈʰare	ʈʰ a r e	2537	3657	
104	Oriya	at	5	re	re	r e	2537	1932	
105	Urdu	at	5	pəɾ, pɛ	pəɾ	p ə ɾ	2536	2866	
106	Czech	at	5	pr̝̊ɪ	pr̝ɪ	p r̝ ɪ	2538	2726	
107	Russian	at	5	u	u	u	2540	1168	
108	Catalan	at	5	pər	pər	p ə r	3544	2866	
109	Portuguese_ST	at	5	a	a	a	2543	2359	
110	Swedish	at	5	po:	poː	p oː	3561	2431	
111	Marathi	at	5	'wadzta	wadzta	w a d z t a	1829	1214	
112	Armenian_Mod	at	5	um	um	u m	3582	2660	
113	Armenian_Mod	at	5	in	in	i n	3588	1142	
114	Breton_ST	back	6	kɛjn	kɛjn	k ɛ j n	969	2059	
115	Catalan	back	6	əs'paʎʎə	əspaʎʎə	ə s p a ʎː ə	2186	796	
116	Danish	back	6	b̥ɛj	b̥ɛj	b̥ ɛ j	180	1657	
117	Dutch_List	back	6	rʏχ	rʏχ	r ʏ χ	2183	3041	
118	English	back	6	bæk	bæk	b æ k	180	3525	
119	French	back	6	do	do	d o	851	2386	
120	German	back	6	'rijkn̩	rijkn̩	r i j k n̩	2183	516	
121	Greek_Mod	back	6	ˈplati	plati	p l a t i	1580	927	
122	Italian	back	6	'dɔsso	dɔsso	d ɔ sː o	851	3273	
123	Marathi	back	6	patʰ	patʰ	p a tʰ	686	1384	
124	Polish	back	6	'plɛʦɨ	plɛʦɨ	p l ɛ ʦ ɨ	1885	2858	
125	Russian	back	6	spi'na	spina	s p i n a	2059	767	
126	Spanish	back	6	es'palda	espalda	e s p a l d a	2186	179	
127	Swedish	back	6	rʏg	rʏg	r ʏ g	2183	2133	
128	Bihari	back	6	piʈa	piʈa	p i ʈ a	686	1764	
129	Bihari	back	6	ɖar	ɖar	ɖ a r	3391	340	
130	Oriya	back	6	piṭhi	piʈʰi	p i ʈʰ i	686	2612	
131	Urdu	back	6	kəməɾ	kəməɾ	k ə m ə ɾ	3453	3213	
132	Catalan	back	6	əs'kɛnə	əskɛnə	ə s k ɛ n ə	2551	55	
133	Portuguese_ST	back	6	ˈkɔʃtɐʃ	kɔʃtɐʃ	k ɔ ʃ t ɐ ʃ	3533	332	
134	Armenian_Mod	back	6	meʧʰkʰ	meʧʰkʰ	m e ʧʰ kʰ	3589	2916	
135	Czech	back	6	zaːda	zaːda	z aː d a	3591	3101	
136	Breton_ST	bad	7	fal	fal	f a l	970	3042	
137	Catalan	bad	7	mal	mal	m a l	852	715	
138	Danish	bad	7	ɔn	ɔn	ɔ n	2191	1174	
139	Dutch_List	bad	7	slɛχt	slɛχt	s l ɛ χ t	181	1938	
140	English	bad	7	bæd	bæd	b æ d	2194	53	
141	French	bad	7	mɔvɛ	mɔvɛ	m ɔ v ɛ	852	3110	
142	German	bad	7	ʃlɛçt	ʃlɛçt	ʃ l ɛ ç t	181	691	
143	Greek_Mod	bad	7	kaˈko̞s	kako̞s	k a k o̞ s	1451	3442	
144	Italian	bad	7	kat'tivo	kattivo	k a tː i v o	2196	549	
145	Marathi	bad	7	wa͜i:ʈ	wa͜iːʈ	w a͜iː ʈ	3387	3564	
146	Polish	bad	7	zwɨ	zwɨ	z w ɨ	1197	2967	
147	Portuguese_ST	bad	7	maw	maw	m a w	852	2984	
148	Russian	bad	7	plo'xoj	ploxoj	p l o x o j	3388	655	
149	Spanish	bad	7	'malo	malo	m a l o	852	1731	
150	Swedish	bad	7	ˈdoː.lɪ(ɡ)	doː.lɪɡ	d oː l ɪ ɡ	2038	2276	
151	Armenian_Mod	bad	7	vɑt	vɑt	v ɑ t	2190	2772	
152	Bihari	bad	7	khərap	kʰərap	kʰ ə r a p	4	1638	
153	Oriya	bad	7	khɔrap(ɔ)	kʰɔrapɔ	kʰ ɔ r a p ɔ	4	1638	
154	Urdu	bad	7	bʊɾɑ	bʊɾɑ	b ʊ ɾ ɑ	2553	3598	
155	Swedish	bad	7	und	und	u n d	2191	820	
156	Swedish	bad	7	'ʉ:səl	ʉːsəl	ʉː s ə l	2195	178	
157	Urdu	bad	7	χəɾɑb	χəɾɑb	χ ə ɾ ɑ b	4	256	
158	Czech	bad	7	zliː	zliː	z l iː	1197	3543	
159	Czech	bark	8	kuːra	kuːra	k uː r a	182	3088	
160	Catalan	bark	8	əs'kɔrsə	əskɔrsə	ə s k ɔ r s ə	182	3236	
161	Breton_ST	bark	8	rysk	rysk	r y s k	971	1877	
162	Danish	bark	8	b̥ɑːg̥ʰ	b̥ɑːg̥ʰ	b̥ ɑː g̥ʰ	1305	1558	
163	Dutch_List	bark	8	sχɔrs	sχɔrs	s χ ɔ r s	182	428	
164	English	bark	8	bɑ:k	bɑːk	b ɑː k	1305	583	
165	French	bark	8	ekɔʀs	ekɔʀs	e k ɔ ʀ s	182	694	
166	German	bark	8	'rɪndə	rɪndə	r ɪ n d ə	1438	223	
