ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	964	
2	English	all	1	all	ɔl	ɔ l	1	723	
3	French	all	1	tous	tut	t u t	2	495	
4	German	all	1	alle	al	a l	1	723	
5	Hawaiian	all	1	apau	apau	a p a u	7	923	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	230	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	852	
8	Albanian	and	2	e	e	e	-916	146	
9	English	and	2	and	and	a n d	915	703	
10	French	and	2	et	e	e	916	689	
11	German	and	2	und	unt	u n t	915	703	
12	Hawaiian	and	2	ā	aː	aː	919	445	
13	Navajo	and	2	dóó	doː	d oː	918	214	
14	Turkish	and	2	ve	ve	v e	-917	689	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	247	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	289	
17	French	animal	3	animal	animal	a n i m a l	-1016	289	
18	German	animal	3	Tier	tiːr	t iː r	1015	841	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	831	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	177	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	35	
22	Albanian	ashes	4	hi	hir	h i r	274	372	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1073	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	646	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1073	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	421	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	184	
28	Turkish	ashes	4	kül	kyl	k y l	273	319	
29	Albanian	at	5	në	nə	n ə	954	818	
30	English	at	5	at	at	a t	952	944	
31	French	at	5	à	a	a	952	825	
32	German	at	5	an	an	a n	951	818	
33	Hawaiian	at	5	ma	ma	m a	956	944	
