ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID	NewCogID	
1	English	all	1	ɔ:l	ɔːl	ɔː l	175	700	
2	German	all	1	'alə	alə	a l ə	175	2818	
3	Armenian_Mod	all	1	boˈloɾ	boloɾ	b o l o ɾ	566	405	
4	Greek_Mod	all	1	ˈo̞lo̞s	o̞lo̞s	o̞ l o̞ s	965	2375	
5	Italian	all	1	'tutto	tutto	t u tː o	543	2505	
6	Marathi	all	1	'səɾwə, 'səgɭə	səɾwə	s ə ɾ w ə	748	1923	
7	Danish	all	1	ɛl	ɛl	ɛ l	175	631	
8	Portuguese_ST	all	1	ˈtoðu	toðu	t o ð u	543	551	
9	French	all	1	tu	tu	t u	543	2799	
10	Russian	all	1	vsʲo	vsʲo	v sʲ o	1102	1412	
11	Spanish	all	1	'toðo	toðo	t o ð o	543	551	
12	Swedish	all	1	ˈala	ala	a l a	175	370	
13	Bihari	all	1	səb	səb	s ə b	748	1378	
14	Oriya	all	1	sɔbɔ	sɔbɔ	s ɔ b ɔ	748	1378	
15	Dutch_List	all	1	'ɑləs	ɑləs	ɑ l ə s	175	1940	
16	Czech	all	1	fʃɪxɲɪ	fʃɪxɲɪ	f ʃ ɪ x ɲ ɪ	1102	249	
17	Breton_ST	all	1	ɔl	ɔl	ɔ l	965	1032	
18	Catalan	all	1	tot	tot	t o t	543	3471	
19	Urdu	all	1	səb	səb	s ə b	748	1378	
20	Polish	all	1	ˈkaʒdɨ	kaʒdɨ	k a ʒ d ɨ	3542	951	
21	Armenian_Mod	and	2	jɛv	jɛv	j ɛ v	567	826	
22	Breton_ST	and	2	a	a	a	966	1134	
23	Catalan	and	2	i	i	i	848	2590	
24	Czech	and	2	a	a	a	1103	2312	
25	Danish	and	2	ɒw, ʌ	ɒw	ɒ w	1303	2474	
26	Dutch_List	and	2	ɛn	ɛn	ɛ n	176	356	
27	English	and	2	ænd	ænd	æ n d	176	958	
28	French	and	2	e	e	e	848	2980	
