ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	1200	
2	English	all	1	all	ɔl	ɔ l	1	259	
3	French	all	1	tous	tut	t u t	2	673	
4	German	all	1	alle	al	a l	1	941	
5	Hawaiian	all	1	apau	apau	a p a u	7	1157	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	323	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	1083	
8	Albanian	and	2	e	e	e	-916	207	
9	English	and	2	and	and	a n d	915	235	
10	French	and	2	et	e	e	916	906	
11	German	and	2	und	unt	u n t	915	920	
12	Hawaiian	and	2	ā	aː	aː	919	610	
13	Navajo	and	2	dóó	doː	d oː	918	304	
14	Turkish	and	2	ve	ve	v e	-917	848	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	344	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	407	
17	French	animal	3	animal	animal	a n i m a l	-1016	407	
18	German	animal	3	Tier	tiːr	t iː r	1015	1071	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	1060	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	249	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	53	
22	Albanian	ashes	4	hi	hir	h i r	274	515	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1312	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	858	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1082	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	578	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	258	
28	Turkish	ashes	4	kül	kyl	k y l	273	442	
29	Albanian	at	5	në	nə	n ə	954	1045	
30	English	at	5	at	at	a t	952	971	
31	French	at	5	à	a	a	952	1052	
32	German	at	5	an	an	a n	951	805	
33	Hawaiian	at	5	ma	ma	m a	956	1180	
34	Navajo	at	5	-di	di	d i	955	98	
35	Turkish	at	5	-de	de	d e	953	654	
36	Albanian	back	6	shpinë	ʃpin	ʃ p i n	-369	1097	
37	English	back	6	back	bak	b a k	367	204	
38	French	back	6	dos	do	d o	366	50	
39	German	back	6	Rücken	rykən	r y k ə n	365	276	
40	Hawaiian	back	6	kua	kua	k u a	372	1175	
41	Navajo	back	6	'anághah	nayɣah	n ay ɣ a h	370	1306	
42	Turkish	back	6	arka	arka	a r k a	368	88	
43	Albanian	bad	7	keq	kec	k e c	-281	283	
44	English	bad	7	bad	bad	b a d	279	1056	
45	French	bad	7	mauvais	mɔvɛz	m ɔ v ɛ z	278	1142	
46	German	bad	7	schlecht	ʃlext	ʃ l e x t	277	1225	
47	Hawaiian	bad	7	`ino	ʔino	ʔ i n o	283	35	
48	Navajo	bad	7	doo yá'áshǫ́ǫ da	jayʔayʃõõ	j ay ʔ ay ʃ õ õ	282	348	
49	Turkish	bad	7	kötü	køty	k ø t y	-280	718	
50	Albanian	bark	8	shkëlbozë	ʃkəlboz	ʃ k ə l b o z	413	97	
51	English	bark	8	bark	bɑrk	b ɑ r k	-411	1001	
52	French	bark	8	écorce	ekɔrs	e k ɔ r s	410	927	
53	German	bark	8	Rinde	rində	r i n d ə	409	680	
54	Hawaiian	bark	8	`ili	ʔili	ʔ i l i	415	777	
55	Navajo	bark	8	'akásht'óózh	kayʃtˀoːʒ	k ay ʃ tˀ oː ʒ	414	479	
56	Turkish	bark	8	kabuk	kabuk	k a b u k	412	657	
57	Albanian	because	9	sepse	sepse	s e p s e	336	542	
58	English	because	9	because	bəkɔz	b ə k ɔ z	-337	764	
59	French	because	9	parce que	pars	p a r s	336	1278	
60	German	because	9	weil	vail	v ai l	335	647	
61	Hawaiian	because	9	ā mea	aːmea	aː m e a	341	1046	
62	Navajo	because	9	háálá	haːlay	h aː l ay	339	771	
63	Turkish	because	9	çünkü	ʧynky	ʧ y n k y	338	140	
64	Albanian	belly	10	bark	bark	b a r k	1012	311	
65	English	belly	10	belly	bɛli	b ɛ l i	1010	4	
66	French	belly	10	ventre	vɑ̃tr	v ɑ̃ t r	1009	589	
67	German	belly	10	Bauch	baux	b au x	1008	643	
68	Hawaiian	belly	10	`ōpū	ʔoːpuː	ʔ oː p uː	1014	1300	
69	Navajo	belly	10	'abid	bid	b i d	1013	921	
70	Turkish	belly	10	karın	karn	k a r n	1011	54	
71	Albanian	big	11	madh	mað	m a ð	198	591	
72	English	big	11	big	bɪg	b ɪ g	196	521	
73	French	big	11	grand	grɑ̃d	g r ɑ̃ d	195	1357	
74	German	big	11	groß	groːs	g r oː s	194	391	
75	Hawaiian	big	11	nui	nui	n u i	200	608	
76	Navajo	big	11	'áníƚtso	ʔayniɬʦo	ʔ ay n i ɬ ʦ o	199	99	
77	Turkish	big	11	büyük	byjyk	b y j y k	197	1288	
78	Albanian	bird	12	zog	zog	z o g	-482	529	
79	English	bird	12	bird	bərd	b ə r d	480	1258	
80	French	bird	12	oiseau	wazo	w a z o	479	1004	
81	German	bird	12	Vogel	foːgəl	f oː g ə l	478	250	
82	Hawaiian	bird	12	manu	manu	m a n u	484	603	
83	Navajo	bird	12	tsídii	ʦidiː	ʦ i d iː	483	203	
84	Turkish	bird	12	kuş	kuʃ	k u ʃ	481	428	
85	Albanian	bite	13	kafshon	kafʃo	k a f ʃ o	714	916	
86	English	bite	13	bites	bait	b ai t	711	1338	
87	French	bite	13	mord	mɔr	m ɔ r	712	735	
88	German	bite	13	beißt	bais	b ai s	711	1338	
89	Hawaiian	bite	13	nahu	nahu	n a h u	716	359	
90	Navajo	bite	13	'aháshháásh	ʔahayɬhaːʃ	ʔ a h ay ɬ h aː ʃ	715	945	
91	Turkish	bite	13	ısırıyor	ɯsɯr	ɯ s ɯ r	713	137	
92	Albanian	black	14	zi	zez	z e z	133	1101	
93	English	black	14	black	blak	b l a k	131	1080	
94	French	black	14	noir	nwar	n w a r	130	69	
95	German	black	14	schwarz	ʃvarʦ	ʃ v a r ʦ	129	1085	
96	Hawaiian	black	14	`ele`ele	ʔeleʔele	ʔ e l e ʔ e l e	136	671	
97	Navajo	black	14	ƚizhin	ɬiʒin	ɬ i ʒ i n	134	986	
98	Turkish	black	14	kara	kara	k a r a	132	752	
99	Albanian	blood	15	gjak	ɟakr	ɟ a k r	1115	196	
100	English	blood	15	blood	bləd	b l ə d	1112	1262	
101	French	blood	15	sang	sɑ̃	s ɑ̃	1113	1023	
102	German	blood	15	Blut	bluːt	b l uː t	1112	60	
103	Hawaiian	blood	15	koko	koko	k o k o	1117	1282	
104	Navajo	blood	15	diƚ	diɬ	d i ɬ	1116	298	
105	Turkish	blood	15	kan	kan	k a n	1114	372	
106	Albanian	blow	16	fryn	fry	f r y	81	70	
107	English	blow	16	blows	blo	b l o	78	545	
108	French	blow	16	vente	vɑ̃te	v ɑ̃ t e	79	269	
109	German	blow	16	bläst	blaːz	b l aː z	78	883	
110	Hawaiian	blow	16	puhi	puhi	p u h i	83	976	
111	Navajo	blow	16	ních'i	niʧˀi	n i ʧˀ i	82	607	
112	Turkish	blow	16	esiyor	es	e s	80	1352	
113	Albanian	bone	17	kockë	koʦk	k o ʦ k	608	488	
114	English	bone	17	bone	bon	b o n	606	480	
115	French	bone	17	os	ɔs	ɔ s	605	1354	
116	German	bone	17	Knochen	knoxən	k n o x ə n	604	1264	
117	Hawaiian	bone	17	iwi	iwi	i w i	610	469	
118	Navajo	bone	17	ts'in	ʦˀin	ʦˀ i n	609	1093	
119	Turkish	bone	17	kemik	kemik	k e m i k	607	915	
120	Albanian	breast	18	gji	ɟir	ɟ i r	208	866	
121	English	breast	18	breast	brɛst	b r ɛ s t	205	818	
122	French	breast	18	sein	sɛ̃	s ɛ̃	206	765	
123	German	breast	18	Brust	brust	b r u s t	205	818	
124	Hawaiian	breast	18	ū	uː	uː	211	261	
125	Navajo	breast	18	'abe'	beʔ	b e ʔ	209	1292	
126	Turkish	breast	18	meme	meme	m e m e	207	270	
127	Albanian	breathe	19	marr frymë	frym	f r y m	755	576	
128	English	breathe	19	breathes	brið	b r i ð	753	61	
129	French	breathe	19	respire	rɛspire	r ɛ s p i r e	-752	534	
130	German	breathe	19	atmet	aːtm	aː t m	751	1293	
131	Hawaiian	breathe	19	hanu	hanu	h a n u	757	692	
132	Navajo	breathe	19	ńdísdzih	ńdiʣih	ń d i ʣ i h	756	87	
133	Turkish	breathe	19	nefes alıyor	nefes	n e f e s	-754	525	
134	Albanian	burn	20	digjet	diɟ	d i ɟ	516	335	
135	English	burn	20	burns	bərn	b ə r n	514	555	
136	French	burn	20	brûle	bryle	b r y l e	-514	470	
137	German	burn	20	brennt	bren	b r e n	514	1201	
138	Hawaiian	burn	20	`ā	ʔaː	ʔ aː	519	552	
139	Navajo	burn	20	diltƚi'	diltˡiʔ	d i l tˡ i ʔ	517	305	
140	Turkish	burn	20	yanıyor	jan	j a n	515	86	
141	Albanian	child	21	fëmiljë	fəmiʎ	f ə m i ʎ	-804	563	
142	English	child	21	child	ʧaild	ʧ ai l d	802	1159	
143	French	child	21	enfant	ɑ̃fɑ̃t	ɑ̃ f ɑ̃ t	801	994	
144	German	child	21	Kind	kind	k i n d	800	898	
145	Hawaiian	child	21	keiki	keiki	k e i k i	807	1139	
146	Navajo	child	21	'ashkii	ʔʃkiː	ʔ ʃ k iː	805	394	
147	Turkish	child	21	çocuk	ʧoʤuk	ʧ o ʤ u k	803	413	
148	Albanian	claw	22	thua	θon	θ o n	304	1104	
149	English	claw	22	claw	klɔ	k l ɔ	301	14	
150	French	claw	22	griffe	grif	g r i f	-302	766	
151	German	claw	22	Klaue	klauə	k l au ə	301	148	
152	Hawaiian	claw	22	miki`ao	mikiʔao	m i k i ʔ a o	307	1221	
153	Navajo	claw	22	'akéshgaan	keʃgaː	k e ʃ g aː	305	314	
154	Turkish	claw	22	tırnak	tɯrnak	t ɯ r n a k	303	1197	
155	Albanian	cloud	23	re	re	r e	698	11	
156	English	cloud	23	cloud	klaud	k l au d	696	265	
157	French	cloud	23	nuage	nɥaʒ	n ɥ a ʒ	695	409	
158	German	cloud	23	Wolke	volkə	v o l k ə	694	1112	
159	Hawaiian	cloud	23	ao	ao	a o	700	1036	
160	Navajo	cloud	23	k'os	kˀos	kˀ o s	699	721	
