ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	1179	
2	English	all	1	all	ɔl	ɔ l	1	251	
3	French	all	1	tous	tut	t u t	2	658	
4	German	all	1	alle	al	a l	1	921	
5	Hawaiian	all	1	apau	apau	a p a u	7	1137	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	312	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	1063	
8	Albanian	and	2	e	e	e	-916	201	
9	English	and	2	and	and	a n d	915	228	
10	French	and	2	et	e	e	916	886	
11	German	and	2	und	unt	u n t	915	900	
12	Hawaiian	and	2	ā	aː	aː	919	595	
13	Navajo	and	2	dóó	doː	d oː	918	294	
14	Turkish	and	2	ve	ve	v e	-917	829	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	332	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	393	
17	French	animal	3	animal	animal	a n i m a l	-1016	393	
18	German	animal	3	Tier	tiːr	t iː r	1015	1051	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	1040	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	242	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	53	
22	Albanian	ashes	4	hi	hir	h i r	274	501	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1291	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	839	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1062	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	563	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	250	
28	Turkish	ashes	4	kül	kyl	k y l	273	428	
29	Albanian	at	5	në	nə	n ə	954	1025	
30	English	at	5	at	at	a t	952	951	
31	French	at	5	à	a	a	952	1032	
32	German	at	5	an	an	a n	951	789	
33	Hawaiian	at	5	ma	ma	m a	956	1159	
34	Navajo	at	5	-di	di	d i	955	639	
35	Turkish	at	5	-de	de	d e	953	639	
36	Albanian	back	6	shpinë	ʃpin	ʃ p i n	-369	1077	
37	English	back	6	back	bak	b a k	367	198	
38	French	back	6	dos	do	d o	366	50	
39	German	back	6	Rücken	rykən	r y k ə n	365	268	
40	Hawaiian	back	6	kua	kua	k u a	372	1154	
41	Navajo	back	6	'anághah	nayɣah	n ay ɣ a h	370	1285	
42	Turkish	back	6	arka	arka	a r k a	368	86	
43	Albanian	bad	7	keq	kec	k e c	-281	275	
44	English	bad	7	bad	bad	b a d	279	1036	
45	French	bad	7	mauvais	mɔvɛz	m ɔ v ɛ z	278	1122	
46	German	bad	7	schlecht	ʃlext	ʃ l e x t	277	1204	
47	Hawaiian	bad	7	`ino	ʔino	ʔ i n o	283	35	
48	Navajo	bad	7	doo yá'áshǫ́ǫ da	jayʔayʃõõ	j ay ʔ ay ʃ õ õ	282	336	
49	Turkish	bad	7	kötü	køty	k ø t y	-280	702	
50	Albanian	bark	8	shkëlbozë	ʃkəlboz	ʃ k ə l b o z	413	95	
51	English	bark	8	bark	bɑrk	b ɑ r k	-411	981	
52	French	bark	8	écorce	ekɔrs	e k ɔ r s	410	907	
53	German	bark	8	Rinde	rində	r i n d ə	409	665	
54	Hawaiian	bark	8	`ili	ʔili	ʔ i l i	415	761	
55	Navajo	bark	8	'akásht'óózh	kayʃtˀoːʒ	k ay ʃ tˀ oː ʒ	414	465	
56	Turkish	bark	8	kabuk	kabuk	k a b u k	412	642	
57	Albanian	because	9	sepse	sepse	s e p s e	336	527	
58	English	because	9	because	bəkɔz	b ə k ɔ z	-337	748	
59	French	because	9	parce que	pars	p a r s	336	1257	
60	German	because	9	weil	vail	v ai l	335	632	
61	Hawaiian	because	9	ā mea	aːmea	aː m e a	341	1026	
62	Navajo	because	9	háálá	haːlay	h aː l ay	339	755	
63	Turkish	because	9	çünkü	ʧynky	ʧ y n k y	338	136	
64	Albanian	belly	10	bark	bark	b a r k	1012	300	
65	English	belly	10	belly	bɛli	b ɛ l i	1010	4	
66	French	belly	10	ventre	vɑ̃tr	v ɑ̃ t r	1009	574	
67	German	belly	10	Bauch	baux	b au x	1008	628	
68	Hawaiian	belly	10	`ōpū	ʔoːpuː	ʔ oː p uː	1014	1279	
69	Navajo	belly	10	'abid	bid	b i d	1013	901	
70	Turkish	belly	10	karın	karn	k a r n	1011	54	
71	Albanian	big	11	madh	mað	m a ð	198	576	
72	English	big	11	big	bɪg	b ɪ g	196	507	
73	French	big	11	grand	grɑ̃d	g r ɑ̃ d	195	1336	
74	German	big	11	groß	groːs	g r oː s	194	378	
75	Hawaiian	big	11	nui	nui	n u i	200	593	
76	Navajo	big	11	'áníƚtso	ʔayniɬʦo	ʔ ay n i ɬ ʦ o	199	96	
77	Turkish	big	11	büyük	byjyk	b y j y k	197	1267	
78	Albanian	bird	12	zog	zog	z o g	-482	515	
79	English	bird	12	bird	bərd	b ə r d	480	1237	
80	French	bird	12	oiseau	wazo	w a z o	479	984	
81	German	bird	12	Vogel	foːgəl	f oː g ə l	478	243	
82	Hawaiian	bird	12	manu	manu	m a n u	484	588	
83	Navajo	bird	12	tsídii	ʦidiː	ʦ i d iː	483	197	
84	Turkish	bird	12	kuş	kuʃ	k u ʃ	481	414	
85	Albanian	bite	13	kafshon	kafʃo	k a f ʃ o	714	896	
86	English	bite	13	bites	bait	b ai t	711	1317	
87	French	bite	13	mord	mɔr	m ɔ r	712	719	
88	German	bite	13	beißt	bais	b ai s	711	1317	
89	Hawaiian	bite	13	nahu	nahu	n a h u	716	347	
90	Navajo	bite	13	'aháshháásh	ʔahayɬhaːʃ	ʔ a h ay ɬ h aː ʃ	715	925	
91	Turkish	bite	13	ısırıyor	ɯsɯr	ɯ s ɯ r	713	134	
92	Albanian	black	14	zi	zez	z e z	133	1081	
93	English	black	14	black	blak	b l a k	131	1060	
94	French	black	14	noir	nwar	n w a r	130	67	
95	German	black	14	schwarz	ʃvarʦ	ʃ v a r ʦ	129	1065	
96	Hawaiian	black	14	`ele`ele	ʔeleʔele	ʔ e l e ʔ e l e	136	656	
97	Navajo	black	14	ƚizhin	ɬiʒin	ɬ i ʒ i n	134	966	
98	Turkish	black	14	kara	kara	k a r a	132	736	
99	Albanian	blood	15	gjak	ɟakr	ɟ a k r	1115	190	
100	English	blood	15	blood	bləd	b l ə d	1112	1241	
101	French	blood	15	sang	sɑ̃	s ɑ̃	1113	1003	
102	German	blood	15	Blut	bluːt	b l uː t	1112	1241	
103	Hawaiian	blood	15	koko	koko	k o k o	1117	1261	
104	Navajo	blood	15	diƚ	diɬ	d i ɬ	1116	289	
105	Turkish	blood	15	kan	kan	k a n	1114	360	
106	Albanian	blow	16	fryn	fry	f r y	81	68	
107	English	blow	16	blows	blo	b l o	78	530	
108	French	blow	16	vente	vɑ̃te	v ɑ̃ t e	79	261	
109	German	blow	16	bläst	blaːz	b l aː z	78	864	
110	Hawaiian	blow	16	puhi	puhi	p u h i	83	956	
111	Navajo	blow	16	ních'i	niʧˀi	n i ʧˀ i	82	592	
112	Turkish	blow	16	esiyor	es	e s	80	1331	
113	Albanian	bone	17	kockë	koʦk	k o ʦ k	608	474	
114	English	bone	17	bone	bon	b o n	606	466	
115	French	bone	17	os	ɔs	ɔ s	605	1333	
116	German	bone	17	Knochen	knoxən	k n o x ə n	604	1243	
117	Hawaiian	bone	17	iwi	iwi	i w i	610	455	
118	Navajo	bone	17	ts'in	ʦˀin	ʦˀ i n	609	1073	
119	Turkish	bone	17	kemik	kemik	k e m i k	607	895	
120	Albanian	breast	18	gji	ɟir	ɟ i r	208	847	
121	English	breast	18	breast	brɛst	b r ɛ s t	205	801	
122	French	breast	18	sein	sɛ̃	s ɛ̃	206	749	
123	German	breast	18	Brust	brust	b r u s t	205	801	
124	Hawaiian	breast	18	ū	uː	uː	211	253	
125	Navajo	breast	18	'abe'	beʔ	b e ʔ	209	1271	
126	Turkish	breast	18	meme	meme	m e m e	207	262	
127	Albanian	breathe	19	marr frymë	frym	f r y m	755	561	
128	English	breathe	19	breathes	brið	b r i ð	753	59	
