ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID	NewCogID	
1	Miyako	I	1	ban	b a n	1	648	
2	Tōkyō	I	1	watasi	w a t a s i	2	120	
3	Amami	I	1	waɴ	w a ɴ	1	319	
4	Kyōto	I	1	wate	w a t e	2	607	
5	Hachijō	I	1	ware	w a r e	1	607	
6	Shuri	I	1	waɴ	w a ɴ	1	319	
7	Kōchi	I	1	asi	a s i	2	551	
8	Sado	I	1	ore	o r e	3	108	
9	Oki	I	1	ora	o r a	3	108	
10	Kagoshima	I	1	oiː	oiː	3	436	
11	Miyako	thou	2	vːa	vː a	10	442	
12	Tōkyō	thou	2	anata	a n a t a	5	286	
13	Amami	thou	2	ʔʲa	ʔʲ a	10	195	
14	Kyōto	thou	2	aɴta	a ɴ t a	5	400	
15	Hachijō	thou	2	omi	o m i	4	159	
16	Shuri	thou	2	ʔʲaː	ʔʲ aː	10	195	
17	Kōchi	thou	2	oɴsi	o ɴ s i	7	170	
18	Sado	thou	2	ɴna	ɴ n a	6	536	
19	Oki	thou	2	omae	o m ae	8	525	
20	Kagoshima	thou	2	waiː	w aiː	9	114	
21	Miyako	we	3	bantiː	b a n t iː	11	19	
22	Tōkyō	we	3	watasitaʨi	w a t a s i t a ʨ i	12	234	
23	Amami	we	3	waxja	w a x j a	11	760	
24	Kyōto	we	3	watera	w a t e r a	12	408	
25	Hachijō	we	3	wareɴisa	w a r e ɴ i s a	11	550	
26	Shuri	we	3	watːaː	w a tː aː	11	268	
27	Kōchi	we	3	asiraː	a s i r aː	12	408	
28	Sado	we	3	oraʨi	o r a ʨ i	13	207	
29	Oki	we	3	orara	o r a r a	13	517	
30	Kagoshima	we	3	oidoɴ	oi d o ɴ	13	473	
31	Miyako	this	4	kuri	k u r i	14	631	
32	Tōkyō	this	4	kore	k o r e	14	631	
33	Amami	this	4	xurɨ	x u r ɨ	14	631	
34	Kyōto	this	4	kore	k o r e	14	631	
35	Hachijō	this	4	kore	k o r e	14	631	
36	Shuri	this	4	kuri	k u r i	14	631	
37	Kōchi	this	4	kore	k o r e	14	631	
38	Sado	this	4	kore	k o r e	14	631	
39	Oki	this	4	kore	k o r e	14	631	
40	Kagoshima	this	4	koiː	k oiː	14	626	
41	Miyako	that	5	kari	k a r i	16	756	
42	Tōkyō	that	5	are	a r e	15	756	
43	Amami	that	5	ʔarɨ	ʔ a r ɨ	15	756	
44	Kyōto	that	5	are	a r e	15	756	
45	Hachijō	that	5	ore	o r e	17	595	
46	Shuri	that	5	ʔari	ʔ a r i	15	756	
47	Kōchi	that	5	are	a r e	15	756	
48	Sado	that	5	are	a r e	15	756	
49	Oki	that	5	are	a r e	15	756	
50	Kagoshima	that	5	aiː	aiː	15	38	
51	Miyako	who	6	taru	t a r u	18	733	
52	Tōkyō	who	6	dare	d a r e	18	733	
53	Amami	who	6	θaru	θ a r u	18	733	
54	Kyōto	who	6	dare	d a r e	18	733	
55	Hachijō	who	6	dare	d a r e	18	733	
56	Shuri	who	6	taː	t aː	18	307	
57	Kōchi	who	6	dare	d a r e	18	733	
58	Sado	who	6	dare	d a r e	18	733	
59	Oki	who	6	dare	d a r e	18	733	
60	Kagoshima	who	6	daiː	d aiː	18	306	
61	Miyako	what	7	nau	n au	21	518	
62	Tōkyō	what	7	nani	n a n i	20	751	
63	Amami	what	7	nuː	n uː	21	274	
64	Kyōto	what	7	nani	n a n i	20	751	
65	Hachijō	what	7	ani	a n i	19	751	
66	Shuri	what	7	nuː	n uː	21	274	
67	Kōchi	what	7	nani	n a n i	20	751	
68	Sado	what	7	nani	n a n i	20	751	
69	Oki	what	7	nani	n a n i	20	751	
70	Kagoshima	what	7	naiː	n aiː	20	20	
71	Miyako	not	8	araŋ	a r a ŋ	23	818	
72	Tōkyō	not	8	nai	n ai	22	742	
73	Amami	not	8	ʔaraɴ	ʔ a r a ɴ	23	818	
74	Kyōto	not	8	nai	n ai	22	742	
75	Hachijō	not	8	nakːja	n a kː j a	22	490	
76	Shuri	not	8	neːɴ	n eː ɴ	22	39	
77	Kōchi	not	8	nai	n ai	22	742	
78	Sado	not	8	nai	n ai	22	742	
79	Oki	not	8	neː	n eː	22	713	
