ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	1008	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	2885	
3	Thao	hand	1	446	rima	r i m a	1425	
4	Palauan	hand	1	446	cʰim	cʰ i m	2449	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	2579	
6	Bare'e	hand	1	1484	pale	p a l e	1996	
7	Iban	hand	1	155	taŋan	t a ŋ a n	1008	
8	Iban	hand	1	1556	jari	j a r i	142	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	2866	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	1465	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	1092	
12	Wuna	hand	1	446	lima	l i m a	1425	
13	Tetum	hand	1	446	liman	l i m a n	1425	
14	Mailu	hand	1	446	ima	i m a	1425	
15	Tsou	hand	1	350	mucu	m u c u	2013	
16	Nias	hand	1	155	taŋa	t a ŋ a	1008	
17	Central Amis	hand	1	19	kamaj	k a m a j	1092	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	3508	
19	Banoni	hand	1	446	numa	n u m a	659	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	1008	
21	Maloh	left	2	1000	kajoko	k a j o k o	873	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	1199	
23	Palauan	left	2	1253	katur	k a t u r	2663	
24	Tunjung	left	2	645	ulaj	u l a j	2388	
25	Bare'e	left	2	483	kaiː	k a iː	2545	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	374	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	1014	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	3040	
29	Hanunoo	left	2	159	wala	w a l a	2514	
30	Wuna	left	2	98	kema	k e m a	619	
31	Tetum	left	2	1881	karuk	k a r u k	657	
32	Mailu	left	2	1934	ebe	e b e	500	
33	Tsou	left	2	483	vrina	v r i n a	2592	
34	Nias	left	2	2227	kabera	k a b e r a	2774	
35	Central Amis	left	2	483	kawili	k a w i l i	420	
36	Chamorro	left	2	2516	akague	a k a g u e	2547	
37	Banoni	left	2	2601	tororona	t o r o r o n a	975	
38	Singhi	left	2	2743	bait	b a i t	1812	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	1959	
