ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	1586	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	1586	
3	Thao	hand	1	446	rima	r i m a	1586	
4	Palauan	hand	1	446	cʰim	cʰ i m	1586	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	1586	
6	Bare'e	hand	1	1484	pale	p a l e	1586	
7	Iban	hand	1	155	taŋan	t a ŋ a n	1586	
8	Iban	hand	1	1556	jari	j a r i	52	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	1586	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	592	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	1586	
12	Wuna	hand	1	446	lima	l i m a	1586	
13	Tetum	hand	1	446	liman	l i m a n	1586	
14	Mailu	hand	1	446	ima	i m a	1586	
15	Tsou	hand	1	350	mucu	m u c u	838	
16	Nias	hand	1	155	taŋa	t a ŋ a	1586	
17	Central Amis	hand	1	19	kamaj	k a m a j	1586	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	1586	
19	Banoni	hand	1	446	numa	n u m a	1586	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	1586	
21	Maloh	left	2	1000	kajoko	k a j o k o	1125	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	1307	
23	Palauan	left	2	1253	katur	k a t u r	1125	
24	Tunjung	left	2	645	ulaj	u l a j	1307	
25	Bare'e	left	2	483	kaiː	k a iː	1070	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	1307	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	415	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	1307	
29	Hanunoo	left	2	159	wala	w a l a	1307	
30	Wuna	left	2	98	kema	k e m a	1307	
31	Tetum	left	2	1881	karuk	k a r u k	1125	
32	Mailu	left	2	1934	ebe	e b e	1307	
33	Tsou	left	2	483	vrina	v r i n a	1099	
34	Nias	left	2	2227	kabera	k a b e r a	1307	
35	Central Amis	left	2	483	kawili	k a w i l i	1307	
36	Chamorro	left	2	2516	akague	a k a g u e	1072	
37	Banoni	left	2	2601	tororona	t o r o r o n a	397	
38	Singhi	left	2	2743	bait	b a i t	743	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	806	
40	Maloh	right	3	-519	kato	k a t o	670	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	1414	
42	Palauan	right	3	1254	kadikm	k a d i k m	902	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	1388	
44	Bare'e	right	3	255	kana	k a n a	1414	
45	Iban	right	3	255	kanan	k a n a n	1414	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	682	
47	Moken	right	3	255	nanaːn	n a n aː n	1414	
48	Hanunoo	right	3	-184	sikun	s i k u n	902	
49	Wuna	right	3	255	swana	s w a n a	1414	
50	Tetum	right	3	255	kwana	k w a n a	1414	
51	Mailu	right	3	1935	iata	i a t a	623	
52	Tsou	right	3	255	vhona	v h o n a	1414	
53	Nias	right	3	2228	kawõlõ	k a w õ l õ	533	
54	Central Amis	right	3	255	kawanan	k a w a n a n	1414	
55	Banoni	right	3	519	matoː	m a t oː	670	
56	Singhi	right	3	519	toux	t o u x	1388	
57	Banggi	right	3	-184	kikuan	k i k u a n	902	
58	Merina (Malagasy)	leg/foot	4	-97	ranjo	r a n j o	559	
59	Merina (Malagasy)	leg/foot	4	1053	toŋotra	t o ŋ o t r a	1704	
60	Thao	leg/foot	4	1161	kuskus	k u s k u s	522	
61	Palauan	leg/foot	4	-290	oacʰ	o a cʰ	1696	
62	Tunjung	leg/foot	4	1401	uneŋ	u n e ŋ	1696	
63	Bare'e	leg/foot	4	28	witi	w i t i	33	
64	Iban	leg/foot	4	290	kaki	k a k i	1696	
65	Iban	leg/foot	4	1557	pah	p a h	1696	
66	Berawan (Long Terawan)	leg/foot	4	366	gimaʔ	g i m a ʔ	1696	
67	Moken	leg/foot	4	199	pakaʔ	p a k a ʔ	1696	
68	Moken	leg/foot	4	290	kakaj	k a k a j	1696	
69	Hanunoo	leg/foot	4	1797	raparapa	r a p a r a p a	1696	
70	Wuna	leg/foot	4	290	gʰagʰe	gʰ a gʰ e	1696	
71	Tetum	leg/foot	4	290	ain	a i n	1696	
72	Mailu	leg/foot	4	1936	au	a u	1696	
73	Tsou	leg/foot	4	2099	ruru	r u r u	332	
74	Nias	leg/foot	4	290	ahe	a h e	1696	
75	Central Amis	leg/foot	4	290	waqaj	w a q a j	1696	
76	Chamorro	leg/foot	4	2517	adːeŋ	a dː e ŋ	1696	
77	Banoni	leg/foot	4	2602	rapinːa	r a p i nː a	701	
78	Singhi	leg/foot	4	2744	peun	p e u n	1696	
79	Banggi	leg/foot	4	290	uei	u e i	1696	
80	Maloh	to walk	5	563	lambaʔ	l a m b a ʔ	1547	
81	Merina (Malagasy)	to walk	5	1054	mandéha	m a n d é h a	1228	
