ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	987	
2	English	all	1	all	ɔl	ɔ l	1	746	
3	French	all	1	tous	tut	t u t	2	514	
4	German	all	1	alle	al	a l	1	746	
5	Hawaiian	all	1	apau	apau	a p a u	7	946	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	239	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	874	
8	Albanian	and	2	e	e	e	-916	712	
9	English	and	2	and	and	a n d	915	726	
10	French	and	2	et	e	e	916	712	
11	German	and	2	und	unt	u n t	915	726	
12	Hawaiian	and	2	ā	aː	aː	919	464	
13	Navajo	and	2	dóó	doː	d oː	918	223	
14	Turkish	and	2	ve	ve	v e	-917	712	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	255	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	301	
17	French	animal	3	animal	animal	a n i m a l	-1016	301	
18	German	animal	3	Tier	tiːr	t iː r	1015	863	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	853	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	184	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	38	
22	Albanian	ashes	4	hi	hir	h i r	274	389	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1096	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	669	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1096	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	440	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	191	
28	Turkish	ashes	4	kül	kyl	k y l	273	333	
29	Albanian	at	5	në	nə	n ə	954	967	
30	English	at	5	at	at	a t	952	967	
31	French	at	5	à	a	a	952	967	
32	German	at	5	an	an	a n	951	967	
33	Hawaiian	at	5	ma	ma	m a	956	967	
34	Navajo	at	5	-di	di	d i	955	967	
35	Turkish	at	5	-de	de	d e	953	967	
36	Albanian	back	6	shpinë	ʃpin	ʃ p i n	-369	888	
37	English	back	6	back	bak	b a k	367	148	
38	French	back	6	dos	do	d o	366	37	
39	German	back	6	Rücken	rykən	r y k ə n	365	204	
40	Hawaiian	back	6	kua	kua	k u a	372	963	
41	Navajo	back	6	'anághah	nayɣah	n ay ɣ a h	370	1090	
42	Turkish	back	6	arka	arka	a r k a	368	62	
43	Albanian	bad	7	keq	kec	k e c	-281	210	
44	English	bad	7	bad	bad	b a d	279	850	
45	French	bad	7	mauvais	mɔvɛz	m ɔ v ɛ z	278	932	
46	German	bad	7	schlecht	ʃlext	ʃ l e x t	277	1011	
47	Hawaiian	bad	7	`ino	ʔino	ʔ i n o	283	25	
48	Navajo	bad	7	doo yá'áshǫ́ǫ da	jayʔayʃõõ	j ay ʔ ay ʃ õ õ	282	258	
49	Turkish	bad	7	kötü	køty	k ø t y	-280	554	
