ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID	NewCogID	
1	English	all	1	ɔ:l	ɔːl	ɔː l	175	720	
2	German	all	1	'alə	alə	a l ə	175	2876	
3	Armenian_Mod	all	1	boˈloɾ	boloɾ	b o l o ɾ	566	415	
4	Greek_Mod	all	1	ˈo̞lo̞s	o̞lo̞s	o̞ l o̞ s	965	2427	
5	Italian	all	1	'tutto	tutto	t u tː o	543	2559	
6	Marathi	all	1	'səɾwə, 'səgɭə	səɾwə	s ə ɾ w ə	748	1970	
7	Danish	all	1	ɛl	ɛl	ɛ l	175	649	
8	Portuguese_ST	all	1	ˈtoðu	toðu	t o ð u	543	568	
9	French	all	1	tu	tu	t u	543	2857	
10	Russian	all	1	vsʲo	vsʲo	v sʲ o	1102	1453	
11	Spanish	all	1	'toðo	toðo	t o ð o	543	568	
12	Swedish	all	1	ˈala	ala	a l a	175	379	
13	Bihari	all	1	səb	səb	s ə b	748	639	
14	Oriya	all	1	sɔbɔ	sɔbɔ	s ɔ b ɔ	748	1417	
15	Dutch_List	all	1	'ɑləs	ɑləs	ɑ l ə s	175	1987	
16	Czech	all	1	fʃɪxɲɪ	fʃɪxɲɪ	f ʃ ɪ x ɲ ɪ	1102	255	
17	Breton_ST	all	1	ɔl	ɔl	ɔ l	965	1062	
18	Catalan	all	1	tot	tot	t o t	543	3531	
19	Urdu	all	1	səb	səb	s ə b	748	639	
20	Polish	all	1	ˈkaʒdɨ	kaʒdɨ	k a ʒ d ɨ	3542	980	
21	Armenian_Mod	and	2	jɛv	jɛv	j ɛ v	567	851	
22	Breton_ST	and	2	a	a	a	966	1166	
23	Catalan	and	2	i	i	i	848	2646	
24	Czech	and	2	a	a	a	1103	2363	
25	Danish	and	2	ɒw, ʌ	ɒw	ɒ w	1303	2528	
26	Dutch_List	and	2	ɛn	ɛn	ɛ n	176	365	
27	English	and	2	ænd	ænd	æ n d	176	987	
28	French	and	2	e	e	e	848	3039	
29	German	and	2	ʊnt	ʊnt	ʊ n t	176	2493	
30	Greek_Mod	and	2	ce̞, c(i)	ce̞	c e̞	1447	597	
31	Italian	and	2	e, ed	e	e	848	637	
32	Marathi	and	2	'ani	ani	a n i	1591	482	
33	Polish	and	2	i	i	i	1103	2572	
34	Portuguese_ST	and	2	i	i	i	848	2764	
35	Russian	and	2	i	i	i	1103	405	
36	Spanish	and	2	i	i	i	848	2530	
37	Swedish	and	2	ɔ(kː)	ɔkː	ɔ kː	1303	943	
38	Oriya	and	2	o	o	o	1	1775	
39	Bihari	and	2	aur	aur	au r	1	1930	
40	Urdu	and	2	ʔɔɾ	ʔɔɾ	ʔ ɔ ɾ	1	1633	
41	Armenian_Mod	animal	3	kɛntʰɑˈni	kɛntʰɑni	k ɛ n tʰ ɑ n i	3385	778	
42	Breton_ST	animal	3	ɑ̃ˈneval	ɑ̃neval	ɑ̃ n e v a l	849	2721	
43	Catalan	animal	3	əni’mal	ənimal	ə n i m a l	849	2721	
44	Czech	animal	3	zviːr̝ɛ	zviːr̝ɛ	z v iː r̝ ɛ	1104	2499	
45	Danish	animal	3	ˈd̥yːʌ, 'd̥yɐ̯	d̥yːʌ	d̥ yːʌ	177	687	
46	Dutch_List	animal	3	dir	dir	d i r	177	1655	
47	English	animal	3	'ænɪməl	ænɪməl	æ n ɪ m ə l	849	2721	
48	French	animal	3	animal	animal	a n i m a l	849	2721	
49	German	animal	3	ti:ɐ̯	tiːɐ̯	t iːɐ̯	177	3254	
50	Greek_Mod	animal	3	ˈzo̞ˌo̞	zo̞o̞	z o̞o̞	2176	2763	
51	Italian	animal	3	ani'male	animale	a n i m a l e	849	2721	
52	Polish	animal	3	ˈzvʲɛʒɛ̃	zvʲɛʒɛ̃	z vʲ ɛ ʒ ɛ̃	1104	1467	
53	Portuguese_ST	animal	3	ɐniˈmaɫ	ɐnimaɫ	ɐ n i m a ɫ	849	2721	
54	Russian	animal	3	ʒɨ'votnoe	ʒɨvotnoe	ʒ ɨ v o t n oe	2176	1373	
55	Spanish	animal	3	ani'mal	animal	a n i m a l	849	2721	
56	Swedish	animal	3	jʉːr	jʉːr	j ʉː r	177	3200	
57	Oriya	animal	3	praṇi	praɳi	p r a ɳ i	849	2120	
