ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	985	
2	English	all	1	all	ɔl	ɔ l	1	743	
3	French	all	1	tous	tut	t u t	2	515	
4	German	all	1	alle	al	a l	1	743	
5	Hawaiian	all	1	apau	apau	a p a u	7	944	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	242	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	873	
8	Albanian	and	2	e	e	e	-916	152	
9	English	and	2	and	and	a n d	915	723	
10	French	and	2	et	e	e	916	709	
11	German	and	2	und	unt	u n t	915	723	
12	Hawaiian	and	2	ā	aː	aː	919	465	
13	Navajo	and	2	dóó	doː	d oː	918	226	
14	Turkish	and	2	ve	ve	v e	-917	709	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	258	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	302	
17	French	animal	3	animal	animal	a n i m a l	-1016	302	
18	German	animal	3	Tier	tiːr	t iː r	1015	862	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	852	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	186	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	38	
22	Albanian	ashes	4	hi	hir	h i r	274	390	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1094	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	666	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1094	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	441	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	193	
28	Turkish	ashes	4	kül	kyl	k y l	273	334	
29	Albanian	at	5	në	nə	n ə	954	840	
30	English	at	5	at	at	a t	952	965	
31	French	at	5	à	a	a	952	965	
32	German	at	5	an	an	a n	951	840	
33	Hawaiian	at	5	ma	ma	m a	956	965	
34	Navajo	at	5	-di	di	d i	955	965	
35	Turkish	at	5	-de	de	d e	953	965	
36	Albanian	back	6	shpinë	ʃpin	ʃ p i n	-369	886	
37	English	back	6	back	bak	b a k	367	149	
38	French	back	6	dos	do	d o	366	37	
39	German	back	6	Rücken	rykən	r y k ə n	365	206	
40	Hawaiian	back	6	kua	kua	k u a	372	961	
41	Navajo	back	6	'anághah	nayɣah	n ay ɣ a h	370	1088	
42	Turkish	back	6	arka	arka	a r k a	368	63	
43	Albanian	bad	7	keq	kec	k e c	-281	212	
44	English	bad	7	bad	bad	b a d	279	849	
45	French	bad	7	mauvais	mɔvɛz	m ɔ v ɛ z	278	930	
46	German	bad	7	schlecht	ʃlext	ʃ l e x t	277	1009	
47	Hawaiian	bad	7	`ino	ʔino	ʔ i n o	283	25	
48	Navajo	bad	7	doo yá'áshǫ́ǫ da	jayʔayʃõõ	j ay ʔ ay ʃ õ õ	282	261	
49	Turkish	bad	7	kötü	køty	k ø t y	-280	554	
50	Albanian	bark	8	shkëlbozë	ʃkəlboz	ʃ k ə l b o z	413	69	
51	English	bark	8	bark	bɑrk	b ɑ r k	-411	800	
52	French	bark	8	écorce	ekɔrs	e k ɔ r s	410	729	
53	German	bark	8	Rinde	rində	r i n d ə	409	521	
54	Hawaiian	bark	8	`ili	ʔili	ʔ i l i	415	606	
55	Navajo	bark	8	'akásht'óózh	kayʃtˀoːʒ	k ay ʃ tˀ oː ʒ	414	362	
56	Turkish	bark	8	kabuk	kabuk	k a b u k	412	502	
57	Albanian	because	9	sepse	sepse	s e p s e	336	415	
58	English	because	9	because	bəkɔz	b ə k ɔ z	-337	593	
59	French	because	9	parce que	pars	p a r s	336	1060	
60	German	because	9	weil	vail	v ai l	335	495	
61	Hawaiian	because	9	ā mea	aːmea	aː m e a	341	841	
62	Navajo	because	9	háálá	haːlay	h aː l ay	339	600	
63	Turkish	because	9	çünkü	ʧynky	ʧ y n k y	338	99	
64	Albanian	belly	10	bark	bark	b a r k	1012	491	
65	English	belly	10	belly	bɛli	b ɛ l i	1010	2	
66	French	belly	10	ventre	vɑ̃tr	v ɑ̃ t r	1009	449	
67	German	belly	10	Bauch	baux	b au x	1008	491	
68	Hawaiian	belly	10	`ōpū	ʔoːpuː	ʔ oː p uː	1014	1082	
69	Navajo	belly	10	'abid	bid	b i d	1013	724	
70	Turkish	belly	10	karın	karn	k a r n	1011	491	
71	Albanian	big	11	madh	mað	m a ð	198	450	
72	English	big	11	big	bɪg	b ɪ g	196	395	
73	French	big	11	grand	grɑ̃d	g r ɑ̃ d	195	1139	
74	German	big	11	groß	groːs	g r oː s	194	1139	
75	Hawaiian	big	11	nui	nui	n u i	200	463	
76	Navajo	big	11	'áníƚtso	ʔayniɬʦo	ʔ ay n i ɬ ʦ o	199	70	
77	Turkish	big	11	büyük	byjyk	b y j y k	197	1070	
78	Albanian	bird	12	zog	zog	z o g	-482	403	
79	English	bird	12	bird	bərd	b ə r d	480	1041	
80	French	bird	12	oiseau	wazo	w a z o	479	803	
81	German	bird	12	Vogel	foːgəl	f oː g ə l	478	187	
82	Hawaiian	bird	12	manu	manu	m a n u	484	458	
83	Navajo	bird	12	tsídii	ʦidiː	ʦ i d iː	483	148	
84	Turkish	bird	12	kuş	kuʃ	k u ʃ	481	320	
85	Albanian	bite	13	kafshon	kafʃo	k a f ʃ o	714	719	
86	English	bite	13	bites	bait	b ai t	711	1120	
87	French	bite	13	mord	mɔr	m ɔ r	712	568	
88	German	bite	13	beißt	bais	b ai s	711	1120	
89	Hawaiian	bite	13	nahu	nahu	n a h u	716	1120	
90	Navajo	bite	13	'aháshháásh	ʔahayɬhaːʃ	ʔ a h ay ɬ h aː ʃ	715	747	
91	Turkish	bite	13	ısırıyor	ɯsɯr	ɯ s ɯ r	713	97	
92	Albanian	black	14	zi	zez	z e z	133	890	
93	English	black	14	black	blak	b l a k	131	871	
94	French	black	14	noir	nwar	n w a r	130	49	
95	German	black	14	schwarz	ʃvarʦ	ʃ v a r ʦ	129	875	
96	Hawaiian	black	14	`ele`ele	ʔeleʔele	ʔ e l e ʔ e l e	136	513	
97	Navajo	black	14	ƚizhin	ɬiʒin	ɬ i ʒ i n	134	786	
98	Turkish	black	14	kara	kara	k a r a	132	583	
99	Albanian	blood	15	gjak	ɟakr	ɟ a k r	1115	143	
100	English	blood	15	blood	bləd	b l ə d	1112	1045	
101	French	blood	15	sang	sɑ̃	s ɑ̃	1113	820	
102	German	blood	15	Blut	bluːt	b l uː t	1112	1045	
103	Hawaiian	blood	15	koko	koko	k o k o	1117	1064	
104	Navajo	blood	15	diƚ	diɬ	d i ɬ	1116	222	
105	Turkish	blood	15	kan	kan	k a n	1114	280	
106	Albanian	blow	16	fryn	fry	f r y	81	50	
107	English	blow	16	blows	blo	b l o	78	690	
108	French	blow	16	vente	vɑ̃te	v ɑ̃ t e	79	200	
109	German	blow	16	bläst	blaːz	b l aː z	78	690	
110	Hawaiian	blow	16	puhi	puhi	p u h i	83	776	
111	Navajo	blow	16	ních'i	niʧˀi	n i ʧˀ i	82	462	
112	Turkish	blow	16	esiyor	es	e s	80	1134	
113	Albanian	bone	17	kockë	koʦk	k o ʦ k	608	368	
114	English	bone	17	bone	bon	b o n	606	363	
115	French	bone	17	os	ɔs	ɔ s	605	1136	
116	German	bone	17	Knochen	knoxən	k n o x ə n	604	1047	
117	Hawaiian	bone	17	iwi	iwi	i w i	610	354	
118	Navajo	bone	17	ts'in	ʦˀin	ʦˀ i n	609	882	
119	Turkish	bone	17	kemik	kemik	k e m i k	607	718	
120	Albanian	breast	18	gji	ɟir	ɟ i r	208	1074	
121	English	breast	18	breast	brɛst	b r ɛ s t	205	634	
122	French	breast	18	sein	sɛ̃	s ɛ̃	206	594	
123	German	breast	18	Brust	brust	b r u s t	205	634	
124	Hawaiian	breast	18	ū	uː	uː	211	195	
125	Navajo	breast	18	'abe'	beʔ	b e ʔ	209	1074	
126	Turkish	breast	18	meme	meme	m e m e	207	201	
127	Albanian	breathe	19	marr frymë	frym	f r y m	755	439	
128	English	breathe	19	breathes	brið	b r i ð	753	43	
129	French	breathe	19	respire	rɛspire	r ɛ s p i r e	-752	408	
130	German	breathe	19	atmet	aːtm	aː t m	751	1075	
131	Hawaiian	breathe	19	hanu	hanu	h a n u	757	532	
132	Navajo	breathe	19	ńdísdzih	ńdiʣih	ń d i ʣ i h	756	62	
133	Turkish	breathe	19	nefes alıyor	nefes	n e f e s	-754	399	
134	Albanian	burn	20	digjet	diɟ	d i ɟ	516	252	
135	English	burn	20	burns	bərn	b ə r n	514	986	
136	French	burn	20	brûle	bryle	b r y l e	-514	355	
137	German	burn	20	brennt	bren	b r e n	514	986	
138	Hawaiian	burn	20	`ā	ʔaː	ʔ aː	519	421	
139	Navajo	burn	20	diltƚi'	diltˡiʔ	d i l tˡ i ʔ	517	227	
140	Turkish	burn	20	yanıyor	jan	j a n	515	61	
141	Albanian	child	21	fëmiljë	fəmiʎ	f ə m i ʎ	-804	429	
142	English	child	21	child	ʧaild	ʧ ai l d	802	946	
143	French	child	21	enfant	ɑ̃fɑ̃t	ɑ̃ f ɑ̃ t	801	793	
144	German	child	21	Kind	kind	k i n d	800	703	
145	Hawaiian	child	21	keiki	keiki	k e i k i	807	927	
146	Navajo	child	21	'ashkii	ʔʃkiː	ʔ ʃ k iː	805	293	
147	Turkish	child	21	çocuk	ʧoʤuk	ʧ o ʤ u k	803	306	
148	Albanian	claw	22	thua	θon	θ o n	304	893	
149	English	claw	22	claw	klɔ	k l ɔ	301	105	
150	French	claw	22	griffe	grif	g r i f	-302	595	
151	German	claw	22	Klaue	klauə	k l au ə	301	105	
152	Hawaiian	claw	22	miki`ao	mikiʔao	m i k i ʔ a o	307	1005	
153	Navajo	claw	22	'akéshgaan	keʃgaː	k e ʃ g aː	305	234	
154	Turkish	claw	22	tırnak	tɯrnak	t ɯ r n a k	303	982	
155	Albanian	cloud	23	re	re	r e	698	7	
156	English	cloud	23	cloud	klaud	k l au d	696	198	
157	French	cloud	23	nuage	nɥaʒ	n ɥ a ʒ	695	304	
158	German	cloud	23	Wolke	volkə	v o l k ə	694	901	
159	Hawaiian	cloud	23	ao	ao	a o	700	832	
160	Navajo	cloud	23	k'os	kˀos	kˀ o s	699	557	
161	Turkish	cloud	23	bulut	bulut	b u l u t	697	167	
162	Albanian	cold	24	ftohët	ftohət	f t o h ə t	75	879	
163	English	cold	24	cold	kold	k o l d	72	950	
164	French	cold	24	froid	frwad	f r w a d	73	758	
165	German	cold	24	kalt	kalt	k a l t	72	950	
166	Hawaiian	cold	24	anu	anu	a n u	77	271	
167	Navajo	cold	24	sik'az	sikˀaz	s i kˀ a z	76	65	
168	Turkish	cold	24	soğuk	soɣuk	s o ɣ u k	74	475	
169	Albanian	come	25	vjen	vjen	v j e n	-560	561	
170	English	come	25	comes	kəm	k ə m	560	1068	
171	French	come	25	vient	vjɛ̃	v j ɛ̃	560	561	
172	German	come	25	kommt	kom	k o m	560	1068	
173	Hawaiian	come	25	hele mai	hele	h e l e	563	1068	
174	Navajo	come	25	yíghááh	jiɣaːh	j i ɣ aː h	562	127	
175	Turkish	come	25	geliyor	gel	g e l	561	1068	
176	Albanian	count	26	numëron	numəruar	n u m ə r u a r	-164	338	
177	English	count	26	counts	kaunt	k au n t	-162	1100	
178	French	count	26	compte	kɔ̃te	k ɔ̃ t e	162	17	
179	German	count	26	zählt	ʦeːl	ʦ eː l	161	731	
180	Hawaiian	count	26	helu	helu	h e l u	166	1100	
181	Navajo	count	26	'ííníshta'	iːniɬtaʔ	iː n i ɬ t a ʔ	165	509	
182	Turkish	count	26	sayıyor	saj	s a j	163	759	
183	Albanian	cut	27	pres	pres	p r e s	88	1112	
184	English	cut	27	cuts	kət	k ə t	-86	989	
185	French	cut	27	coupe	kupe	k u p e	-85	1131	
186	German	cut	27	schneidet	ʃnaid	ʃ n ai d	84	757	
187	Hawaiian	cut	27	`oki	ʔoki	ʔ o k i	91	696	
188	Navajo	cut	27	'aháshgéésh	ʔahaygeːʃ	ʔ a h ay g eː ʃ	89	85	
189	Turkish	cut	27	kesiyor	kes	k e s	87	989	
190	Albanian	day	28	ditë	dit	d i t	241	662	
191	English	day	28	day	de	d e	238	605	
192	French	day	28	jour	ʒur	ʒ u r	239	34	
193	German	day	28	Tag	taːg	t aː g	238	605	
194	Hawaiian	day	28	lā	laː	l aː	243	67	
