ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	1053	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	3022	
3	Thao	hand	1	446	rima	r i m a	450	
4	Palauan	hand	1	446	cʰim	cʰ i m	2567	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	2698	
6	Bare'e	hand	1	1484	pale	p a l e	2098	
7	Iban	hand	1	155	taŋan	t a ŋ a n	1053	
8	Iban	hand	1	1556	jari	j a r i	148	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	3001	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	1542	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	1141	
12	Wuna	hand	1	446	lima	l i m a	404	
13	Tetum	hand	1	446	liman	l i m a n	404	
14	Mailu	hand	1	446	ima	i m a	1498	
15	Tsou	hand	1	350	mucu	m u c u	2117	
16	Nias	hand	1	155	taŋa	t a ŋ a	1053	
17	Central Amis	hand	1	19	kamaj	k a m a j	1141	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	3666	
19	Banoni	hand	1	446	numa	n u m a	686	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	1053	
21	Maloh	left	2	1000	kajoko	k a j o k o	911	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	1253	
23	Palauan	left	2	1253	katur	k a t u r	2786	
24	Tunjung	left	2	645	ulaj	u l a j	2503	
25	Bare'e	left	2	483	kaiː	k a iː	2664	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	389	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	1059	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	3188	
29	Hanunoo	left	2	159	wala	w a l a	2632	
30	Wuna	left	2	98	kema	k e m a	645	
31	Tetum	left	2	1881	karuk	k a r u k	684	
32	Mailu	left	2	1934	ebe	e b e	521	
33	Tsou	left	2	483	vrina	v r i n a	2712	
34	Nias	left	2	2227	kabera	k a b e r a	2905	
35	Central Amis	left	2	483	kawili	k a w i l i	437	
36	Chamorro	left	2	2516	akague	a k a g u e	2666	
37	Banoni	left	2	2601	tororona	t o r o r o n a	1019	
38	Singhi	left	2	2743	bait	b a i t	1903	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	2060	
40	Maloh	right	3	-519	kato	k a t o	1745	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	838	
42	Palauan	right	3	1254	kadikm	k a d i k m	1932	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	2066	
44	Bare'e	right	3	255	kana	k a n a	3392	
45	Iban	right	3	255	kanan	k a n a n	3392	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	1769	
47	Moken	right	3	255	nanaːn	n a n aː n	3392	
48	Hanunoo	right	3	-184	sikun	s i k u n	1126	
49	Wuna	right	3	255	swana	s w a n a	3392	
50	Tetum	right	3	255	kwana	k w a n a	3392	
51	Mailu	right	3	1935	iata	i a t a	1606	
52	Tsou	right	3	255	vhona	v h o n a	1559	
53	Nias	right	3	2228	kawõlõ	k a w õ l õ	1382	
54	Central Amis	right	3	255	kawanan	k a w a n a n	3392	
55	Banoni	right	3	519	matoː	m a t oː	1233	
56	Singhi	right	3	519	toux	t o u x	3341	
57	Banggi	right	3	-184	kikuan	k i k u a n	2252	
58	Merina (Malagasy)	leg/foot	4	-97	ranjo	r a n j o	1445	
59	Merina (Malagasy)	leg/foot	4	1053	toŋotra	t o ŋ o t r a	3806	
60	Thao	leg/foot	4	1161	kuskus	k u s k u s	1349	
61	Palauan	leg/foot	4	-290	oacʰ	o a cʰ	1642	
62	Tunjung	leg/foot	4	1401	uneŋ	u n e ŋ	1451	
63	Bare'e	leg/foot	4	28	witi	w i t i	103	
64	Iban	leg/foot	4	290	kaki	k a k i	1107	
65	Iban	leg/foot	4	1557	pah	p a h	1867	
66	Berawan (Long Terawan)	leg/foot	4	366	gimaʔ	g i m a ʔ	3285	
67	Moken	leg/foot	4	199	pakaʔ	p a k a ʔ	3329	
68	Moken	leg/foot	4	290	kakaj	k a k a j	2778	
69	Hanunoo	leg/foot	4	1797	raparapa	r a p a r a p a	616	
70	Wuna	leg/foot	4	290	gʰagʰe	gʰ a gʰ e	32	
71	Tetum	leg/foot	4	290	ain	a i n	2293	
72	Mailu	leg/foot	4	1936	au	a u	355	
73	Tsou	leg/foot	4	2099	ruru	r u r u	865	
74	Nias	leg/foot	4	290	ahe	a h e	2150	
75	Central Amis	leg/foot	4	290	waqaj	w a q a j	2778	
76	Chamorro	leg/foot	4	2517	adːeŋ	a dː e ŋ	65	
77	Banoni	leg/foot	4	2602	rapinːa	r a p i nː a	1812	
78	Singhi	leg/foot	4	2744	peun	p e u n	362	
79	Banggi	leg/foot	4	290	uei	u e i	3795	
80	Maloh	to walk	5	563	lambaʔ	l a m b a ʔ	3607	
81	Merina (Malagasy)	to walk	5	1054	mandéha	m a n d é h a	3016	
82	Palauan	to walk	5	212	merael	m e r a e l	398	
83	Tunjung	to walk	5	212	calan	c a l a n	147	
84	Bare'e	to walk	5	99	linja	l i n j a	1195	
85	Iban	to walk	5	212	jalai	j a l a i	1548	
86	Berawan (Long Terawan)	to walk	5	57	lakaw	l a k a w	2989	
87	Moken	to walk	5	57	lakaw	l a k a w	2989	
88	Hanunoo	to walk	5	57	lumakaw	l u m a k a w	2989	
89	Wuna	to walk	5	362	nokala	n o k a l a	3104	
90	Tetum	to walk	5	57	laʔo	l a ʔ o	1574	
91	Mailu	to walk	5	1937	baebae	b a e b a e	1959	
92	Tsou	to walk	5	2100	coeconʉ	c o e c o n ʉ	3686	
93	Nias	to walk	5	416	fanõ	f a n õ	1671	
94	Central Amis	to walk	5	690	lumakat	l u m a k a t	2989	
95	Central Amis	to walk	5	690	rumakat	r u m a k a t	2989	
96	Chamorro	to walk	5	57	lahu	l a h u	2360	
97	Singhi	to walk	5	416	ponu	p o n u	654	
98	Banggi	to walk	5	416	empaːno	e m p aː n o	494	
99	Maloh	road/path	6	95	dalan	d a l a n	2821	
100	Merina (Malagasy)	road/path	6	95	lalana	l a l a n a	2821	
101	Thao	road/path	6	95	saran	s a r a n	1795	
102	Palauan	road/path	6	95	rael	r a e l	914	
103	Tunjung	road/path	6	95	loroŋ	l o r o ŋ	3811	
104	Bare'e	road/path	6	95	jaja	j a j a	2078	
105	Iban	road/path	6	95	jalai	j a l a i	2133	
106	Berawan (Long Terawan)	road/path	6	95	ilan	i l a n	2886	
107	Hanunoo	road/path	6	95	dalan	d a l a n	2821	
108	Wuna	road/path	6	95	sala	s a l a	3031	
109	Tetum	road/path	6	95	dalan	d a l a n	2821	
110	Mailu	road/path	6	1938	laea	l a e a	2590	
111	Tsou	road/path	6	95	ceonʉ	c e o n ʉ	1311	
112	Nias	road/path	6	95	lala	l a l a	2821	
113	Central Amis	road/path	6	95	lalan	l a l a n	2821	
114	Chamorro	road/path	6	95	cʰalan	cʰ a l a n	2821	
115	Banoni	road/path	6	95	sanana	s a n a n a	863	
116	Singhi	road/path	6	95	aran	a r a n	1795	
117	Maloh	to come	7	1001	mondok	m o n d o k	3209	
118	Merina (Malagasy)	to come	7	154	avj	a v j	3681	
119	Merina (Malagasy)	to come	7	1055	toŋa	t o ŋ a	2547	
120	Thao	to come	7	1162	munaj	m u n a j	566	
121	Palauan	to come	7	719	méi	m é i	1007	
122	Tunjung	to come	7	1402	moːt	m oː t	3430	
123	Bare'e	to come	7	719	maʔi	m a ʔ i	1476	
124	Iban	to come	7	-561	datai	d a t a i	3025	
125	Berawan (Long Terawan)	to come	7	1631	liʔ	l i ʔ	834	
126	Moken	to come	7	1703	ŋadin	ŋ a d i n	188	
127	Hanunoo	to come	7	1798	balik	b a l i k	2283	
128	Wuna	to come	7	719	mai	m a i	1907	
129	Tetum	to come	7	719	mai	m a i	1907	
130	Mailu	to come	7	-719	ai	a i	2772	
131	Tsou	to come	7	3	oh	o h	3375	
132	Tsou	to come	7	3	uso	u s o	61	
133	Nias	to come	7	719	mõi	m õ i	358	
134	Central Amis	to come	7	2334	tajni	t a j n i	3087	
135	Singhi	to come	7	2745	nug	n u g	3267	
136	Banggi	to come	7	2845	miaːtaŋ	m i aː t a ŋ	3210	
137	Maloh	to turn	8	1002	lempaŋ	l e m p a ŋ	772	
138	Merina (Malagasy)	to turn	8	-367	vilj	v i l j	1273	
139	Thao	to turn	8	1163	taushuqish	t a u s h u q i s h	2083	
140	Palauan	to turn	8	1255	meŋesoim	m e ŋ e s o i m	59	
141	Tunjung	to turn	8	1403	nencaŋ	n e n c a ŋ	3274	
142	Bare'e	to turn	8	591	gili	g i l i	749	
143	Iban	to turn	8	431	bilok	b i l o k	3600	
