ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID	NewCogID	
1	English	all	1	ɔ:l	ɔːl	ɔː l	175	922	
2	German	all	1	'alə	alə	a l ə	175	2583	
3	Armenian_Mod	all	1	boˈloɾ	boloɾ	b o l o ɾ	566	358	
4	Greek_Mod	all	1	ˈo̞lo̞s	o̞lo̞s	o̞ l o̞ s	965	2153	
5	Italian	all	1	'tutto	tutto	t u tː o	543	2279	
6	Marathi	all	1	'səɾwə, 'səgɭə	səɾwə	s ə ɾ w ə	748	1735	
7	Danish	all	1	ɛl	ɛl	ɛ l	175	559	
8	Portuguese_ST	all	1	ˈtoðu	toðu	t o ð u	543	489	
9	French	all	1	tu	tu	t u	543	2564	
10	Russian	all	1	vsʲo	vsʲo	v sʲ o	1102	1273	
11	Spanish	all	1	'toðo	toðo	t o ð o	543	489	
12	Swedish	all	1	ˈala	ala	a l a	175	326	
13	Bihari	all	1	səb	səb	s ə b	748	1241	
14	Oriya	all	1	sɔbɔ	sɔbɔ	s ɔ b ɔ	748	1241	
15	Dutch_List	all	1	'ɑləs	ɑləs	ɑ l ə s	175	1749	
16	Czech	all	1	fʃɪxɲɪ	fʃɪxɲɪ	f ʃ ɪ x ɲ ɪ	1102	222	
17	Breton_ST	all	1	ɔl	ɔl	ɔ l	965	922	
18	Catalan	all	1	tot	tot	t o t	543	3217	
19	Urdu	all	1	səb	səb	s ə b	748	1241	
20	Polish	all	1	ˈkaʒdɨ	kaʒdɨ	k a ʒ d ɨ	3542	851	
21	Armenian_Mod	and	2	jɛv	jɛv	j ɛ v	567	737	
22	Breton_ST	and	2	a	a	a	966	1017	
23	Catalan	and	2	i	i	i	848	2362	
24	Czech	and	2	a	a	a	1103	2091	
25	Danish	and	2	ɒw, ʌ	ɒw	ɒ w	1303	2248	
26	Dutch_List	and	2	ɛn	ɛn	ɛ n	176	317	
27	English	and	2	ænd	ænd	æ n d	176	858	
28	French	and	2	e	e	e	848	2738	
29	German	and	2	ʊnt	ʊnt	ʊ n t	176	2214	
30	Greek_Mod	and	2	ce̞, c(i)	ce̞	c e̞	1447	516	
31	Italian	and	2	e, ed	e	e	848	549	
32	Marathi	and	2	'ani	ani	a n i	1591	417	
33	Polish	and	2	i	i	i	1103	2291	
34	Portuguese_ST	and	2	i	i	i	848	2475	
35	Russian	and	2	i	i	i	1103	351	
36	Spanish	and	2	i	i	i	848	2250	
37	Swedish	and	2	ɔ(kː)	ɔkː	ɔ kː	1303	816	
38	Oriya	and	2	o	o	o	1	1558	
39	Bihari	and	2	aur	aur	au r	1	1698	
40	Urdu	and	2	ʔɔɾ	ʔɔɾ	ʔ ɔ ɾ	1	1431	
41	Armenian_Mod	animal	3	kɛntʰɑˈni	kɛntʰɑni	k ɛ n tʰ ɑ n i	3385	671	
42	Breton_ST	animal	3	ɑ̃ˈneval	ɑ̃neval	ɑ̃ n e v a l	849	2434	
43	Catalan	animal	3	əni’mal	ənimal	ə n i m a l	849	2434	
44	Czech	animal	3	zviːr̝ɛ	zviːr̝ɛ	z v iː r̝ ɛ	1104	2219	
45	Danish	animal	3	ˈd̥yːʌ, 'd̥yɐ̯	d̥yːʌ	d̥ yːʌ	177	593	
46	Dutch_List	animal	3	dir	dir	d i r	177	1450	
47	English	animal	3	'ænɪməl	ænɪməl	æ n ɪ m ə l	849	2434	
48	French	animal	3	animal	animal	a n i m a l	849	2434	
49	German	animal	3	ti:ɐ̯	tiːɐ̯	t iːɐ̯	177	2948	
50	Greek_Mod	animal	3	ˈzo̞ˌo̞	zo̞o̞	z o̞o̞	2176	2474	
51	Italian	animal	3	ani'male	animale	a n i m a l e	849	2434	
52	Polish	animal	3	ˈzvʲɛʒɛ̃	zvʲɛʒɛ̃	z vʲ ɛ ʒ ɛ̃	1104	1287	
53	Portuguese_ST	animal	3	ɐniˈmaɫ	ɐnimaɫ	ɐ n i m a ɫ	849	2434	
