ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	72	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	72	
3	Thao	hand	1	446	rima	r i m a	72	
4	Palauan	hand	1	446	cʰim	cʰ i m	72	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	72	
6	Bare'e	hand	1	1484	pale	p a l e	72	
7	Iban	hand	1	155	taŋan	t a ŋ a n	72	
8	Iban	hand	1	1556	jari	j a r i	72	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	72	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	72	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	72	
12	Wuna	hand	1	446	lima	l i m a	72	
13	Tetum	hand	1	446	liman	l i m a n	72	
14	Mailu	hand	1	446	ima	i m a	72	
15	Tsou	hand	1	350	mucu	m u c u	72	
16	Nias	hand	1	155	taŋa	t a ŋ a	72	
17	Central Amis	hand	1	19	kamaj	k a m a j	72	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	72	
19	Banoni	hand	1	446	numa	n u m a	72	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	72	
21	Maloh	left	2	1000	kajoko	k a j o k o	5	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	5	
23	Palauan	left	2	1253	katur	k a t u r	5	
24	Tunjung	left	2	645	ulaj	u l a j	5	
25	Bare'e	left	2	483	kaiː	k a iː	5	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	5	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	5	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	5	
29	Hanunoo	left	2	159	wala	w a l a	5	
30	Wuna	left	2	98	kema	k e m a	5	
31	Tetum	left	2	1881	karuk	k a r u k	5	
32	Mailu	left	2	1934	ebe	e b e	5	
33	Tsou	left	2	483	vrina	v r i n a	5	
34	Nias	left	2	2227	kabera	k a b e r a	5	
35	Central Amis	left	2	483	kawili	k a w i l i	5	
36	Chamorro	left	2	2516	akague	a k a g u e	5	
37	Banoni	left	2	2601	tororona	t o r o r o n a	5	
38	Singhi	left	2	2743	bait	b a i t	5	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	5	
40	Maloh	right	3	-519	kato	k a t o	18	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	18	
42	Palauan	right	3	1254	kadikm	k a d i k m	18	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	18	
44	Bare'e	right	3	255	kana	k a n a	18	
45	Iban	right	3	255	kanan	k a n a n	18	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	18	
47	Moken	right	3	255	nanaːn	n a n aː n	18	
48	Hanunoo	right	3	-184	sikun	s i k u n	18	
49	Wuna	right	3	255	swana	s w a n a	18	
50	Tetum	right	3	255	kwana	k w a n a	18	
51	Mailu	right	3	1935	iata	i a t a	18	
52	Tsou	right	3	255	vhona	v h o n a	18	
53	Nias	right	3	2228	kawõlõ	k a w õ l õ	18	
54	Central Amis	right	3	255	kawanan	k a w a n a n	18	
55	Banoni	right	3	519	matoː	m a t oː	18	
56	Singhi	right	3	519	toux	t o u x	18	
57	Banggi	right	3	-184	kikuan	k i k u a n	18	
58	Merina (Malagasy)	leg/foot	4	-97	ranjo	r a n j o	151	
59	Merina (Malagasy)	leg/foot	4	1053	toŋotra	t o ŋ o t r a	151	
60	Thao	leg/foot	4	1161	kuskus	k u s k u s	151	
61	Palauan	leg/foot	4	-290	oacʰ	o a cʰ	151	
62	Tunjung	leg/foot	4	1401	uneŋ	u n e ŋ	151	
63	Bare'e	leg/foot	4	28	witi	w i t i	151	
64	Iban	leg/foot	4	290	kaki	k a k i	151	
65	Iban	leg/foot	4	1557	pah	p a h	151	
66	Berawan (Long Terawan)	leg/foot	4	366	gimaʔ	g i m a ʔ	151	
67	Moken	leg/foot	4	199	pakaʔ	p a k a ʔ	151	
68	Moken	leg/foot	4	290	kakaj	k a k a j	151	
69	Hanunoo	leg/foot	4	1797	raparapa	r a p a r a p a	151	
70	Wuna	leg/foot	4	290	gʰagʰe	gʰ a gʰ e	151	
71	Tetum	leg/foot	4	290	ain	a i n	151	
72	Mailu	leg/foot	4	1936	au	a u	151	
73	Tsou	leg/foot	4	2099	ruru	r u r u	151	
74	Nias	leg/foot	4	290	ahe	a h e	151	
75	Central Amis	leg/foot	4	290	waqaj	w a q a j	151	
76	Chamorro	leg/foot	4	2517	adːeŋ	a dː e ŋ	151	
77	Banoni	leg/foot	4	2602	rapinːa	r a p i nː a	151	
78	Singhi	leg/foot	4	2744	peun	p e u n	151	
79	Banggi	leg/foot	4	290	uei	u e i	151	
80	Maloh	to walk	5	563	lambaʔ	l a m b a ʔ	81	
81	Merina (Malagasy)	to walk	5	1054	mandéha	m a n d é h a	81	
82	Palauan	to walk	5	212	merael	m e r a e l	81	
83	Tunjung	to walk	5	212	calan	c a l a n	81	
84	Bare'e	to walk	5	99	linja	l i n j a	81	
85	Iban	to walk	5	212	jalai	j a l a i	81	
86	Berawan (Long Terawan)	to walk	5	57	lakaw	l a k a w	81	
87	Moken	to walk	5	57	lakaw	l a k a w	81	
88	Hanunoo	to walk	5	57	lumakaw	l u m a k a w	81	
89	Wuna	to walk	5	362	nokala	n o k a l a	81	
90	Tetum	to walk	5	57	laʔo	l a ʔ o	81	
91	Mailu	to walk	5	1937	baebae	b a e b a e	81	
92	Tsou	to walk	5	2100	coeconʉ	c o e c o n ʉ	81	
93	Nias	to walk	5	416	fanõ	f a n õ	81	
94	Central Amis	to walk	5	690	lumakat	l u m a k a t	81	
95	Central Amis	to walk	5	690	rumakat	r u m a k a t	81	
96	Chamorro	to walk	5	57	lahu	l a h u	81	
97	Singhi	to walk	5	416	ponu	p o n u	81	
98	Banggi	to walk	5	416	empaːno	e m p aː n o	81	
99	Maloh	road/path	6	95	dalan	d a l a n	154	
100	Merina (Malagasy)	road/path	6	95	lalana	l a l a n a	154	
101	Thao	road/path	6	95	saran	s a r a n	154	
102	Palauan	road/path	6	95	rael	r a e l	154	
103	Tunjung	road/path	6	95	loroŋ	l o r o ŋ	154	
104	Bare'e	road/path	6	95	jaja	j a j a	154	
105	Iban	road/path	6	95	jalai	j a l a i	154	
106	Berawan (Long Terawan)	road/path	6	95	ilan	i l a n	154	
107	Hanunoo	road/path	6	95	dalan	d a l a n	154	
108	Wuna	road/path	6	95	sala	s a l a	154	
109	Tetum	road/path	6	95	dalan	d a l a n	154	
110	Mailu	road/path	6	1938	laea	l a e a	154	
111	Tsou	road/path	6	95	ceonʉ	c e o n ʉ	154	
112	Nias	road/path	6	95	lala	l a l a	154	
113	Central Amis	road/path	6	95	lalan	l a l a n	154	
114	Chamorro	road/path	6	95	cʰalan	cʰ a l a n	154	
115	Banoni	road/path	6	95	sanana	s a n a n a	154	
116	Singhi	road/path	6	95	aran	a r a n	154	
117	Maloh	to come	7	1001	mondok	m o n d o k	80	
118	Merina (Malagasy)	to come	7	154	avj	a v j	80	
119	Merina (Malagasy)	to come	7	1055	toŋa	t o ŋ a	80	
120	Thao	to come	7	1162	munaj	m u n a j	80	
121	Palauan	to come	7	719	méi	m é i	80	
122	Tunjung	to come	7	1402	moːt	m oː t	80	
123	Bare'e	to come	7	719	maʔi	m a ʔ i	80	
124	Iban	to come	7	-561	datai	d a t a i	80	
125	Berawan (Long Terawan)	to come	7	1631	liʔ	l i ʔ	80	
126	Moken	to come	7	1703	ŋadin	ŋ a d i n	80	
127	Hanunoo	to come	7	1798	balik	b a l i k	80	
128	Wuna	to come	7	719	mai	m a i	80	
129	Tetum	to come	7	719	mai	m a i	80	
130	Mailu	to come	7	-719	ai	a i	80	
131	Tsou	to come	7	3	oh	o h	80	
132	Tsou	to come	7	3	uso	u s o	80	
133	Nias	to come	7	719	mõi	m õ i	80	
134	Central Amis	to come	7	2334	tajni	t a j n i	80	
135	Singhi	to come	7	2745	nug	n u g	80	
136	Banggi	to come	7	2845	miaːtaŋ	m i aː t a ŋ	80	
137	Maloh	to turn	8	1002	lempaŋ	l e m p a ŋ	117	
138	Merina (Malagasy)	to turn	8	-367	vilj	v i l j	117	
139	Thao	to turn	8	1163	taushuqish	t a u s h u q i s h	117	
140	Palauan	to turn	8	1255	meŋesoim	m e ŋ e s o i m	117	
141	Tunjung	to turn	8	1403	nencaŋ	n e n c a ŋ	117	
142	Bare'e	to turn	8	591	gili	g i l i	117	
143	Iban	to turn	8	431	bilok	b i l o k	117	
144	Berawan (Long Terawan)	to turn	8	1632	ŋəlibiʔ	ŋ ə l i b i ʔ	117	
145	Moken	to turn	8	1704	nʲiliək	nʲ i l i ə k	117	
146	Hanunoo	to turn	8	1799	simaŋ	s i m a ŋ	117	
147	Wuna	to turn	8	1860	nobelo	n o b e l o	117	
148	Tetum	to turn	8	-367	filas	f i l a s	117	
