ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID	NewCogID	
1	English	all	1	ɔ:l	ɔːl	ɔː l	175	737	
2	German	all	1	'alə	alə	a l ə	175	2927	
3	Armenian_Mod	all	1	boˈloɾ	boloɾ	b o l o ɾ	566	428	
4	Greek_Mod	all	1	ˈo̞lo̞s	o̞lo̞s	o̞ l o̞ s	965	2472	
5	Italian	all	1	'tutto	tutto	t u tː o	543	2605	
6	Marathi	all	1	'səɾwə, 'səgɭə	səɾwə	s ə ɾ w ə	748	2010	
7	Danish	all	1	ɛl	ɛl	ɛ l	175	665	
8	Portuguese_ST	all	1	ˈtoðu	toðu	t o ð u	543	582	
9	French	all	1	tu	tu	t u	543	2907	
10	Russian	all	1	vsʲo	vsʲo	v sʲ o	1102	1483	
11	Spanish	all	1	'toðo	toðo	t o ð o	543	582	
12	Swedish	all	1	ˈala	ala	a l a	175	390	
13	Bihari	all	1	səb	səb	s ə b	748	655	
14	Oriya	all	1	sɔbɔ	sɔbɔ	s ɔ b ɔ	748	1446	
15	Dutch_List	all	1	'ɑləs	ɑləs	ɑ l ə s	175	2028	
16	Czech	all	1	fʃɪxɲɪ	fʃɪxɲɪ	f ʃ ɪ x ɲ ɪ	1102	260	
17	Breton_ST	all	1	ɔl	ɔl	ɔ l	965	1086	
18	Catalan	all	1	tot	tot	t o t	543	3586	
19	Urdu	all	1	səb	səb	s ə b	748	655	
20	Polish	all	1	ˈkaʒdɨ	kaʒdɨ	k a ʒ d ɨ	3542	1004	
21	Armenian_Mod	and	2	jɛv	jɛv	j ɛ v	567	869	
22	Breton_ST	and	2	a	a	a	966	1192	
23	Catalan	and	2	i	i	i	848	2693	
24	Czech	and	2	a	a	a	1103	2407	
25	Danish	and	2	ɒw, ʌ	ɒw	ɒ w	1303	2574	
26	Dutch_List	and	2	ɛn	ɛn	ɛ n	176	375	
27	English	and	2	ænd	ænd	æ n d	176	1011	
28	French	and	2	e	e	e	848	3093	
29	German	and	2	ʊnt	ʊnt	ʊ n t	176	2539	
30	Greek_Mod	and	2	ce̞, c(i)	ce̞	c e̞	1447	612	
31	Italian	and	2	e, ed	e	e	848	653	
32	Marathi	and	2	'ani	ani	a n i	1591	495	
33	Polish	and	2	i	i	i	1103	2618	
34	Portuguese_ST	and	2	i	i	i	848	2813	
35	Russian	and	2	i	i	i	1103	418	
36	Spanish	and	2	i	i	i	848	2576	
37	Swedish	and	2	ɔ(kː)	ɔkː	ɔ kː	1303	967	
38	Oriya	and	2	o	o	o	1	1812	
39	Bihari	and	2	aur	aur	au r	1	1970	
40	Urdu	and	2	ʔɔɾ	ʔɔɾ	ʔ ɔ ɾ	1	1666	
41	Armenian_Mod	animal	3	kɛntʰɑˈni	kɛntʰɑni	k ɛ n tʰ ɑ n i	3385	795	
42	Breton_ST	animal	3	ɑ̃ˈneval	ɑ̃neval	ɑ̃ n e v a l	849	2770	
43	Catalan	animal	3	əni’mal	ənimal	ə n i m a l	849	2770	
44	Czech	animal	3	zviːr̝ɛ	zviːr̝ɛ	z v iː r̝ ɛ	1104	2545	
45	Danish	animal	3	ˈd̥yːʌ, 'd̥yɐ̯	d̥yːʌ	d̥ yːʌ	177	703	
46	Dutch_List	animal	3	dir	dir	d i r	177	1689	
47	English	animal	3	'ænɪməl	ænɪməl	æ n ɪ m ə l	849	2770	
48	French	animal	3	animal	animal	a n i m a l	849	2770	
49	German	animal	3	ti:ɐ̯	tiːɐ̯	t iːɐ̯	177	3308	
50	Greek_Mod	animal	3	ˈzo̞ˌo̞	zo̞o̞	z o̞o̞	2176	2812	
51	Italian	animal	3	ani'male	animale	a n i m a l e	849	2770	
52	Polish	animal	3	ˈzvʲɛʒɛ̃	zvʲɛʒɛ̃	z vʲ ɛ ʒ ɛ̃	1104	1497	
53	Portuguese_ST	animal	3	ɐniˈmaɫ	ɐnimaɫ	ɐ n i m a ɫ	849	2770	
54	Russian	animal	3	ʒɨ'votnoe	ʒɨvotnoe	ʒ ɨ v o t n oe	2176	1402	
55	Spanish	animal	3	ani'mal	animal	a n i m a l	849	2770	
56	Swedish	animal	3	jʉːr	jʉːr	j ʉː r	177	3254	
57	Oriya	animal	3	praṇi	praɳi	p r a ɳ i	849	2162	
58	Oriya	animal	3	pɔsu	pɔsu	p ɔ s u	2177	1392	
59	Bihari	animal	3	janbər	janbər	j a n b ə r	684	3728	
60	Oriya	animal	3	ǰɔntu	ǰɔntu	ǰ ɔ n t u	684	1293	
61	Urdu	animal	3	ʤɑnwəɾ	ʤɑnwəɾ	ʤ ɑ n w ə ɾ	684	1567	
62	Breton_ST	animal	3	lo.ɛ̃n	lo.ɛ̃n	l o ɛ̃ n	2429	1398	
63	Marathi	animal	3	dzən'awəɾ	dzənawəɾ	d z ə n a w ə ɾ	684	1567	
64	Armenian_Mod	ashes	4	moˈχiɾ	moχiɾ	m o χ i ɾ	568	1053	
65	Breton_ST	ashes	4	'ly:dy	lyːdy	l yː d y	968	1775	
66	Catalan	ashes	4	'sɛndrə	sɛndrə	s ɛ n d r ə	850	3194	
67	Czech	ashes	4	popɛl	popɛl	p o p ɛ l	1105	3242	
68	Danish	ashes	4	ˈasg̥ʰə	asg̥ʰə	a s g̥ʰ ə	178	2685	
69	Dutch_List	ashes	4	ɑs	ɑs	ɑ s	178	583	
70	English	ashes	4	æʃɪz	æʃɪz	æ ʃ ɪ z	178	31	
71	French	ashes	4	sɑ̃dʀ	sɑ̃dʀ	s ɑ̃ d ʀ	850	2203	
72	German	ashes	4	'aʃə	aʃə	a ʃ ə	178	341	
73	Greek_Mod	ashes	4	ˈstaxti	staxti	s t a x t i	1448	822	
74	Italian	ashes	4	'tʃenere	ʧenere	ʧ e n e r e	850	2060	
75	Marathi	ashes	4	ɾakʰ	ɾakʰ	ɾ a kʰ	1592	1255	
76	Polish	ashes	4	ˈpɔpʲuw	pɔpʲuw	p ɔ pʲ u w	1105	62	
77	Portuguese_ST	ashes	4	ˈsĩzɐʃ	sĩzɐʃ	s ĩ z ɐ ʃ	850	1719	
78	Russian	ashes	4	zo'la	zola	z o l a	3386	348	
79	Spanish	ashes	4	θe'niθas	θeniθas	θ e n i θ a s	850	3717	
80	Swedish	ashes	4	stɔft	stɔft	s t ɔ f t	1448	3525	
81	Bihari	ashes	4	chaur	cʰaur	cʰ au r	2182	2922	
82	Oriya	ashes	4	bhɔsmoɔ	bʱɔsmoɔ	bʱ ɔ s m oɔ	2189	2716	
83	Oriya	ashes	4	pãũsɔ	paːũsɔ	p aːũ s ɔ	3389	138	
84	Urdu	ashes	4	ɾɑkʰ	ɾɑkʰ	ɾ ɑ kʰ	1592	1135	
85	Swedish	ashes	4	'aska	aska	a s k a	178	1488	
86	Marathi	ashes	4	'bʱəsmə	bʱəsmə	bʱ ə s m ə	2189	2716	
87	Catalan	at	5	a	a	a	2542	1371	
88	Czech	at	5	ʊ	ʊ	ʊ	2540	2896	
89	Danish	at	5	veð	veð	v e ð	2545	3008	
90	Dutch_List	at	5	tə	tə	t ə	2546	1508	
91	English	at	5	æt	æt	æ t	2542	1871	
92	French	at	5	a	a	a	2542	3606	
93	German	at	5	an	an	a n	2544	1595	
94	Greek_Mod	at	5	se̞	se̞	s e̞	1449	1823	
95	Italian	at	5	a, ad	a	a	2542	666	
96	Marathi	at	5	t, tʰe	t	t	1659	2270	
97	Polish	at	5	v	v	v	2535	622	
98	Portuguese_ST	at	5	ɐ̃j	ɐ̃j	ɐ̃ j	2535	473	
99	Russian	at	5	v	v	v	2535	133	
100	Spanish	at	5	a	a	a	2542	777	
101	Swedish	at	5	viːd	viːd	v iː d	2545	643	
102	Breton_ST	at	5	e, ẽn	e	e	2535	873	
103	Oriya	at	5	ṭhare	ʈʰare	ʈʰ a r e	2537	3733	
104	Oriya	at	5	re	re	r e	2537	1989	
105	Urdu	at	5	pəɾ, pɛ	pəɾ	p ə ɾ	2536	2938	
106	Czech	at	5	pr̝̊ɪ	pr̝ɪ	p r̝ ɪ	2538	2796	
107	Russian	at	5	u	u	u	2540	1206	
108	Catalan	at	5	pər	pər	p ə r	3544	2938	
109	Portuguese_ST	at	5	a	a	a	2543	2423	
110	Swedish	at	5	po:	poː	p oː	3561	2496	
111	Marathi	at	5	'wadzta	wadzta	w a d z t a	1829	1253	
112	Armenian_Mod	at	5	um	um	u m	3582	2730	
113	Armenian_Mod	at	5	in	in	i n	3588	1178	
114	Breton_ST	back	6	kɛjn	kɛjn	k ɛ j n	969	2119	
115	Catalan	back	6	əs'paʎʎə	əspaʎʎə	ə s p a ʎː ə	2186	820	
116	Danish	back	6	b̥ɛj	b̥ɛj	b̥ ɛ j	180	1707	
117	Dutch_List	back	6	rʏχ	rʏχ	r ʏ χ	2183	3116	
118	English	back	6	bæk	bæk	b æ k	180	3601	
119	French	back	6	do	do	d o	851	2450	
120	German	back	6	'rijkn̩	rijkn̩	r i j k n̩	2183	534	
121	Greek_Mod	back	6	ˈplati	plati	p l a t i	1580	959	
122	Italian	back	6	'dɔsso	dɔsso	d ɔ sː o	851	3348	
123	Marathi	back	6	patʰ	patʰ	p a tʰ	686	1426	
124	Polish	back	6	'plɛʦɨ	plɛʦɨ	p l ɛ ʦ ɨ	1885	2930	
125	Russian	back	6	spi'na	spina	s p i n a	2059	791	
126	Spanish	back	6	es'palda	espalda	e s p a l d a	2186	182	
127	Swedish	back	6	rʏg	rʏg	r ʏ g	2183	2194	
