ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID	NewCogID	
1	English	all	1	ɔ:l	ɔːl	ɔː l	175	670	
2	German	all	1	'alə	alə	a l ə	175	670	
3	Armenian_Mod	all	1	boˈloɾ	boloɾ	b o l o ɾ	566	670	
4	Greek_Mod	all	1	ˈo̞lo̞s	o̞lo̞s	o̞ l o̞ s	965	670	
5	Italian	all	1	'tutto	tutto	t u tː o	543	670	
6	Marathi	all	1	'səɾwə, 'səgɭə	səɾwə	s ə ɾ w ə	748	670	
7	Danish	all	1	ɛl	ɛl	ɛ l	175	670	
8	Portuguese_ST	all	1	ˈtoðu	toðu	t o ð u	543	670	
9	French	all	1	tu	tu	t u	543	670	
10	Russian	all	1	vsʲo	vsʲo	v sʲ o	1102	670	
11	Spanish	all	1	'toðo	toðo	t o ð o	543	670	
12	Swedish	all	1	ˈala	ala	a l a	175	670	
13	Bihari	all	1	səb	səb	s ə b	748	670	
14	Oriya	all	1	sɔbɔ	sɔbɔ	s ɔ b ɔ	748	670	
15	Dutch_List	all	1	'ɑləs	ɑləs	ɑ l ə s	175	670	
16	Czech	all	1	fʃɪxɲɪ	fʃɪxɲɪ	f ʃ ɪ x ɲ ɪ	1102	43	
17	Breton_ST	all	1	ɔl	ɔl	ɔ l	965	670	
18	Catalan	all	1	tot	tot	t o t	543	670	
19	Urdu	all	1	səb	səb	s ə b	748	670	
20	Polish	all	1	ˈkaʒdɨ	kaʒdɨ	k a ʒ d ɨ	3542	670	
21	Armenian_Mod	and	2	jɛv	jɛv	j ɛ v	567	134	
22	Breton_ST	and	2	a	a	a	966	485	
23	Catalan	and	2	i	i	i	848	485	
24	Czech	and	2	a	a	a	1103	485	
25	Danish	and	2	ɒw, ʌ	ɒw	ɒ w	1303	485	
26	Dutch_List	and	2	ɛn	ɛn	ɛ n	176	485	
27	English	and	2	ænd	ænd	æ n d	176	485	
28	French	and	2	e	e	e	848	485	
29	German	and	2	ʊnt	ʊnt	ʊ n t	176	485	
30	Greek_Mod	and	2	ce̞, c(i)	ce̞	c e̞	1447	485	
31	Italian	and	2	e, ed	e	e	848	485	
32	Marathi	and	2	'ani	ani	a n i	1591	485	
33	Polish	and	2	i	i	i	1103	485	
34	Portuguese_ST	and	2	i	i	i	848	485	
35	Russian	and	2	i	i	i	1103	485	
36	Spanish	and	2	i	i	i	848	485	
37	Swedish	and	2	ɔ(kː)	ɔkː	ɔ kː	1303	485	
38	Oriya	and	2	o	o	o	1	485	
39	Bihari	and	2	aur	aur	au r	1	286	
40	Urdu	and	2	ʔɔɾ	ʔɔɾ	ʔ ɔ ɾ	1	286	
41	Armenian_Mod	animal	3	kɛntʰɑˈni	kɛntʰɑni	k ɛ n tʰ ɑ n i	3385	126	
42	Breton_ST	animal	3	ɑ̃ˈneval	ɑ̃neval	ɑ̃ n e v a l	849	430	
43	Catalan	animal	3	əni’mal	ənimal	ə n i m a l	849	430	
