ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	1050	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	1050	
3	Thao	hand	1	446	rima	r i m a	1050	
4	Palauan	hand	1	446	cʰim	cʰ i m	1050	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	1050	
6	Bare'e	hand	1	1484	pale	p a l e	1050	
7	Iban	hand	1	155	taŋan	t a ŋ a n	1050	
8	Iban	hand	1	1556	jari	j a r i	32	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	1050	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	390	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	1050	
12	Wuna	hand	1	446	lima	l i m a	1050	
13	Tetum	hand	1	446	liman	l i m a n	1050	
14	Mailu	hand	1	446	ima	i m a	1050	
15	Tsou	hand	1	350	mucu	m u c u	557	
16	Nias	hand	1	155	taŋa	t a ŋ a	1050	
17	Central Amis	hand	1	19	kamaj	k a m a j	1050	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	1050	
19	Banoni	hand	1	446	numa	n u m a	1050	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	1050	
21	Maloh	left	2	1000	kajoko	k a j o k o	855	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	855	
23	Palauan	left	2	1253	katur	k a t u r	855	
24	Tunjung	left	2	645	ulaj	u l a j	855	
25	Bare'e	left	2	483	kaiː	k a iː	706	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	855	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	278	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	855	
29	Hanunoo	left	2	159	wala	w a l a	855	
30	Wuna	left	2	98	kema	k e m a	855	
31	Tetum	left	2	1881	karuk	k a r u k	855	
32	Mailu	left	2	1934	ebe	e b e	855	
33	Tsou	left	2	483	vrina	v r i n a	726	
34	Nias	left	2	2227	kabera	k a b e r a	855	
35	Central Amis	left	2	483	kawili	k a w i l i	855	
36	Chamorro	left	2	2516	akague	a k a g u e	855	
37	Banoni	left	2	2601	tororona	t o r o r o n a	264	
38	Singhi	left	2	2743	bait	b a i t	487	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	530	
40	Maloh	right	3	-519	kato	k a t o	923	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	923	
42	Palauan	right	3	1254	kadikm	k a d i k m	923	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	923	
44	Bare'e	right	3	255	kana	k a n a	923	
45	Iban	right	3	255	kanan	k a n a n	923	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	450	
47	Moken	right	3	255	nanaːn	n a n aː n	923	
48	Hanunoo	right	3	-184	sikun	s i k u n	923	
49	Wuna	right	3	255	swana	s w a n a	923	
50	Tetum	right	3	255	kwana	k w a n a	923	
