ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID	NewCogID	
1	English	all	1	ɔ:l	ɔːl	ɔː l	175	720	
2	German	all	1	'alə	alə	a l ə	175	720	
3	Armenian_Mod	all	1	boˈloɾ	boloɾ	b o l o ɾ	566	720	
4	Greek_Mod	all	1	ˈo̞lo̞s	o̞lo̞s	o̞ l o̞ s	965	720	
5	Italian	all	1	'tutto	tutto	t u tː o	543	720	
6	Marathi	all	1	'səɾwə, 'səgɭə	səɾwə	s ə ɾ w ə	748	720	
7	Danish	all	1	ɛl	ɛl	ɛ l	175	720	
8	Portuguese_ST	all	1	ˈtoðu	toðu	t o ð u	543	720	
9	French	all	1	tu	tu	t u	543	720	
10	Russian	all	1	vsʲo	vsʲo	v sʲ o	1102	720	
11	Spanish	all	1	'toðo	toðo	t o ð o	543	720	
12	Swedish	all	1	ˈala	ala	a l a	175	720	
13	Bihari	all	1	səb	səb	s ə b	748	720	
14	Oriya	all	1	sɔbɔ	sɔbɔ	s ɔ b ɔ	748	720	
15	Dutch_List	all	1	'ɑləs	ɑləs	ɑ l ə s	175	720	
16	Czech	all	1	fʃɪxɲɪ	fʃɪxɲɪ	f ʃ ɪ x ɲ ɪ	1102	45	
17	Breton_ST	all	1	ɔl	ɔl	ɔ l	965	720	
18	Catalan	all	1	tot	tot	t o t	543	720	
19	Urdu	all	1	səb	səb	s ə b	748	720	
20	Polish	all	1	ˈkaʒdɨ	kaʒdɨ	k a ʒ d ɨ	3542	720	
21	Armenian_Mod	and	2	jɛv	jɛv	j ɛ v	567	144	
22	Breton_ST	and	2	a	a	a	966	525	
23	Catalan	and	2	i	i	i	848	525	
24	Czech	and	2	a	a	a	1103	525	
25	Danish	and	2	ɒw, ʌ	ɒw	ɒ w	1303	525	
26	Dutch_List	and	2	ɛn	ɛn	ɛ n	176	525	
27	English	and	2	ænd	ænd	æ n d	176	525	
28	French	and	2	e	e	e	848	525	
29	German	and	2	ʊnt	ʊnt	ʊ n t	176	525	
30	Greek_Mod	and	2	ce̞, c(i)	ce̞	c e̞	1447	525	
31	Italian	and	2	e, ed	e	e	848	525	
32	Marathi	and	2	'ani	ani	a n i	1591	525	
33	Polish	and	2	i	i	i	1103	525	
34	Portuguese_ST	and	2	i	i	i	848	525	
35	Russian	and	2	i	i	i	1103	525	
36	Spanish	and	2	i	i	i	848	525	
37	Swedish	and	2	ɔ(kː)	ɔkː	ɔ kː	1303	525	
38	Oriya	and	2	o	o	o	1	525	
39	Bihari	and	2	aur	aur	au r	1	309	
40	Urdu	and	2	ʔɔɾ	ʔɔɾ	ʔ ɔ ɾ	1	309	
