ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	1023	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	2934	
3	Thao	hand	1	446	rima	r i m a	438	
4	Palauan	hand	1	446	cʰim	cʰ i m	2489	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	2620	
6	Bare'e	hand	1	1484	pale	p a l e	2030	
7	Iban	hand	1	155	taŋan	t a ŋ a n	1023	
8	Iban	hand	1	1556	jari	j a r i	144	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	2915	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	1489	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	1108	
12	Wuna	hand	1	446	lima	l i m a	438	
13	Tetum	hand	1	446	liman	l i m a n	438	
14	Mailu	hand	1	446	ima	i m a	1449	
15	Tsou	hand	1	350	mucu	m u c u	2047	
16	Nias	hand	1	155	taŋa	t a ŋ a	1023	
17	Central Amis	hand	1	19	kamaj	k a m a j	1108	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	3568	
19	Banoni	hand	1	446	numa	n u m a	670	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	1023	
21	Maloh	left	2	1000	kajoko	k a j o k o	887	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	1219	
23	Palauan	left	2	1253	katur	k a t u r	2706	
24	Tunjung	left	2	645	ulaj	u l a j	2427	
25	Bare'e	left	2	483	kaiː	k a iː	2586	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	378	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	1029	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	3097	
29	Hanunoo	left	2	159	wala	w a l a	2554	
30	Wuna	left	2	98	kema	k e m a	629	
31	Tetum	left	2	1881	karuk	k a r u k	668	
32	Mailu	left	2	1934	ebe	e b e	508	
33	Tsou	left	2	483	vrina	v r i n a	2634	
34	Nias	left	2	2227	kabera	k a b e r a	2819	
35	Central Amis	left	2	483	kawili	k a w i l i	425	
36	Chamorro	left	2	2516	akague	a k a g u e	2588	
37	Banoni	left	2	2601	tororona	t o r o r o n a	989	
38	Singhi	left	2	2743	bait	b a i t	1841	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	1993	
40	Maloh	right	3	-519	kato	k a t o	1688	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	818	
42	Palauan	right	3	1254	kadikm	k a d i k m	1868	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	1999	
44	Bare'e	right	3	255	kana	k a n a	3299	
45	Iban	right	3	255	kanan	k a n a n	3299	
