ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	1138	
2	English	all	1	all	ɔl	ɔ l	1	239	
3	French	all	1	tous	tut	t u t	2	626	
4	German	all	1	alle	al	a l	1	884	
5	Hawaiian	all	1	apau	apau	a p a u	7	1097	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	297	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	1024	
8	Albanian	and	2	e	e	e	-916	191	
9	English	and	2	and	and	a n d	915	217	
10	French	and	2	et	e	e	916	850	
11	German	and	2	und	unt	u n t	915	864	
12	Hawaiian	and	2	ā	aː	aː	919	564	
13	Navajo	and	2	dóó	doː	d oː	918	280	
14	Turkish	and	2	ve	ve	v e	-917	795	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	316	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	370	
17	French	animal	3	animal	animal	a n i m a l	-1016	370	
18	German	animal	3	Tier	tiːr	t iː r	1015	1012	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	1001	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	231	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	50	
22	Albanian	ashes	4	hi	hir	h i r	274	474	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1250	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	804	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1023	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	535	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	238	
28	Turkish	ashes	4	kül	kyl	k y l	273	405	
29	Albanian	at	5	në	nə	n ə	954	986	
30	English	at	5	at	at	a t	952	914	
31	French	at	5	à	a	a	952	993	
32	German	at	5	an	an	a n	951	756	
33	Hawaiian	at	5	ma	ma	m a	956	1118	
34	Navajo	at	5	-di	di	d i	955	607	
35	Turkish	at	5	-de	de	d e	953	607	
36	Albanian	back	6	shpinë	ʃpin	ʃ p i n	-369	1038	
37	English	back	6	back	bak	b a k	367	188	
38	French	back	6	dos	do	d o	366	47	
39	German	back	6	Rücken	rykən	r y k ə n	365	254	
40	Hawaiian	back	6	kua	kua	k u a	372	1114	
41	Navajo	back	6	'anághah	nayɣah	n ay ɣ a h	370	1244	
42	Turkish	back	6	arka	arka	a r k a	368	82	
43	Albanian	bad	7	keq	kec	k e c	-281	261	
44	English	bad	7	bad	bad	b a d	279	997	
45	French	bad	7	mauvais	mɔvɛz	m ɔ v ɛ z	278	1083	
46	German	bad	7	schlecht	ʃlext	ʃ l e x t	277	1163	
47	Hawaiian	bad	7	`ino	ʔino	ʔ i n o	283	34	
48	Navajo	bad	7	doo yá'áshǫ́ǫ da	jayʔayʃõõ	j ay ʔ ay ʃ õ õ	282	320	
49	Turkish	bad	7	kötü	køty	k ø t y	-280	669	
50	Albanian	bark	8	shkëlbozë	ʃkəlboz	ʃ k ə l b o z	413	91	
51	English	bark	8	bark	bɑrk	b ɑ r k	-411	943	
52	French	bark	8	écorce	ekɔrs	e k ɔ r s	410	870	
53	German	bark	8	Rinde	rində	r i n d ə	409	632	
