ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	1721	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	1721	
3	Thao	hand	1	446	rima	r i m a	1721	
4	Palauan	hand	1	446	cʰim	cʰ i m	1721	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	1721	
6	Bare'e	hand	1	1484	pale	p a l e	1721	
7	Iban	hand	1	155	taŋan	t a ŋ a n	1721	
8	Iban	hand	1	1556	jari	j a r i	60	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	1721	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	651	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	1721	
12	Wuna	hand	1	446	lima	l i m a	1721	
13	Tetum	hand	1	446	liman	l i m a n	1721	
14	Mailu	hand	1	446	ima	i m a	1721	
15	Tsou	hand	1	350	mucu	m u c u	911	
16	Nias	hand	1	155	taŋa	t a ŋ a	1721	
17	Central Amis	hand	1	19	kamaj	k a m a j	1721	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	1721	
19	Banoni	hand	1	446	numa	n u m a	1721	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	1721	
21	Maloh	left	2	1000	kajoko	k a j o k o	1226	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	1424	
23	Palauan	left	2	1253	katur	k a t u r	1226	
24	Tunjung	left	2	645	ulaj	u l a j	1282	
25	Bare'e	left	2	483	kaiː	k a iː	1165	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	1282	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	454	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	1424	
29	Hanunoo	left	2	159	wala	w a l a	1424	
30	Wuna	left	2	98	kema	k e m a	1282	
31	Tetum	left	2	1881	karuk	k a r u k	1226	
32	Mailu	left	2	1934	ebe	e b e	1282	
33	Tsou	left	2	483	vrina	v r i n a	1198	
34	Nias	left	2	2227	kabera	k a b e r a	1282	
35	Central Amis	left	2	483	kawili	k a w i l i	1424	
36	Chamorro	left	2	2516	akague	a k a g u e	1167	
37	Banoni	left	2	2601	tororona	t o r o r o n a	436	
38	Singhi	left	2	2743	bait	b a i t	810	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	875	
40	Maloh	right	3	-519	kato	k a t o	733	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	1541	
42	Palauan	right	3	1254	kadikm	k a d i k m	980	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	1512	
44	Bare'e	right	3	255	kana	k a n a	1541	
45	Iban	right	3	255	kanan	k a n a n	1541	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	746	
47	Moken	right	3	255	nanaːn	n a n aː n	1541	
48	Hanunoo	right	3	-184	sikun	s i k u n	980	
49	Wuna	right	3	255	swana	s w a n a	1541	
50	Tetum	right	3	255	kwana	k w a n a	1541	
51	Mailu	right	3	1935	iata	i a t a	683	
52	Tsou	right	3	255	vhona	v h o n a	1541	
53	Nias	right	3	2228	kawõlõ	k a w õ l õ	583	
54	Central Amis	right	3	255	kawanan	k a w a n a n	1541	
55	Banoni	right	3	519	matoː	m a t oː	733	
56	Singhi	right	3	519	toux	t o u x	1512	
57	Banggi	right	3	-184	kikuan	k i k u a n	980	
58	Merina (Malagasy)	leg/foot	4	-97	ranjo	r a n j o	612	
59	Merina (Malagasy)	leg/foot	4	1053	toŋotra	t o ŋ o t r a	1840	
60	Thao	leg/foot	4	1161	kuskus	k u s k u s	571	
61	Palauan	leg/foot	4	-290	oacʰ	o a cʰ	1832	
62	Tunjung	leg/foot	4	1401	uneŋ	u n e ŋ	1832	
63	Bare'e	leg/foot	4	28	witi	w i t i	37	
64	Iban	leg/foot	4	290	kaki	k a k i	1832	
65	Iban	leg/foot	4	1557	pah	p a h	1832	
66	Berawan (Long Terawan)	leg/foot	4	366	gimaʔ	g i m a ʔ	1832	
67	Moken	leg/foot	4	199	pakaʔ	p a k a ʔ	1832	
68	Moken	leg/foot	4	290	kakaj	k a k a j	1832	
69	Hanunoo	leg/foot	4	1797	raparapa	r a p a r a p a	1832	
70	Wuna	leg/foot	4	290	gʰagʰe	gʰ a gʰ e	1832	
71	Tetum	leg/foot	4	290	ain	a i n	1832	
72	Mailu	leg/foot	4	1936	au	a u	1832	
73	Tsou	leg/foot	4	2099	ruru	r u r u	366	
74	Nias	leg/foot	4	290	ahe	a h e	1832	
75	Central Amis	leg/foot	4	290	waqaj	w a q a j	1832	
76	Chamorro	leg/foot	4	2517	adːeŋ	a dː e ŋ	1832	
77	Banoni	leg/foot	4	2602	rapinːa	r a p i nː a	766	
