ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	714	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	714	
3	Thao	hand	1	446	rima	r i m a	714	
4	Palauan	hand	1	446	cʰim	cʰ i m	714	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	714	
6	Bare'e	hand	1	1484	pale	p a l e	714	
7	Iban	hand	1	155	taŋan	t a ŋ a n	714	
8	Iban	hand	1	1556	jari	j a r i	714	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	714	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	714	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	714	
12	Wuna	hand	1	446	lima	l i m a	714	
13	Tetum	hand	1	446	liman	l i m a n	714	
14	Mailu	hand	1	446	ima	i m a	714	
15	Tsou	hand	1	350	mucu	m u c u	360	
16	Nias	hand	1	155	taŋa	t a ŋ a	714	
17	Central Amis	hand	1	19	kamaj	k a m a j	714	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	714	
19	Banoni	hand	1	446	numa	n u m a	714	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	714	
21	Maloh	left	2	1000	kajoko	k a j o k o	565	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	565	
23	Palauan	left	2	1253	katur	k a t u r	565	
24	Tunjung	left	2	645	ulaj	u l a j	565	
25	Bare'e	left	2	483	kaiː	k a iː	464	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	565	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	565	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	565	
29	Hanunoo	left	2	159	wala	w a l a	565	
30	Wuna	left	2	98	kema	k e m a	565	
31	Tetum	left	2	1881	karuk	k a r u k	565	
32	Mailu	left	2	1934	ebe	e b e	565	
33	Tsou	left	2	483	vrina	v r i n a	479	
34	Nias	left	2	2227	kabera	k a b e r a	565	
35	Central Amis	left	2	483	kawili	k a w i l i	565	
36	Chamorro	left	2	2516	akague	a k a g u e	565	
37	Banoni	left	2	2601	tororona	t o r o r o n a	565	
38	Singhi	left	2	2743	bait	b a i t	565	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	344	
40	Maloh	right	3	-519	kato	k a t o	613	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	613	
42	Palauan	right	3	1254	kadikm	k a d i k m	613	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	613	
44	Bare'e	right	3	255	kana	k a n a	613	
45	Iban	right	3	255	kanan	k a n a n	613	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	613	
