ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID	NewCogID	
1	North Mansi	all	1	pusən	p u s ə n	1	34	
2	Middle Lozva Mansi	all	1	puʃn	p u ʃ n	1	34	
3	Lower Lozva Mansi	all	1	ʃaq	ʃ a q	2	15	
4	Pelymka Mansi	all	1	ʃoq	ʃ o q	2	15	
5	Konda Mansi	all	1	soq	s o q	2	15	
6	Tavda Mansi	all	1	ʃɔχ	ʃ ɔ χ	2	15	
7	Vakh Khanty	all	1	ejnæːm	e j n æː m	3	83	
8	Verkhne-Kalymsk Khanty	all	1	ejnæːm	e j n æː m	3	83	
9	Vartovskoje Khanty	all	1	ejnæːm	e j n æː m	3	83	
10	Likrisovskoje Khanty	all	1	ejnæːm	e j n æː m	3	83	
11	Malyj Jugan Khanty	all	1	ejnæːm	e j n æː m	3	83	
12	Tremjugan Khanty	all	1	ejnæːm	e j n æː m	3	83	
13	Jugan Khanty	all	1	ejnæːm	e j n æː m	3	83	
14	Upper Demjanka Khanty	all	1	χarnaː	χ a r n aː	4	73	
15	Konda Khanty	all	1	pertæː	p e r t æː	5	34	
16	Nizjam Khanty	all	1	isaχaːt	i s a χ aː t	6	104	
17	Sherkaly Khanty	all	1	isaːt	i s aː t	6	104	
18	Kazym Khanty	all	1	isaː	i s aː	6	104	
19	Synja Khanty	all	1	isaː	i s aː	6	104	
20	North Mansi	ashes	2	χuʎəm	χ u ʎ ə m	8	54	
21	Middle Lozva Mansi	ashes	2	quʎəm	q u ʎ ə m	8	54	
22	Lower Lozva Mansi	ashes	2	quʎəm	q u ʎ ə m	8	54	
23	Konda Mansi	ashes	2	quʎəm	q u ʎ ə m	8	54	
24	Tavda Mansi	ashes	2	qoːʎəm	q oː ʎ ə m	8	54	
25	Vakh Khanty	ashes	2	pæːr	p æː r	9	13	
26	Vasjugan Khanty	ashes	2	pæːr	p æː r	9	13	
27	Tremjugan Khanty	ashes	2	næːjpæːr	n æː j p æː r	9	49	
28	Jugan Khanty	ashes	2	næːjpæːr	n æː j p æː r	9	49	
29	Upper Demjanka Khanty	ashes	2	χoːjəm	χ oː j ə m	8	54	
30	Konda Khanty	ashes	2	χoːjəm	χ oː j ə m	8	54	
31	Nizjam Khanty	ashes	2	χɔːjəm	χ ɔː j ə m	8	54	
32	Sherkaly Khanty	ashes	2	χɔːjəm	χ ɔː j ə m	8	54	
33	Kazym Khanty	ashes	2	raːtχiʃ	r aː t χ i ʃ	7	25	
34	Obdorsk Khanty	ashes	2	ræːtχis	r æː t χ i s	7	25	
35	North Mansi	bark	3	sul	s u l	-10	129	
36	Middle Lozva Mansi	bark	3	sul	s u l	-10	129	
37	Lower Lozva Mansi	bark	3	sul	s u l	-10	129	
38	Pelymka Mansi	bark	3	sul	s u l	-10	129	
39	Konda Mansi	bark	3	suːl	s uː l	-10	129	
40	Tavda Mansi	bark	3	su	s u	-10	129	
41	Vakh Khanty	bark	3	kæːr	k æː r	11	145	
42	Verkhne-Kalymsk Khanty	bark	3	kæːr	k æː r	11	145	
43	Vasjugan Khanty	bark	3	kæːr	k æː r	11	145	
44	Likrisovskoje Khanty	bark	3	kæːr	k æː r	11	145	
45	Malyj Jugan Khanty	bark	3	kæːr	k æː r	11	145	
46	Tremjugan Khanty	bark	3	kæːr	k æː r	11	145	
47	Jugan Khanty	bark	3	kæːr	k æː r	11	145	
48	Upper Demjanka Khanty	bark	3	kæːr	k æː r	11	145	
49	Konda Khanty	bark	3	kæːr	k æː r	11	145	
50	Nizjam Khanty	bark	3	kaːr	k aː r	11	145	
51	Kazym Khanty	bark	3	kaːr	k aː r	11	145	
52	Obdorsk Khanty	bark	3	kæːr	k æː r	11	145	
53	North Mansi	big	5	jænɨɣ	j æ n ɨ ɣ	15	169	
54	Middle Lozva Mansi	big	5	jæni	j æ n i	15	169	
55	Lower Lozva Mansi	big	5	jæni	j æ n i	15	169	
56	Pelymka Mansi	big	5	jæni	j æ n i	15	169	
57	Konda Mansi	big	5	jæni	j æ n i	15	169	
58	Tavda Mansi	big	5	jænu	j æ n u	15	169	
59	Vakh Khanty	big	5	eɭɭə	e ɭː ə	15	169	
60	Verkhne-Kalymsk Khanty	big	5	eɭə	e ɭ ə	15	169	
61	Vasjugan Khanty	big	5	eɭɭə	e ɭː ə	15	169	
62	Vartovskoje Khanty	big	5	eɭə	e ɭ ə	15	169	
63	Likrisovskoje Khanty	big	5	eɭə	e ɭ ə	15	169	
64	Malyj Jugan Khanty	big	5	enɬ	e n ɬ	15	169	
65	Tremjugan Khanty	big	5	enɬ	e n ɬ	15	169	
66	Jugan Khanty	big	5	entɬ	e n t ɬ	15	169	
67	Upper Demjanka Khanty	big	5	eːnə	eː n ə	15	169	
68	Konda Khanty	big	5	eːnə	eː n ə	15	169	
69	Nizjam Khanty	big	5	uːnə	uː n ə	16	169	
70	Sherkaly Khanty	big	5	uːnə	uː n ə	16	169	
71	Kazym Khanty	big	5	wɵːn	w ɵː n	16	169	
72	Synja Khanty	big	5	uːn	uː n	16	169	
73	North Mansi	belly	4	sorɨɣ	s o r ɨ ɣ	12	62	
74	Middle Lozva Mansi	belly	4	sɔr	s ɔ r	12	62	
75	Pelymka Mansi	belly	4	sori	s o r i	12	62	
76	Vakh Khanty	belly	4	koɳ	k o ɳ	13	173	
77	Verkhne-Kalymsk Khanty	belly	4	koɳ	k o ɳ	13	173	
78	Vasjugan Khanty	belly	4	koɳ	k o ɳ	13	173	
79	Vartovskoje Khanty	belly	4	koɳ	k o ɳ	13	173	
80	Likrisovskoje Khanty	belly	4	koɳ	k o ɳ	13	173	
81	Malyj Jugan Khanty	belly	4	kon	k o n	13	173	
82	Tremjugan Khanty	belly	4	koɳ	k o ɳ	13	173	
83	Jugan Khanty	belly	4	kon	k o n	13	173	
84	Upper Demjanka Khanty	belly	4	poːrəχ	p oː r ə χ	14	46	
85	Konda Khanty	belly	4	χon	χ o n	13	173	
86	Nizjam Khanty	belly	4	χon	χ o n	13	173	
87	Sherkaly Khanty	belly	4	χon	χ o n	13	173	
88	Kazym Khanty	belly	4	χoɳ	χ o ɳ	13	173	
89	Synja Khanty	belly	4	χoɳ	χ o ɳ	13	173	
90	Obdorsk Khanty	belly	4	χon	χ o n	13	173	
91	North Mansi	bird	6	tɔwləŋuj	t ɔ w l ə ŋ u j	17	109	
92	Middle Lozva Mansi	bird	6	tɔuləŋuj	t ɔu l ə ŋ u j	17	109	
93	Lower Lozva Mansi	bird	6	uj	u j	17	106	
94	Pelymka Mansi	bird	6	wuj	w u j	17	106	
95	Konda Mansi	bird	6	wuj	w u j	17	106	
96	Tavda Mansi	bird	6	sosqol	s o s q o l	18	6	
97	Vakh Khanty	bird	6	waːjəɣ	w aː j ə ɣ	17	106	
98	Vasjugan Khanty	bird	6	waːjəɣ	w aː j ə ɣ	17	106	
99	Tremjugan Khanty	bird	6	toɣɬəŋwɔːjəɣ	t o ɣ ɬ ə ŋ w ɔː j ə ɣ	17	109	
100	Upper Demjanka Khanty	bird	6	toχtəŋwoːjə	t o χ t ə ŋ w oː j ə	17	109	
101	Sherkaly Khanty	bird	6	wɔːj	w ɔː j	17	106	
102	Kazym Khanty	bird	6	toχɬəŋwɔːj	t o χ ɬ ə ŋ w ɔː j	17	109	
