ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	2334	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	2334	
3	Thao	hand	1	446	rima	r i m a	1974	
4	Palauan	hand	1	446	cʰim	cʰ i m	1974	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	2334	
6	Bare'e	hand	1	1484	pale	p a l e	1598	
7	Iban	hand	1	155	taŋan	t a ŋ a n	2334	
8	Iban	hand	1	1556	jari	j a r i	110	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	2315	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	1153	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	861	
12	Wuna	hand	1	446	lima	l i m a	1974	
13	Tetum	hand	1	446	liman	l i m a n	1974	
14	Mailu	hand	1	446	ima	i m a	1974	
15	Tsou	hand	1	350	mucu	m u c u	1613	
16	Nias	hand	1	155	taŋa	t a ŋ a	2334	
17	Central Amis	hand	1	19	kamaj	k a m a j	861	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	2896	
19	Banoni	hand	1	446	numa	n u m a	1974	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	2334	
21	Maloh	left	2	1000	kajoko	k a j o k o	685	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	953	
23	Palauan	left	2	1253	katur	k a t u r	2146	
24	Tunjung	left	2	645	ulaj	u l a j	1924	
25	Bare'e	left	2	483	kaiː	k a iː	2048	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	298	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	800	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	2470	
29	Hanunoo	left	2	159	wala	w a l a	2022	
30	Wuna	left	2	98	kema	k e m a	484	
31	Tetum	left	2	1881	karuk	k a r u k	2146	
32	Mailu	left	2	1934	ebe	e b e	397	
33	Tsou	left	2	483	vrina	v r i n a	2091	
34	Nias	left	2	2227	kabera	k a b e r a	2237	
35	Central Amis	left	2	483	kawili	k a w i l i	330	
36	Chamorro	left	2	2516	akague	a k a g u e	2050	
37	Banoni	left	2	2601	tororona	t o r o r o n a	770	
38	Singhi	left	2	2743	bait	b a i t	1441	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	1565	
40	Maloh	right	3	-519	kato	k a t o	1312	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	2653	
42	Palauan	right	3	1254	kadikm	k a d i k m	1463	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	2609	
44	Bare'e	right	3	255	kana	k a n a	2653	
45	Iban	right	3	255	kanan	k a n a n	2653	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	1331	
47	Moken	right	3	255	nanaːn	n a n aː n	2653	
48	Hanunoo	right	3	-184	sikun	s i k u n	1720	
49	Wuna	right	3	255	swana	s w a n a	2653	
50	Tetum	right	3	255	kwana	k w a n a	2653	
51	Mailu	right	3	1935	iata	i a t a	1209	
52	Tsou	right	3	255	vhona	v h o n a	1168	
53	Nias	right	3	2228	kawõlõ	k a w õ l õ	1035	
54	Central Amis	right	3	255	kawanan	k a w a n a n	2653	
55	Banoni	right	3	519	matoː	m a t oː	1312	
56	Singhi	right	3	519	toux	t o u x	2609	
57	Banggi	right	3	-184	kikuan	k i k u a n	1720	
58	Merina (Malagasy)	leg/foot	4	-97	ranjo	r a n j o	1082	
59	Merina (Malagasy)	leg/foot	4	1053	toŋotra	t o ŋ o t r a	3033	
60	Thao	leg/foot	4	1161	kuskus	k u s k u s	1014	
61	Palauan	leg/foot	4	-290	oacʰ	o a cʰ	1236	
62	Tunjung	leg/foot	4	1401	uneŋ	u n e ŋ	1087	
63	Bare'e	leg/foot	4	28	witi	w i t i	76	
64	Iban	leg/foot	4	290	kaki	k a k i	1756	
65	Iban	leg/foot	4	1557	pah	p a h	1409	
66	Berawan (Long Terawan)	leg/foot	4	366	gimaʔ	g i m a ʔ	2559	
67	Moken	leg/foot	4	199	pakaʔ	p a k a ʔ	2600	
68	Moken	leg/foot	4	290	kakaj	k a k a j	2600	
69	Hanunoo	leg/foot	4	1797	raparapa	r a p a r a p a	463	
70	Wuna	leg/foot	4	290	gʰagʰe	gʰ a gʰ e	2600	
