ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	1760	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	1760	
3	Thao	hand	1	446	rima	r i m a	2231	
4	Palauan	hand	1	446	cʰim	cʰ i m	2231	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	1760	
6	Bare'e	hand	1	1484	pale	p a l e	1176	
7	Iban	hand	1	155	taŋan	t a ŋ a n	1760	
8	Iban	hand	1	1556	jari	j a r i	80	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	1760	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	857	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	2231	
12	Wuna	hand	1	446	lima	l i m a	2231	
13	Tetum	hand	1	446	liman	l i m a n	2231	
14	Mailu	hand	1	446	ima	i m a	2231	
15	Tsou	hand	1	350	mucu	m u c u	1190	
16	Nias	hand	1	155	taŋa	t a ŋ a	1760	
17	Central Amis	hand	1	19	kamaj	k a m a j	2231	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	2231	
19	Banoni	hand	1	446	numa	n u m a	2231	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	1760	
21	Maloh	left	2	1000	kajoko	k a j o k o	517	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	1868	
23	Palauan	left	2	1253	katur	k a t u r	1609	
24	Tunjung	left	2	645	ulaj	u l a j	1435	
25	Bare'e	left	2	483	kaiː	k a iː	1530	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	361	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	604	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	1868	
29	Hanunoo	left	2	159	wala	w a l a	1509	
30	Wuna	left	2	98	kema	k e m a	361	
31	Tetum	left	2	1881	karuk	k a r u k	1609	
32	Mailu	left	2	1934	ebe	e b e	361	
33	Tsou	left	2	483	vrina	v r i n a	1569	
34	Nias	left	2	2227	kabera	k a b e r a	1682	
35	Central Amis	left	2	483	kawili	k a w i l i	1868	
36	Chamorro	left	2	2516	akague	a k a g u e	1532	
37	Banoni	left	2	2601	tororona	t o r o r o n a	583	
38	Singhi	left	2	2743	bait	b a i t	1062	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	1149	
40	Maloh	right	3	-519	kato	k a t o	967	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	2017	
42	Palauan	right	3	1254	kadikm	k a d i k m	1078	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	1981	
44	Bare'e	right	3	255	kana	k a n a	2017	
45	Iban	right	3	255	kanan	k a n a n	2017	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	981	
47	Moken	right	3	255	nanaːn	n a n aː n	2017	
48	Hanunoo	right	3	-184	sikun	s i k u n	1276	
49	Wuna	right	3	255	swana	s w a n a	2017	
50	Tetum	right	3	255	kwana	k w a n a	2017	
51	Mailu	right	3	1935	iata	i a t a	897	
52	Tsou	right	3	255	vhona	v h o n a	2017	
