ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	1137	
2	English	all	1	all	ɔl	ɔ l	1	239	
3	French	all	1	tous	tut	t u t	2	625	
4	German	all	1	alle	al	a l	1	883	
5	Hawaiian	all	1	apau	apau	a p a u	7	1096	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	296	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	1023	
8	Albanian	and	2	e	e	e	-916	191	
9	English	and	2	and	and	a n d	915	217	
10	French	and	2	et	e	e	916	849	
11	German	and	2	und	unt	u n t	915	863	
12	Hawaiian	and	2	ā	aː	aː	919	563	
13	Navajo	and	2	dóó	doː	d oː	918	279	
14	Turkish	and	2	ve	ve	v e	-917	794	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	315	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	369	
17	French	animal	3	animal	animal	a n i m a l	-1016	369	
18	German	animal	3	Tier	tiːr	t iː r	1015	1011	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	1000	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	231	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	50	
22	Albanian	ashes	4	hi	hir	h i r	274	473	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1248	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	803	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1022	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	534	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	238	
28	Turkish	ashes	4	kül	kyl	k y l	273	404	
29	Albanian	at	5	në	nə	n ə	954	985	
30	English	at	5	at	at	a t	952	913	
31	French	at	5	à	a	a	952	992	
32	German	at	5	an	an	a n	951	755	
33	Hawaiian	at	5	ma	ma	m a	956	1117	
34	Navajo	at	5	-di	di	d i	955	606	
35	Turkish	at	5	-de	de	d e	953	606	
36	Albanian	back	6	shpinë	ʃpin	ʃ p i n	-369	1037	
37	English	back	6	back	bak	b a k	367	188	
38	French	back	6	dos	do	d o	366	47	
39	German	back	6	Rücken	rykən	r y k ə n	365	254	
40	Hawaiian	back	6	kua	kua	k u a	372	1113	
41	Navajo	back	6	'anághah	nayɣah	n ay ɣ a h	370	1242	
42	Turkish	back	6	arka	arka	a r k a	368	82	
43	Albanian	bad	7	keq	kec	k e c	-281	261	
44	English	bad	7	bad	bad	b a d	279	996	
45	French	bad	7	mauvais	mɔvɛz	m ɔ v ɛ z	278	1082	
46	German	bad	7	schlecht	ʃlext	ʃ l e x t	277	1162	
47	Hawaiian	bad	7	`ino	ʔino	ʔ i n o	283	34	
48	Navajo	bad	7	doo yá'áshǫ́ǫ da	jayʔayʃõõ	j ay ʔ ay ʃ õ õ	282	319	
49	Turkish	bad	7	kötü	køty	k ø t y	-280	668	
50	Albanian	bark	8	shkëlbozë	ʃkəlboz	ʃ k ə l b o z	413	91	
51	English	bark	8	bark	bɑrk	b ɑ r k	-411	942	
52	French	bark	8	écorce	ekɔrs	e k ɔ r s	410	869	
53	German	bark	8	Rinde	rində	r i n d ə	409	631	
54	Hawaiian	bark	8	`ili	ʔili	ʔ i l i	415	727	
55	Navajo	bark	8	'akásht'óózh	kayʃtˀoːʒ	k ay ʃ tˀ oː ʒ	414	438	
56	Turkish	bark	8	kabuk	kabuk	k a b u k	412	609	
57	Albanian	because	9	sepse	sepse	s e p s e	336	499	
58	English	because	9	because	bəkɔz	b ə k ɔ z	-337	714	
59	French	because	9	parce que	pars	p a r s	336	1214	
60	German	because	9	weil	vail	v ai l	335	599	
61	Hawaiian	because	9	ā mea	aːmea	aː m e a	341	986	
62	Navajo	because	9	háálá	haːlay	h aː l ay	339	721	
63	Turkish	because	9	çünkü	ʧynky	ʧ y n k y	338	129	
64	Albanian	belly	10	bark	bark	b a r k	1012	595	
65	English	belly	10	belly	bɛli	b ɛ l i	1010	4	
66	French	belly	10	ventre	vɑ̃tr	v ɑ̃ t r	1009	543	
67	German	belly	10	Bauch	baux	b au x	1008	595	
68	Hawaiian	belly	10	`ōpū	ʔoːpuː	ʔ oː p uː	1014	1236	
69	Navajo	belly	10	'abid	bid	b i d	1013	864	
70	Turkish	belly	10	karın	karn	k a r n	1011	51	
71	Albanian	big	11	madh	mað	m a ð	198	544	
72	English	big	11	big	bɪg	b ɪ g	196	479	
73	French	big	11	grand	grɑ̃d	g r ɑ̃ d	195	1293	
74	German	big	11	groß	groːs	g r oː s	194	1293	
75	Hawaiian	big	11	nui	nui	n u i	200	561	
76	Navajo	big	11	'áníƚtso	ʔayniɬʦo	ʔ ay n i ɬ ʦ o	199	92	
77	Turkish	big	11	büyük	byjyk	b y j y k	197	1224	
78	Albanian	bird	12	zog	zog	z o g	-482	487	
79	English	bird	12	bird	bərd	b ə r d	480	1195	
80	French	bird	12	oiseau	wazo	w a z o	479	945	
81	German	bird	12	Vogel	foːgəl	f oː g ə l	478	232	
82	Hawaiian	bird	12	manu	manu	m a n u	484	556	
83	Navajo	bird	12	tsídii	ʦidiː	ʦ i d iː	483	187	
84	Turkish	bird	12	kuş	kuʃ	k u ʃ	481	390	
85	Albanian	bite	13	kafshon	kafʃo	k a f ʃ o	714	859	
86	English	bite	13	bites	bait	b ai t	711	1274	
87	French	bite	13	mord	mɔr	m ɔ r	712	685	
88	German	bite	13	beißt	bais	b ai s	711	1274	
89	Hawaiian	bite	13	nahu	nahu	n a h u	716	328	
90	Navajo	bite	13	'aháshháásh	ʔahayɬhaːʃ	ʔ a h ay ɬ h aː ʃ	715	887	
91	Turkish	bite	13	ısırıyor	ɯsɯr	ɯ s ɯ r	713	127	
92	Albanian	black	14	zi	zez	z e z	133	1041	
93	English	black	14	black	blak	b l a k	131	1020	
94	French	black	14	noir	nwar	n w a r	130	64	
95	German	black	14	schwarz	ʃvarʦ	ʃ v a r ʦ	129	1025	
96	Hawaiian	black	14	`ele`ele	ʔeleʔele	ʔ e l e ʔ e l e	136	623	
97	Navajo	black	14	ƚizhin	ɬiʒin	ɬ i ʒ i n	134	928	
98	Turkish	black	14	kara	kara	k a r a	132	702	
99	Albanian	blood	15	gjak	ɟakr	ɟ a k r	1115	181	
100	English	blood	15	blood	bləd	b l ə d	1112	1199	
101	French	blood	15	sang	sɑ̃	s ɑ̃	1113	964	
102	German	blood	15	Blut	bluːt	b l uː t	1112	1199	
103	Hawaiian	blood	15	koko	koko	k o k o	1117	1218	
104	Navajo	blood	15	diƚ	diɬ	d i ɬ	1116	275	
105	Turkish	blood	15	kan	kan	k a n	1114	341	
106	Albanian	blow	16	fryn	fry	f r y	81	65	
107	English	blow	16	blows	blo	b l o	78	502	
108	French	blow	16	vente	vɑ̃te	v ɑ̃ t e	79	248	
109	German	blow	16	bläst	blaːz	b l aː z	78	828	
110	Hawaiian	blow	16	puhi	puhi	p u h i	83	918	
111	Navajo	blow	16	ních'i	niʧˀi	n i ʧˀ i	82	560	
112	Turkish	blow	16	esiyor	es	e s	80	1288	
113	Albanian	bone	17	kockë	koʦk	k o ʦ k	608	446	
114	English	bone	17	bone	bon	b o n	606	439	
115	French	bone	17	os	ɔs	ɔ s	605	1290	
116	German	bone	17	Knochen	knoxən	k n o x ə n	604	1201	
117	Hawaiian	bone	17	iwi	iwi	i w i	610	429	
118	Navajo	bone	17	ts'in	ʦˀin	ʦˀ i n	609	1033	
119	Turkish	bone	17	kemik	kemik	k e m i k	607	858	
120	Albanian	breast	18	gji	ɟir	ɟ i r	208	811	
121	English	breast	18	breast	brɛst	b r ɛ s t	205	767	
122	French	breast	18	sein	sɛ̃	s ɛ̃	206	715	
123	German	breast	18	Brust	brust	b r u s t	205	767	
124	Hawaiian	breast	18	ū	uː	uː	211	241	
125	Navajo	breast	18	'abe'	beʔ	b e ʔ	209	1228	
126	Turkish	breast	18	meme	meme	m e m e	207	249	
127	Albanian	breathe	19	marr frymë	frym	f r y m	755	532	
128	English	breathe	19	breathes	brið	b r i ð	753	56	
129	French	breathe	19	respire	rɛspire	r ɛ s p i r e	-752	492	
130	German	breathe	19	atmet	aːtm	aː t m	751	1229	
131	Hawaiian	breathe	19	hanu	hanu	h a n u	757	643	
132	Navajo	breathe	19	ńdísdzih	ńdiʣih	ń d i ʣ i h	756	81	
133	Turkish	breathe	19	nefes alıyor	nefes	n e f e s	-754	483	
134	Albanian	burn	20	digjet	diɟ	d i ɟ	516	307	
135	English	burn	20	burns	bərn	b ə r n	514	1138	
136	French	burn	20	brûle	bryle	b r y l e	-514	430	
137	German	burn	20	brennt	bren	b r e n	514	1138	
138	Hawaiian	burn	20	`ā	ʔaː	ʔ aː	519	509	
139	Navajo	burn	20	diltƚi'	diltˡiʔ	d i l tˡ i ʔ	517	280	
140	Turkish	burn	20	yanıyor	jan	j a n	515	80	
141	Albanian	child	21	fëmiljë	fəmiʎ	f ə m i ʎ	-804	519	
142	English	child	21	child	ʧaild	ʧ ai l d	802	1098	
143	French	child	21	enfant	ɑ̃fɑ̃t	ɑ̃ f ɑ̃ t	801	935	
144	German	child	21	Kind	kind	k i n d	800	841	
145	Hawaiian	child	21	keiki	keiki	k e i k i	807	1079	
