ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	1079	
2	English	all	1	all	ɔl	ɔ l	1	829	
3	French	all	1	tous	tut	t u t	2	577	
4	German	all	1	alle	al	a l	1	829	
5	Hawaiian	all	1	apau	apau	a p a u	7	1038	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	270	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	965	
8	Albanian	and	2	e	e	e	-916	173	
9	English	and	2	and	and	a n d	915	809	
10	French	and	2	et	e	e	916	795	
11	German	and	2	und	unt	u n t	915	809	
12	Hawaiian	and	2	ā	aː	aː	919	520	
13	Navajo	and	2	dóó	doː	d oː	918	253	
14	Turkish	and	2	ve	ve	v e	-917	740	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	287	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	337	
17	French	animal	3	animal	animal	a n i m a l	-1016	337	
18	German	animal	3	Tier	tiːr	t iː r	1015	954	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	943	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	210	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	44	
22	Albanian	ashes	4	hi	hir	h i r	274	434	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1190	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	749	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1190	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	491	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	217	
28	Turkish	ashes	4	kül	kyl	k y l	273	369	
29	Albanian	at	5	në	nə	n ə	954	930	
30	English	at	5	at	at	a t	952	859	
31	French	at	5	à	a	a	952	937	
32	German	at	5	an	an	a n	951	702	
33	Hawaiian	at	5	ma	ma	m a	956	1059	
34	Navajo	at	5	-di	di	d i	955	561	
35	Turkish	at	5	-de	de	d e	953	561	
36	Albanian	back	6	shpinë	ʃpin	ʃ p i n	-369	979	
37	English	back	6	back	bak	b a k	367	170	
38	French	back	6	dos	do	d o	366	42	
39	German	back	6	Rücken	rykən	r y k ə n	365	230	
40	Hawaiian	back	6	kua	kua	k u a	372	1055	
41	Navajo	back	6	'anághah	nayɣah	n ay ɣ a h	370	1184	
42	Turkish	back	6	arka	arka	a r k a	368	73	
43	Albanian	bad	7	keq	kec	k e c	-281	236	
44	English	bad	7	bad	bad	b a d	279	940	
45	French	bad	7	mauvais	mɔvɛz	m ɔ v ɛ z	278	1024	
46	German	bad	7	schlecht	ʃlext	ʃ l e x t	277	1104	
47	Hawaiian	bad	7	`ino	ʔino	ʔ i n o	283	29	
48	Navajo	bad	7	doo yá'áshǫ́ǫ da	jayʔayʃõõ	j ay ʔ ay ʃ õ õ	282	290	
49	Turkish	bad	7	kötü	køty	k ø t y	-280	620	
50	Albanian	bark	8	shkëlbozë	ʃkəlboz	ʃ k ə l b o z	413	81	
51	English	bark	8	bark	bɑrk	b ɑ r k	-411	888	
52	French	bark	8	écorce	ekɔrs	e k ɔ r s	410	815	
53	German	bark	8	Rinde	rində	r i n d ə	409	583	
54	Hawaiian	bark	8	`ili	ʔili	ʔ i l i	415	676	
55	Navajo	bark	8	'akásht'óózh	kayʃtˀoːʒ	k ay ʃ tˀ oː ʒ	414	402	
56	Turkish	bark	8	kabuk	kabuk	k a b u k	412	564	
57	Albanian	because	9	sepse	sepse	s e p s e	336	460	
58	English	because	9	because	bəkɔz	b ə k ɔ z	-337	663	
59	French	because	9	parce que	pars	p a r s	336	1156	
60	German	because	9	weil	vail	v ai l	335	555	
61	Hawaiian	because	9	ā mea	aːmea	aː m e a	341	931	
62	Navajo	because	9	háálá	haːlay	h aː l ay	339	670	
63	Turkish	because	9	çünkü	ʧynky	ʧ y n k y	338	116	
64	Albanian	belly	10	bark	bark	b a r k	1012	551	
65	English	belly	10	belly	bɛli	b ɛ l i	1010	4	
66	French	belly	10	ventre	vɑ̃tr	v ɑ̃ t r	1009	500	
67	German	belly	10	Bauch	baux	b au x	1008	551	
68	Hawaiian	belly	10	`ōpū	ʔoːpuː	ʔ oː p uː	1014	1178	
69	Navajo	belly	10	'abid	bid	b i d	1013	810	
70	Turkish	belly	10	karın	karn	k a r n	1011	45	
71	Albanian	big	11	madh	mað	m a ð	198	501	
72	English	big	11	big	bɪg	b ɪ g	196	440	
73	French	big	11	grand	grɑ̃d	g r ɑ̃ d	195	1235	
74	German	big	11	groß	groːs	g r oː s	194	1235	
75	Hawaiian	big	11	nui	nui	n u i	200	518	
76	Navajo	big	11	'áníƚtso	ʔayniɬʦo	ʔ ay n i ɬ ʦ o	199	82	
77	Turkish	big	11	büyük	byjyk	b y j y k	197	1166	
78	Albanian	bird	12	zog	zog	z o g	-482	448	
79	English	bird	12	bird	bərd	b ə r d	480	1137	
80	French	bird	12	oiseau	wazo	w a z o	479	891	
81	German	bird	12	Vogel	foːgəl	f oː g ə l	478	211	
82	Hawaiian	bird	12	manu	manu	m a n u	484	513	
83	Navajo	bird	12	tsídii	ʦidiː	ʦ i d iː	483	169	
84	Turkish	bird	12	kuş	kuʃ	k u ʃ	481	355	
85	Albanian	bite	13	kafshon	kafʃo	k a f ʃ o	714	805	
86	English	bite	13	bites	bait	b ai t	711	1216	
87	French	bite	13	mord	mɔr	m ɔ r	712	636	
88	German	bite	13	beißt	bais	b ai s	711	1216	
89	Hawaiian	bite	13	nahu	nahu	n a h u	716	299	
90	Navajo	bite	13	'aháshháásh	ʔahayɬhaːʃ	ʔ a h ay ɬ h aː ʃ	715	833	
91	Turkish	bite	13	ısırıyor	ɯsɯr	ɯ s ɯ r	713	114	
92	Albanian	black	14	zi	zez	z e z	133	983	
93	English	black	14	black	blak	b l a k	131	963	
94	French	black	14	noir	nwar	n w a r	130	58	
95	German	black	14	schwarz	ʃvarʦ	ʃ v a r ʦ	129	967	
96	Hawaiian	black	14	`ele`ele	ʔeleʔele	ʔ e l e ʔ e l e	136	575	
97	Navajo	black	14	ƚizhin	ɬiʒin	ɬ i ʒ i n	134	874	
98	Turkish	black	14	kara	kara	k a r a	132	652	
99	Albanian	blood	15	gjak	ɟakr	ɟ a k r	1115	164	
100	English	blood	15	blood	bləd	b l ə d	1112	1141	
101	French	blood	15	sang	sɑ̃	s ɑ̃	1113	909	
102	German	blood	15	Blut	bluːt	b l uː t	1112	1141	
103	Hawaiian	blood	15	koko	koko	k o k o	1117	1160	
104	Navajo	blood	15	diƚ	diɬ	d i ɬ	1116	249	
105	Turkish	blood	15	kan	kan	k a n	1114	311	
106	Albanian	blow	16	fryn	fry	f r y	81	59	
107	English	blow	16	blows	blo	b l o	78	462	
108	French	blow	16	vente	vɑ̃te	v ɑ̃ t e	79	224	
109	German	blow	16	bläst	blaːz	b l aː z	78	774	
110	Hawaiian	blow	16	puhi	puhi	p u h i	83	864	
111	Navajo	blow	16	ních'i	niʧˀi	n i ʧˀ i	82	517	
112	Turkish	blow	16	esiyor	es	e s	80	1230	
113	Albanian	bone	17	kockë	koʦk	k o ʦ k	608	410	
114	English	bone	17	bone	bon	b o n	606	403	
115	French	bone	17	os	ɔs	ɔ s	605	1232	
116	German	bone	17	Knochen	knoxən	k n o x ə n	604	1143	
117	Hawaiian	bone	17	iwi	iwi	i w i	610	394	
118	Navajo	bone	17	ts'in	ʦˀin	ʦˀ i n	609	975	
119	Turkish	bone	17	kemik	kemik	k e m i k	607	804	
120	Albanian	breast	18	gji	ɟir	ɟ i r	208	757	
121	English	breast	18	breast	brɛst	b r ɛ s t	205	713	
122	French	breast	18	sein	sɛ̃	s ɛ̃	206	664	
123	German	breast	18	Brust	brust	b r u s t	205	713	
124	Hawaiian	breast	18	ū	uː	uː	211	219	
125	Navajo	breast	18	'abe'	beʔ	b e ʔ	209	1170	
126	Turkish	breast	18	meme	meme	m e m e	207	225	
127	Albanian	breathe	19	marr frymë	frym	f r y m	755	489	
128	English	breathe	19	breathes	brið	b r i ð	753	50	
129	French	breathe	19	respire	rɛspire	r ɛ s p i r e	-752	453	
130	German	breathe	19	atmet	aːtm	aː t m	751	1171	
131	Hawaiian	breathe	19	hanu	hanu	h a n u	757	595	
132	Navajo	breathe	19	ńdísdzih	ńdiʣih	ń d i ʣ i h	756	72	
133	Turkish	breathe	19	nefes alıyor	nefes	n e f e s	-754	444	
134	Albanian	burn	20	digjet	diɟ	d i ɟ	516	280	
135	English	burn	20	burns	bərn	b ə r n	514	1080	
136	French	burn	20	brûle	bryle	b r y l e	-514	395	
137	German	burn	20	brennt	bren	b r e n	514	1080	
138	Hawaiian	burn	20	`ā	ʔaː	ʔ aː	519	468	
139	Navajo	burn	20	diltƚi'	diltˡiʔ	d i l tˡ i ʔ	517	254	
140	Turkish	burn	20	yanıyor	jan	j a n	515	71	
141	Albanian	child	21	fëmiljë	fəmiʎ	f ə m i ʎ	-804	477	
142	English	child	21	child	ʧaild	ʧ ai l d	802	1040	
143	French	child	21	enfant	ɑ̃fɑ̃t	ɑ̃ f ɑ̃ t	801	881	
144	German	child	21	Kind	kind	k i n d	800	787	
145	Hawaiian	child	21	keiki	keiki	k e i k i	807	1021	
146	Navajo	child	21	'ashkii	ʔʃkiː	ʔ ʃ k iː	805	328	
147	Turkish	child	21	çocuk	ʧoʤuk	ʧ o ʤ u k	803	341	
148	Albanian	claw	22	thua	θon	θ o n	304	986	
149	English	claw	22	claw	klɔ	k l ɔ	301	122	
150	French	claw	22	griffe	grif	g r i f	-302	665	
151	German	claw	22	Klaue	klauə	k l au ə	301	122	
152	Hawaiian	claw	22	miki`ao	mikiʔao	m i k i ʔ a o	307	1100	
153	Navajo	claw	22	'akéshgaan	keʃgaː	k e ʃ g aː	305	261	
154	Turkish	claw	22	tırnak	tɯrnak	t ɯ r n a k	303	1076	
155	Albanian	cloud	23	re	re	r e	698	9	
156	English	cloud	23	cloud	klaud	k l au d	696	222	
157	French	cloud	23	nuage	nɥaʒ	n ɥ a ʒ	695	339	
158	German	cloud	23	Wolke	volkə	v o l k ə	694	994	
159	Hawaiian	cloud	23	ao	ao	a o	700	922	
160	Navajo	cloud	23	k'os	kˀos	kˀ o s	699	623	
161	Turkish	cloud	23	bulut	bulut	b u l u t	697	188	
162	Albanian	cold	24	ftohët	ftohət	f t o h ə t	75	972	
163	English	cold	24	cold	kold	k o l d	72	1044	
164	French	cold	24	froid	frwad	f r w a d	73	844	
165	German	cold	24	kalt	kalt	k a l t	72	1044	
166	Hawaiian	cold	24	anu	anu	a n u	77	301	
167	Navajo	cold	24	sik'az	sikˀaz	s i kˀ a z	76	75	
168	Turkish	cold	24	soğuk	soɣuk	s o ɣ u k	74	530	
169	Albanian	come	25	vjen	vjen	v j e n	-560	629	
170	English	come	25	comes	kəm	k ə m	560	1164	
171	French	come	25	vient	vjɛ̃	v j ɛ̃	560	237	
172	German	come	25	kommt	kom	k o m	560	1164	
173	Hawaiian	come	25	hele mai	hele	h e l e	563	106	
174	Navajo	come	25	yíghááh	jiɣaːh	j i ɣ aː h	562	147	
175	Turkish	come	25	geliyor	gel	g e l	561	106	
176	Albanian	count	26	numëron	numəruar	n u m ə r u a r	-164	373	
177	English	count	26	counts	kaunt	k au n t	-162	1196	
178	French	count	26	compte	kɔ̃te	k ɔ̃ t e	162	20	
179	German	count	26	zählt	ʦeːl	ʦ eː l	161	817	
180	Hawaiian	count	26	helu	helu	h e l u	166	627	
181	Navajo	count	26	'ííníshta'	iːniɬtaʔ	iː n i ɬ t a ʔ	165	571	
182	Turkish	count	26	sayıyor	saj	s a j	163	845	
183	Albanian	cut	27	pres	pres	p r e s	88	1208	
184	English	cut	27	cuts	kət	k ə t	-86	1083	
185	French	cut	27	coupe	kupe	k u p e	-85	1227	
186	German	cut	27	schneidet	ʃnaid	ʃ n ai d	84	843	
187	Hawaiian	cut	27	`oki	ʔoki	ʔ o k i	91	780	
188	Navajo	cut	27	'aháshgéésh	ʔahaygeːʃ	ʔ a h ay g eː ʃ	89	100	
189	Turkish	cut	27	kesiyor	kes	k e s	87	1083	
190	Albanian	day	28	ditë	dit	d i t	241	745	
191	English	day	28	day	de	d e	238	675	
192	French	day	28	jour	ʒur	ʒ u r	239	38	
193	German	day	28	Tag	taːg	t aː g	238	316	
194	Hawaiian	day	28	lā	laː	l aː	243	77	
195	Navajo	day	28	jį́	ʤĩ́	ʤ ĩ́	242	1133	
196	Turkish	day	28	gün	gyn	g y n	240	694	
197	Albanian	die	29	vdes	vdes	v d e s	260	700	
198	English	die	29	dies	dai	d ai	-258	897	
199	French	die	29	meurt	mœr	m œ r	257	662	
200	German	die	29	stirbt	ʃterb	ʃ t e r b	256	784	
201	Hawaiian	die	29	make loa	make	m a k e	262	167	
202	Navajo	die	29	daaztsą́	daːzʦã́	d aː z ʦ ã́	261	631	
203	Turkish	die	29	ölüyor	øl	ø l	259	354	
204	Albanian	dig	30	gërmon	gərmo	g ə r m o	543	92	
205	English	dig	30	digs	dɪg	d ɪ g	-541	672	
206	French	dig	30	creuse	krøze	k r ø z e	-540	1067	
207	German	dig	30	gräbt	graːb	g r aː b	539	1213	
208	Hawaiian	dig	30	`eli	ʔeli	ʔ e l i	546	495	
209	Navajo	dig	30	hahashgééd	hahageːd	h a h a g eː d	544	180	
210	Turkish	dig	30	kazıyor	kaz	k a z	542	123	
211	Albanian	dirty	31	ndyrë	ndyr	n d y r	900	1151	
212	English	dirty	31	dirty	dərti	d ə r t i	-898	925	
213	French	dirty	31	sale	sal	s a l	-897	779	
214	German	dirty	31	schmutzig	ʃmuʦix	ʃ m u ʦ i x	896	297	
215	Hawaiian	dirty	31	lepo	lepo	l e p o	903	548	
216	Navajo	dirty	31	baa'ih	baːʔih	b aː ʔ i h	901	229	
217	Turkish	dirty	31	pis	pis	p i s	-899	938	
218	Albanian	dog	32	qen	cen	c e n	-1181	374	
219	English	dog	32	dog	dɑg	d ɑ g	1182	267	
220	French	dog	32	chien	ʃjɛn	ʃ j ɛ n	1181	554	
221	German	dog	32	Hund	hund	h u n d	1181	32	
222	Hawaiian	dog	32	`īlio	ʔiːlio	ʔ iː l i o	1185	1117	
223	Navajo	dog	32	ƚééchąą'í	ɬeːʧãːʔi	ɬ eː ʧ ãː ʔ i	1184	907	
224	Turkish	dog	32	köpek	køpek	k ø p e k	1183	1201	
225	Albanian	drink	33	pi	pi	p i	1079	53	
226	English	drink	33	drinks	drɪŋk	d r ɪ ŋ k	1078	322	
227	French	drink	33	bois	bwa	b w a	1079	775	
228	German	drink	33	trinkt	triŋk	t r i ŋ k	1078	322	
229	Hawaiian	drink	33	inu	inu	i n u	1082	598	
230	Navajo	drink	33	'adlą́	ʔadˡã́	ʔ a dˡ ã́	1081	1139	
231	Turkish	drink	33	içiyor	iʧ	i ʧ	1080	412	
232	Albanian	dry	34	thatë	θat	θ a t	575	348	
233	English	dry	34	dry	drai	d r ai	572	695	
234	French	dry	34	sec	sɛʃ	s ɛ ʃ	573	854	
235	German	dry	34	trocken	trokən	t r o k ə n	572	94	
236	Hawaiian	dry	34	malo`o	maloʔo	m a l o ʔ o	577	759	
237	Navajo	dry	34	yíƚtseii	jiɬʦeiː	j i ɬ ʦ e iː	576	1070	
238	Turkish	dry	34	kuru	kuru	k u r u	574	450	
239	Albanian	dull	35	pa mprehtë	mpreht	m p r e h t	823	680	
240	English	dull	35	dull	dəl	d ə l	821	342	
241	French	dull	35	émoussé	emuse	e m u s e	820	765	
242	German	dull	35	stumpf	ʃtump͡f	ʃ t u m p͡f	819	1209	
243	Hawaiian	dull	35	kūmūmū	kuːmuːmuː	k uː m uː m uː	826	80	
244	Navajo	dull	35	doo deení da	deːni	d eː n i	824	112	
245	Turkish	dull	35	kör	kør	k ø r	-822	1051	
246	Albanian	dust	36	pluhur	pluhur	p l u h u r	1122	885	
