ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	983	
2	English	all	1	all	ɔl	ɔ l	1	741	
3	French	all	1	tous	tut	t u t	2	513	
4	German	all	1	alle	al	a l	1	741	
5	Hawaiian	all	1	apau	apau	a p a u	7	942	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	240	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	871	
8	Albanian	and	2	e	e	e	-916	151	
9	English	and	2	and	and	a n d	915	721	
10	French	and	2	et	e	e	916	707	
11	German	and	2	und	unt	u n t	915	721	
12	Hawaiian	and	2	ā	aː	aː	919	463	
13	Navajo	and	2	dóó	doː	d oː	918	224	
14	Turkish	and	2	ve	ve	v e	-917	707	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	256	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	300	
17	French	animal	3	animal	animal	a n i m a l	-1016	300	
18	German	animal	3	Tier	tiːr	t iː r	1015	860	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	850	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	185	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	38	
22	Albanian	ashes	4	hi	hir	h i r	274	388	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1092	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	664	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1092	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	439	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	192	
28	Turkish	ashes	4	kül	kyl	k y l	273	332	
29	Albanian	at	5	në	nə	n ə	954	838	
30	English	at	5	at	at	a t	952	963	
31	French	at	5	à	a	a	952	963	
32	German	at	5	an	an	a n	951	838	
33	Hawaiian	at	5	ma	ma	m a	956	963	
34	Navajo	at	5	-di	di	d i	955	963	
35	Turkish	at	5	-de	de	d e	953	963	
36	Albanian	back	6	shpinë	ʃpin	ʃ p i n	-369	884	
37	English	back	6	back	bak	b a k	367	148	
38	French	back	6	dos	do	d o	366	37	
39	German	back	6	Rücken	rykən	r y k ə n	365	205	
40	Hawaiian	back	6	kua	kua	k u a	372	959	
41	Navajo	back	6	'anághah	nayɣah	n ay ɣ a h	370	1086	
42	Turkish	back	6	arka	arka	a r k a	368	63	
43	Albanian	bad	7	keq	kec	k e c	-281	211	
44	English	bad	7	bad	bad	b a d	279	847	
45	French	bad	7	mauvais	mɔvɛz	m ɔ v ɛ z	278	928	
46	German	bad	7	schlecht	ʃlext	ʃ l e x t	277	1007	
47	Hawaiian	bad	7	`ino	ʔino	ʔ i n o	283	25	
48	Navajo	bad	7	doo yá'áshǫ́ǫ da	jayʔayʃõõ	j ay ʔ ay ʃ õ õ	282	259	
49	Turkish	bad	7	kötü	køty	k ø t y	-280	552	
50	Albanian	bark	8	shkëlbozë	ʃkəlboz	ʃ k ə l b o z	413	69	
51	English	bark	8	bark	bɑrk	b ɑ r k	-411	798	
52	French	bark	8	écorce	ekɔrs	e k ɔ r s	410	727	
53	German	bark	8	Rinde	rində	r i n d ə	409	519	
54	Hawaiian	bark	8	`ili	ʔili	ʔ i l i	415	604	
55	Navajo	bark	8	'akásht'óózh	kayʃtˀoːʒ	k ay ʃ tˀ oː ʒ	414	360	
56	Turkish	bark	8	kabuk	kabuk	k a b u k	412	500	
57	Albanian	because	9	sepse	sepse	s e p s e	336	413	
58	English	because	9	because	bəkɔz	b ə k ɔ z	-337	591	
59	French	because	9	parce que	pars	p a r s	336	1058	
60	German	because	9	weil	vail	v ai l	335	493	
61	Hawaiian	because	9	ā mea	aːmea	aː m e a	341	839	
62	Navajo	because	9	háálá	haːlay	h aː l ay	339	598	
63	Turkish	because	9	çünkü	ʧynky	ʧ y n k y	338	99	
64	Albanian	belly	10	bark	bark	b a r k	1012	489	
65	English	belly	10	belly	bɛli	b ɛ l i	1010	2	
66	French	belly	10	ventre	vɑ̃tr	v ɑ̃ t r	1009	447	
67	German	belly	10	Bauch	baux	b au x	1008	489	
68	Hawaiian	belly	10	`ōpū	ʔoːpuː	ʔ oː p uː	1014	1080	
69	Navajo	belly	10	'abid	bid	b i d	1013	722	
70	Turkish	belly	10	karın	karn	k a r n	1011	489	
71	Albanian	big	11	madh	mað	m a ð	198	448	
72	English	big	11	big	bɪg	b ɪ g	196	393	
73	French	big	11	grand	grɑ̃d	g r ɑ̃ d	195	1137	
74	German	big	11	groß	groːs	g r oː s	194	1137	
75	Hawaiian	big	11	nui	nui	n u i	200	461	
76	Navajo	big	11	'áníƚtso	ʔayniɬʦo	ʔ ay n i ɬ ʦ o	199	70	
77	Turkish	big	11	büyük	byjyk	b y j y k	197	1068	
78	Albanian	bird	12	zog	zog	z o g	-482	401	
79	English	bird	12	bird	bərd	b ə r d	480	1039	
80	French	bird	12	oiseau	wazo	w a z o	479	801	
81	German	bird	12	Vogel	foːgəl	f oː g ə l	478	186	
82	Hawaiian	bird	12	manu	manu	m a n u	484	456	
83	Navajo	bird	12	tsídii	ʦidiː	ʦ i d iː	483	147	
84	Turkish	bird	12	kuş	kuʃ	k u ʃ	481	318	
85	Albanian	bite	13	kafshon	kafʃo	k a f ʃ o	714	717	
86	English	bite	13	bites	bait	b ai t	711	1118	
87	French	bite	13	mord	mɔr	m ɔ r	712	566	
88	German	bite	13	beißt	bais	b ai s	711	1118	
89	Hawaiian	bite	13	nahu	nahu	n a h u	716	1118	
90	Navajo	bite	13	'aháshháásh	ʔahayɬhaːʃ	ʔ a h ay ɬ h aː ʃ	715	745	
91	Turkish	bite	13	ısırıyor	ɯsɯr	ɯ s ɯ r	713	97	
92	Albanian	black	14	zi	zez	z e z	133	888	
93	English	black	14	black	blak	b l a k	131	869	
94	French	black	14	noir	nwar	n w a r	130	49	
95	German	black	14	schwarz	ʃvarʦ	ʃ v a r ʦ	129	873	
96	Hawaiian	black	14	`ele`ele	ʔeleʔele	ʔ e l e ʔ e l e	136	511	
97	Navajo	black	14	ƚizhin	ɬiʒin	ɬ i ʒ i n	134	784	
98	Turkish	black	14	kara	kara	k a r a	132	581	
99	Albanian	blood	15	gjak	ɟakr	ɟ a k r	1115	142	
100	English	blood	15	blood	bləd	b l ə d	1112	1043	
101	French	blood	15	sang	sɑ̃	s ɑ̃	1113	818	
102	German	blood	15	Blut	bluːt	b l uː t	1112	1043	
103	Hawaiian	blood	15	koko	koko	k o k o	1117	1062	
104	Navajo	blood	15	diƚ	diɬ	d i ɬ	1116	220	
105	Turkish	blood	15	kan	kan	k a n	1114	278	
106	Albanian	blow	16	fryn	fry	f r y	81	50	
107	English	blow	16	blows	blo	b l o	78	688	
108	French	blow	16	vente	vɑ̃te	v ɑ̃ t e	79	199	
109	German	blow	16	bläst	blaːz	b l aː z	78	688	
110	Hawaiian	blow	16	puhi	puhi	p u h i	83	774	
111	Navajo	blow	16	ních'i	niʧˀi	n i ʧˀ i	82	460	
112	Turkish	blow	16	esiyor	es	e s	80	1132	
113	Albanian	bone	17	kockë	koʦk	k o ʦ k	608	366	
114	English	bone	17	bone	bon	b o n	606	361	
115	French	bone	17	os	ɔs	ɔ s	605	1134	
116	German	bone	17	Knochen	knoxən	k n o x ə n	604	1045	
117	Hawaiian	bone	17	iwi	iwi	i w i	610	352	
118	Navajo	bone	17	ts'in	ʦˀin	ʦˀ i n	609	880	
119	Turkish	bone	17	kemik	kemik	k e m i k	607	716	
120	Albanian	breast	18	gji	ɟir	ɟ i r	208	1072	
121	English	breast	18	breast	brɛst	b r ɛ s t	205	632	
122	French	breast	18	sein	sɛ̃	s ɛ̃	206	592	
123	German	breast	18	Brust	brust	b r u s t	205	632	
124	Hawaiian	breast	18	ū	uː	uː	211	194	
125	Navajo	breast	18	'abe'	beʔ	b e ʔ	209	1072	
