ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	771	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	771	
3	Thao	hand	1	446	rima	r i m a	771	
4	Palauan	hand	1	446	cʰim	cʰ i m	771	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	771	
6	Bare'e	hand	1	1484	pale	p a l e	771	
7	Iban	hand	1	155	taŋan	t a ŋ a n	771	
8	Iban	hand	1	1556	jari	j a r i	771	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	771	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	771	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	771	
12	Wuna	hand	1	446	lima	l i m a	771	
13	Tetum	hand	1	446	liman	l i m a n	771	
14	Mailu	hand	1	446	ima	i m a	771	
15	Tsou	hand	1	350	mucu	m u c u	403	
16	Nias	hand	1	155	taŋa	t a ŋ a	771	
17	Central Amis	hand	1	19	kamaj	k a m a j	771	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	771	
19	Banoni	hand	1	446	numa	n u m a	771	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	771	
21	Maloh	left	2	1000	kajoko	k a j o k o	617	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	617	
23	Palauan	left	2	1253	katur	k a t u r	617	
24	Tunjung	left	2	645	ulaj	u l a j	617	
25	Bare'e	left	2	483	kaiː	k a iː	513	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	617	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	617	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	617	
29	Hanunoo	left	2	159	wala	w a l a	617	
30	Wuna	left	2	98	kema	k e m a	617	
31	Tetum	left	2	1881	karuk	k a r u k	617	
32	Mailu	left	2	1934	ebe	e b e	617	
33	Tsou	left	2	483	vrina	v r i n a	528	
34	Nias	left	2	2227	kabera	k a b e r a	617	
35	Central Amis	left	2	483	kawili	k a w i l i	617	
36	Chamorro	left	2	2516	akague	a k a g u e	617	
37	Banoni	left	2	2601	tororona	t o r o r o n a	617	
38	Singhi	left	2	2743	bait	b a i t	617	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	385	
40	Maloh	right	3	-519	kato	k a t o	668	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	668	
42	Palauan	right	3	1254	kadikm	k a d i k m	668	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	668	
44	Bare'e	right	3	255	kana	k a n a	668	
45	Iban	right	3	255	kanan	k a n a n	668	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	668	
47	Moken	right	3	255	nanaːn	n a n aː n	668	
48	Hanunoo	right	3	-184	sikun	s i k u n	668	
49	Wuna	right	3	255	swana	s w a n a	668	
50	Tetum	right	3	255	kwana	k w a n a	668	
51	Mailu	right	3	1935	iata	i a t a	304	
52	Tsou	right	3	255	vhona	v h o n a	668	
53	Nias	right	3	2228	kawõlõ	k a w õ l õ	263	
54	Central Amis	right	3	255	kawanan	k a w a n a n	668	
55	Banoni	right	3	519	matoː	m a t oː	668	
56	Singhi	right	3	519	toux	t o u x	668	
57	Banggi	right	3	-184	kikuan	k i k u a n	668	
58	Merina (Malagasy)	leg/foot	4	-97	ranjo	r a n j o	866	
59	Merina (Malagasy)	leg/foot	4	1053	toŋotra	t o ŋ o t r a	872	
60	Thao	leg/foot	4	1161	kuskus	k u s k u s	866	
61	Palauan	leg/foot	4	-290	oacʰ	o a cʰ	866	
62	Tunjung	leg/foot	4	1401	uneŋ	u n e ŋ	866	
63	Bare'e	leg/foot	4	28	witi	w i t i	866	
64	Iban	leg/foot	4	290	kaki	k a k i	866	
65	Iban	leg/foot	4	1557	pah	p a h	866	
66	Berawan (Long Terawan)	leg/foot	4	366	gimaʔ	g i m a ʔ	866	
67	Moken	leg/foot	4	199	pakaʔ	p a k a ʔ	866	
68	Moken	leg/foot	4	290	kakaj	k a k a j	866	
69	Hanunoo	leg/foot	4	1797	raparapa	r a p a r a p a	866	
70	Wuna	leg/foot	4	290	gʰagʰe	gʰ a gʰ e	866	
71	Tetum	leg/foot	4	290	ain	a i n	866	
72	Mailu	leg/foot	4	1936	au	a u	866	
73	Tsou	leg/foot	4	2099	ruru	r u r u	162	
74	Nias	leg/foot	4	290	ahe	a h e	866	
75	Central Amis	leg/foot	4	290	waqaj	w a q a j	866	
76	Chamorro	leg/foot	4	2517	adːeŋ	a dː e ŋ	866	
77	Banoni	leg/foot	4	2602	rapinːa	r a p i nː a	342	
78	Singhi	leg/foot	4	2744	peun	p e u n	866	
79	Banggi	leg/foot	4	290	uei	u e i	866	
80	Maloh	to walk	5	563	lambaʔ	l a m b a ʔ	743	
81	Merina (Malagasy)	to walk	5	1054	mandéha	m a n d é h a	586	
82	Palauan	to walk	5	212	merael	m e r a e l	743	
83	Tunjung	to walk	5	212	calan	c a l a n	743	
84	Bare'e	to walk	5	99	linja	l i n j a	743	
85	Iban	to walk	5	212	jalai	j a l a i	743	
86	Berawan (Long Terawan)	to walk	5	57	lakaw	l a k a w	743	
87	Moken	to walk	5	57	lakaw	l a k a w	743	
88	Hanunoo	to walk	5	57	lumakaw	l u m a k a w	743	
89	Wuna	to walk	5	362	nokala	n o k a l a	743	
90	Tetum	to walk	5	57	laʔo	l a ʔ o	743	
91	Mailu	to walk	5	1937	baebae	b a e b a e	743	
92	Tsou	to walk	5	2100	coeconʉ	c o e c o n ʉ	784	
93	Nias	to walk	5	416	fanõ	f a n õ	743	
94	Central Amis	to walk	5	690	lumakat	l u m a k a t	743	
95	Central Amis	to walk	5	690	rumakat	r u m a k a t	743	
96	Chamorro	to walk	5	57	lahu	l a h u	743	
97	Singhi	to walk	5	416	ponu	p o n u	743	
98	Banggi	to walk	5	416	empaːno	e m p aː n o	743	
99	Maloh	road/path	6	95	dalan	d a l a n	589	
100	Merina (Malagasy)	road/path	6	95	lalana	l a l a n a	589	
101	Thao	road/path	6	95	saran	s a r a n	589	
102	Palauan	road/path	6	95	rael	r a e l	589	
103	Tunjung	road/path	6	95	loroŋ	l o r o ŋ	875	
104	Bare'e	road/path	6	95	jaja	j a j a	589	
105	Iban	road/path	6	95	jalai	j a l a i	589	
106	Berawan (Long Terawan)	road/path	6	95	ilan	i l a n	589	
107	Hanunoo	road/path	6	95	dalan	d a l a n	589	
108	Wuna	road/path	6	95	sala	s a l a	589	
109	Tetum	road/path	6	95	dalan	d a l a n	589	
110	Mailu	road/path	6	1938	laea	l a e a	589	
111	Tsou	road/path	6	95	ceonʉ	c e o n ʉ	589	
112	Nias	road/path	6	95	lala	l a l a	589	
113	Central Amis	road/path	6	95	lalan	l a l a n	589	
114	Chamorro	road/path	6	95	cʰalan	cʰ a l a n	589	
115	Banoni	road/path	6	95	sanana	s a n a n a	589	
116	Singhi	road/path	6	95	aran	a r a n	589	
117	Maloh	to come	7	1001	mondok	m o n d o k	780	
118	Merina (Malagasy)	to come	7	154	avj	a v j	780	
119	Merina (Malagasy)	to come	7	1055	toŋa	t o ŋ a	489	
120	Thao	to come	7	1162	munaj	m u n a j	780	
121	Palauan	to come	7	719	méi	m é i	780	
122	Tunjung	to come	7	1402	moːt	m oː t	780	
123	Bare'e	to come	7	719	maʔi	m a ʔ i	780	
124	Iban	to come	7	-561	datai	d a t a i	780	
125	Berawan (Long Terawan)	to come	7	1631	liʔ	l i ʔ	780	
126	Moken	to come	7	1703	ŋadin	ŋ a d i n	33	
127	Hanunoo	to come	7	1798	balik	b a l i k	780	
128	Wuna	to come	7	719	mai	m a i	780	
129	Tetum	to come	7	719	mai	m a i	780	
130	Mailu	to come	7	-719	ai	a i	780	
131	Tsou	to come	7	3	oh	o h	780	
132	Tsou	to come	7	3	uso	u s o	780	
133	Nias	to come	7	719	mõi	m õ i	780	
134	Central Amis	to come	7	2334	tajni	t a j n i	780	
135	Singhi	to come	7	2745	nug	n u g	780	
136	Banggi	to come	7	2845	miaːtaŋ	m i aː t a ŋ	780	
137	Maloh	to turn	8	1002	lempaŋ	l e m p a ŋ	805	
138	Merina (Malagasy)	to turn	8	-367	vilj	v i l j	805	
139	Thao	to turn	8	1163	taushuqish	t a u s h u q i s h	805	
140	Palauan	to turn	8	1255	meŋesoim	m e ŋ e s o i m	8	
141	Tunjung	to turn	8	1403	nencaŋ	n e n c a ŋ	805	
142	Bare'e	to turn	8	591	gili	g i l i	805	
143	Iban	to turn	8	431	bilok	b i l o k	805	
144	Berawan (Long Terawan)	to turn	8	1632	ŋəlibiʔ	ŋ ə l i b i ʔ	115	
145	Moken	to turn	8	1704	nʲiliək	nʲ i l i ə k	805	
146	Hanunoo	to turn	8	1799	simaŋ	s i m a ŋ	805	
147	Wuna	to turn	8	1860	nobelo	n o b e l o	805	
148	Tetum	to turn	8	-367	filas	f i l a s	805	
149	Tetum	to turn	8	-367	fila	f i l a	805	
150	Tetum	to turn	8	-367	faur	f a u r	805	
151	Tsou	to turn	8	2101	miunu	m i u n u	566	
152	Central Amis	to turn	8	2335	maliwuŋ	m a l i w u ŋ	805	
153	Banoni	to turn	8	2603	beruː	b e r uː	38	
154	Banoni	to turn	8	2604	vegom	v e g o m	832	
155	Singhi	to turn	8	2746	kus	k u s	805	
156	Maloh	to swim	9	-311	arananaŋ	a r a n a n a ŋ	790	
157	Merina (Malagasy)	to swim	9	543	lomano	l o m a n o	790	
158	Merina (Malagasy)	to swim	9	1056	milomano	m i l o m a n o	790	
159	Thao	to swim	9	1164	mrauz	m r a u z	790	
160	Palauan	to swim	9	1256	meŋedub	m e ŋ e d u b	790	
161	Tunjung	to swim	9	543	karaŋoj	k a r a ŋ o j	790	
162	Bare'e	to swim	9	543	naŋu	n a ŋ u	790	
163	Iban	to swim	9	1558	njemerai	n j e m e r a i	790	
164	Berawan (Long Terawan)	to swim	9	543	pəloŋoj	p ə l o ŋ o j	790	
165	Moken	to swim	9	543	naŋoj	n a ŋ o j	790	
166	Hanunoo	to swim	9	543	lumaŋuj	l u m a ŋ u j	790	
167	Wuna	to swim	9	543	leni	l e n i	790	
168	Tetum	to swim	9	543	nani	n a n i	790	
169	Mailu	to swim	9	540	loroloro	l o r o l o r o	458	
170	Mailu	to swim	9	540	rolorolo	r o l o r o l o	631	
171	Tsou	to swim	9	543	euhuŋzu	e u h u ŋ z u	592	
172	Nias	to swim	9	543	molaŋi	m o l a ŋ i	790	
173	Central Amis	to swim	9	543	laŋuj	l a ŋ u j	790	
174	Central Amis	to swim	9	543	milaŋuj	m i l a ŋ u j	790	
175	Chamorro	to swim	9	543	naŋunʲaŋu	n a ŋ u nʲ a ŋ u	790	
176	Banoni	to swim	9	789	suː	s uː	414	
177	Singhi	to swim	9	543	naŋuj	n a ŋ u j	790	
178	Merina (Malagasy)	dirty	10	242	maloto	m a l o t o	913	
179	Thao	dirty	10	1165	marisrisin	m a r i s r i s i n	913	
180	Palauan	dirty	10	1257	idokel	i d o k e l	89	
181	Tunjung	dirty	10	242	marotaʔ	m a r o t a ʔ	913	
182	Bare'e	dirty	10	1485	sapa	s a p a	913	
183	Iban	dirty	10	667	kamah	k a m a h	913	
184	Berawan (Long Terawan)	dirty	10	1633	labih	l a b i h	913	
185	Moken	dirty	10	1705	caʔiək	c a ʔ i ə k	913	
186	Hanunoo	dirty	10	423	majagtiŋ	m a j a g t i ŋ	913	
187	Hanunoo	dirty	10	423	maʔuriŋ	m a ʔ u r i ŋ	913	
188	Wuna	dirty	10	785	noraku	n o r a k u	913	
189	Tetum	dirty	10	1882	kfur	k f u r	913	
190	Tetum	dirty	10	1883	karebo	k a r e b o	281	
191	Mailu	dirty	10	335	milomilo	m i l o m i l o	100	
192	Tsou	dirty	10	79	cai	c a i	913	
193	Tsou	dirty	10	79	caʔi	c a ʔ i	913	
194	Nias	dirty	10	-401	moŋdaʔi	m o ŋ d a ʔ i	557	
