ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	2736	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	2736	
3	Thao	hand	1	446	rima	r i m a	1338	
4	Palauan	hand	1	446	cʰim	cʰ i m	2314	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	2440	
6	Bare'e	hand	1	1484	pale	p a l e	1886	
7	Iban	hand	1	155	taŋan	t a ŋ a n	2736	
8	Iban	hand	1	1556	jari	j a r i	130	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	2717	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	1376	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	1022	
12	Wuna	hand	1	446	lima	l i m a	1338	
13	Tetum	hand	1	446	liman	l i m a n	1338	
14	Mailu	hand	1	446	ima	i m a	1338	
15	Tsou	hand	1	350	mucu	m u c u	1902	
16	Nias	hand	1	155	taŋa	t a ŋ a	2736	
17	Central Amis	hand	1	19	kamaj	k a m a j	1022	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	3346	
19	Banoni	hand	1	446	numa	n u m a	617	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	2736	
21	Maloh	left	2	1000	kajoko	k a j o k o	817	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	1124	
23	Palauan	left	2	1253	katur	k a t u r	2520	
24	Tunjung	left	2	645	ulaj	u l a j	2257	
25	Bare'e	left	2	483	kaiː	k a iː	2406	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	356	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	948	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	2889	
29	Hanunoo	left	2	159	wala	w a l a	2375	
30	Wuna	left	2	98	kema	k e m a	581	
31	Tetum	left	2	1881	karuk	k a r u k	615	
32	Mailu	left	2	1934	ebe	e b e	473	
33	Tsou	left	2	483	vrina	v r i n a	2453	
34	Nias	left	2	2227	kabera	k a b e r a	2627	
35	Central Amis	left	2	483	kawili	k a w i l i	396	
