ID	Taxon	Gloss	GlossID	Orthography	IPA	Tokens	CogID	NewCogID	
1	Albanian	all	1	gjithë	ɟiθ	ɟ i θ	4	982	
2	English	all	1	all	ɔl	ɔ l	1	740	
3	French	all	1	tous	tut	t u t	2	512	
4	German	all	1	alle	al	a l	1	740	
5	Hawaiian	all	1	apau	apau	a p a u	7	941	
6	Navajo	all	1	t'áá 'áƚtso	ʔayɬʦo	ʔ ay ɬ ʦ o	5	240	
7	Turkish	all	1	bütün	bytyn	b y t y n	3	870	
8	Albanian	and	2	e	e	e	-916	151	
9	English	and	2	and	and	a n d	915	720	
10	French	and	2	et	e	e	916	706	
11	German	and	2	und	unt	u n t	915	720	
12	Hawaiian	and	2	ā	aː	aː	919	462	
13	Navajo	and	2	dóó	doː	d oː	918	224	
14	Turkish	and	2	ve	ve	v e	-917	706	
15	Albanian	animal	3	kafshë	kafʃ	k a f ʃ	-1018	256	
16	English	animal	3	animal	anəməl	a n ə m ə l	-1016	300	
17	French	animal	3	animal	animal	a n i m a l	-1016	300	
18	German	animal	3	Tier	tiːr	t iː r	1015	859	
19	Hawaiian	animal	3	holoholona	holoholona	h o l o h o l o n a	1020	849	
20	Navajo	animal	3	naaldeehii	naːldeːhiː	n aː l d eː h iː	1019	185	
21	Turkish	animal	3	hayvan	hajvan	h a j v a n	-1017	38	
22	Albanian	ashes	4	hi	hir	h i r	274	387	
23	English	ashes	4	ashes	aʃ	a ʃ	271	1091	
24	French	ashes	4	cendre	sɑ̃dr	s ɑ̃ d r	272	663	
25	German	ashes	4	Asche	aʃə	a ʃ ə	271	1091	
26	Hawaiian	ashes	4	lehu	lehu	l e h u	276	438	
27	Navajo	ashes	4	ƚeeshch'ih	ɬeːʃʧˀih	ɬ eː ʃ ʧˀ i h	275	192	
28	Turkish	ashes	4	kül	kyl	k y l	273	331	
29	Albanian	at	5	në	nə	n ə	954	837	
30	English	at	5	at	at	a t	952	962	
31	French	at	5	à	a	a	952	962	
32	German	at	5	an	an	a n	951	837	
33	Hawaiian	at	5	ma	ma	m a	956	962	
34	Navajo	at	5	-di	di	d i	955	962	
35	Turkish	at	5	-de	de	d e	953	962	
36	Albanian	back	6	shpinë	ʃpin	ʃ p i n	-369	883	
37	English	back	6	back	bak	b a k	367	148	
38	French	back	6	dos	do	d o	366	37	
39	German	back	6	Rücken	rykən	r y k ə n	365	205	
40	Hawaiian	back	6	kua	kua	k u a	372	958	
41	Navajo	back	6	'anághah	nayɣah	n ay ɣ a h	370	1085	
42	Turkish	back	6	arka	arka	a r k a	368	63	
43	Albanian	bad	7	keq	kec	k e c	-281	211	
44	English	bad	7	bad	bad	b a d	279	846	
45	French	bad	7	mauvais	mɔvɛz	m ɔ v ɛ z	278	927	
46	German	bad	7	schlecht	ʃlext	ʃ l e x t	277	1006	
47	Hawaiian	bad	7	`ino	ʔino	ʔ i n o	283	25	
48	Navajo	bad	7	doo yá'áshǫ́ǫ da	jayʔayʃõõ	j ay ʔ ay ʃ õ õ	282	259	
49	Turkish	bad	7	kötü	køty	k ø t y	-280	551	
50	Albanian	bark	8	shkëlbozë	ʃkəlboz	ʃ k ə l b o z	413	69	
51	English	bark	8	bark	bɑrk	b ɑ r k	-411	797	
52	French	bark	8	écorce	ekɔrs	e k ɔ r s	410	726	
53	German	bark	8	Rinde	rində	r i n d ə	409	518	
54	Hawaiian	bark	8	`ili	ʔili	ʔ i l i	415	603	
55	Navajo	bark	8	'akásht'óózh	kayʃtˀoːʒ	k ay ʃ tˀ oː ʒ	414	359	
56	Turkish	bark	8	kabuk	kabuk	k a b u k	412	499	
57	Albanian	because	9	sepse	sepse	s e p s e	336	412	
58	English	because	9	because	bəkɔz	b ə k ɔ z	-337	590	
59	French	because	9	parce que	pars	p a r s	336	1057	
60	German	because	9	weil	vail	v ai l	335	492	
61	Hawaiian	because	9	ā mea	aːmea	aː m e a	341	838	
62	Navajo	because	9	háálá	haːlay	h aː l ay	339	597	
63	Turkish	because	9	çünkü	ʧynky	ʧ y n k y	338	99	
64	Albanian	belly	10	bark	bark	b a r k	1012	488	
65	English	belly	10	belly	bɛli	b ɛ l i	1010	2	
66	French	belly	10	ventre	vɑ̃tr	v ɑ̃ t r	1009	446	
67	German	belly	10	Bauch	baux	b au x	1008	488	
68	Hawaiian	belly	10	`ōpū	ʔoːpuː	ʔ oː p uː	1014	1079	
69	Navajo	belly	10	'abid	bid	b i d	1013	721	
70	Turkish	belly	10	karın	karn	k a r n	1011	488	
71	Albanian	big	11	madh	mað	m a ð	198	447	
