ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	2136	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	2136	
3	Thao	hand	1	446	rima	r i m a	1798	
4	Palauan	hand	1	446	cʰim	cʰ i m	1798	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	2136	
6	Bare'e	hand	1	1484	pale	p a l e	1446	
7	Iban	hand	1	155	taŋan	t a ŋ a n	2136	
8	Iban	hand	1	1556	jari	j a r i	94	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	2118	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	1046	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	786	
12	Wuna	hand	1	446	lima	l i m a	1798	
13	Tetum	hand	1	446	liman	l i m a n	1798	
14	Mailu	hand	1	446	ima	i m a	1798	
15	Tsou	hand	1	350	mucu	m u c u	1460	
16	Nias	hand	1	155	taŋa	t a ŋ a	2136	
17	Central Amis	hand	1	19	kamaj	k a m a j	786	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	2667	
19	Banoni	hand	1	446	numa	n u m a	1798	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	2136	
21	Maloh	left	2	1000	kajoko	k a j o k o	620	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	866	
23	Palauan	left	2	1253	katur	k a t u r	1961	
24	Tunjung	left	2	645	ulaj	u l a j	1751	
25	Bare'e	left	2	483	kaiː	k a iː	1866	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	435	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	729	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	2260	
29	Hanunoo	left	2	159	wala	w a l a	1841	
30	Wuna	left	2	98	kema	k e m a	435	
31	Tetum	left	2	1881	karuk	k a r u k	1961	
32	Mailu	left	2	1934	ebe	e b e	435	
33	Tsou	left	2	483	vrina	v r i n a	1909	
34	Nias	left	2	2227	kabera	k a b e r a	2044	
35	Central Amis	left	2	483	kawili	k a w i l i	294	
36	Chamorro	left	2	2516	akague	a k a g u e	1868	
37	Banoni	left	2	2601	tororona	t o r o r o n a	700	
38	Singhi	left	2	2743	bait	b a i t	1304	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	1415	
40	Maloh	right	3	-519	kato	k a t o	1188	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	2434	
42	Palauan	right	3	1254	kadikm	k a d i k m	1324	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	2392	
44	Bare'e	right	3	255	kana	k a n a	2434	
45	Iban	right	3	255	kanan	k a n a n	2434	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	1206	
47	Moken	right	3	255	nanaːn	n a n aː n	2434	
48	Hanunoo	right	3	-184	sikun	s i k u n	1562	
49	Wuna	right	3	255	swana	s w a n a	2434	
50	Tetum	right	3	255	kwana	k w a n a	2434	
51	Mailu	right	3	1935	iata	i a t a	1096	
52	Tsou	right	3	255	vhona	v h o n a	2434	
53	Nias	right	3	2228	kawõlõ	k a w õ l õ	943	
54	Central Amis	right	3	255	kawanan	k a w a n a n	2434	
55	Banoni	right	3	519	matoː	m a t oː	1188	
56	Singhi	right	3	519	toux	t o u x	2392	
57	Banggi	right	3	-184	kikuan	k i k u a n	1562	
58	Merina (Malagasy)	leg/foot	4	-97	ranjo	r a n j o	987	
59	Merina (Malagasy)	leg/foot	4	1053	toŋotra	t o ŋ o t r a	2800	
60	Thao	leg/foot	4	1161	kuskus	k u s k u s	923	
61	Palauan	leg/foot	4	-290	oacʰ	o a cʰ	1121	
62	Tunjung	leg/foot	4	1401	uneŋ	u n e ŋ	991	
63	Bare'e	leg/foot	4	28	witi	w i t i	64	
64	Iban	leg/foot	4	290	kaki	k a k i	2384	
65	Iban	leg/foot	4	1557	pah	p a h	1274	
66	Berawan (Long Terawan)	leg/foot	4	366	gimaʔ	g i m a ʔ	2345	
67	Moken	leg/foot	4	199	pakaʔ	p a k a ʔ	2384	
68	Moken	leg/foot	4	290	kakaj	k a k a j	2384	
69	Hanunoo	leg/foot	4	1797	raparapa	r a p a r a p a	2384	
70	Wuna	leg/foot	4	290	gʰagʰe	gʰ a gʰ e	2384	
71	Tetum	leg/foot	4	290	ain	a i n	2384	
72	Mailu	leg/foot	4	1936	au	a u	241	
73	Tsou	leg/foot	4	2099	ruru	r u r u	592	
74	Nias	leg/foot	4	290	ahe	a h e	2384	
75	Central Amis	leg/foot	4	290	waqaj	w a q a j	2384	
76	Chamorro	leg/foot	4	2517	adːeŋ	a dː e ŋ	991	
77	Banoni	leg/foot	4	2602	rapinːa	r a p i nː a	1234	
78	Singhi	leg/foot	4	2744	peun	p e u n	247	
79	Banggi	leg/foot	4	290	uei	u e i	2790	
80	Maloh	to walk	5	563	lambaʔ	l a m b a ʔ	2615	
81	Merina (Malagasy)	to walk	5	1054	mandéha	m a n d é h a	2131	
82	Palauan	to walk	5	212	merael	m e r a e l	271	
83	Tunjung	to walk	5	212	calan	c a l a n	1051	
84	Bare'e	to walk	5	99	linja	l i n j a	825	
85	Iban	to walk	5	212	jalai	j a l a i	1051	
86	Berawan (Long Terawan)	to walk	5	57	lakaw	l a k a w	2108	
87	Moken	to walk	5	57	lakaw	l a k a w	2108	
88	Hanunoo	to walk	5	57	lumakaw	l u m a k a w	2108	
89	Wuna	to walk	5	362	nokala	n o k a l a	2194	
90	Tetum	to walk	5	57	laʔo	l a ʔ o	1640	
91	Mailu	to walk	5	1937	baebae	b a e b a e	1342	
92	Tsou	to walk	5	2100	coeconʉ	c o e c o n ʉ	2685	
93	Nias	to walk	5	416	fanõ	f a n õ	1143	
94	Central Amis	to walk	5	690	lumakat	l u m a k a t	2108	
95	Central Amis	to walk	5	690	rumakat	r u m a k a t	2108	
96	Chamorro	to walk	5	57	lahu	l a h u	1640	
97	Singhi	to walk	5	416	ponu	p o n u	442	
98	Banggi	to walk	5	416	empaːno	e m p aː n o	339	
99	Maloh	road/path	6	95	dalan	d a l a n	2144	
100	Merina (Malagasy)	road/path	6	95	lalana	l a l a n a	2144	
101	Thao	road/path	6	95	saran	s a r a n	2144	
102	Palauan	road/path	6	95	rael	r a e l	623	
103	Tunjung	road/path	6	95	loroŋ	l o r o ŋ	2805	
104	Bare'e	road/path	6	95	jaja	j a j a	2144	
105	Iban	road/path	6	95	jalai	j a l a i	2144	
106	Berawan (Long Terawan)	road/path	6	95	ilan	i l a n	2144	
107	Hanunoo	road/path	6	95	dalan	d a l a n	2144	
108	Wuna	road/path	6	95	sala	s a l a	2144	
109	Tetum	road/path	6	95	dalan	d a l a n	2144	
110	Mailu	road/path	6	1938	laea	l a e a	2144	
111	Tsou	road/path	6	95	ceonʉ	c e o n ʉ	902	
112	Nias	road/path	6	95	lala	l a l a	2144	
113	Central Amis	road/path	6	95	lalan	l a l a n	2144	
114	Chamorro	road/path	6	95	cʰalan	cʰ a l a n	2144	
115	Banoni	road/path	6	95	sanana	s a n a n a	2144	
116	Singhi	road/path	6	95	aran	a r a n	2144	
117	Maloh	to come	7	1001	mondok	m o n d o k	2279	
118	Merina (Malagasy)	to come	7	154	avj	a v j	2680	
119	Merina (Malagasy)	to come	7	1055	toŋa	t o ŋ a	1784	
120	Thao	to come	7	1162	munaj	m u n a j	382	
121	Palauan	to come	7	719	méi	m é i	1952	
122	Tunjung	to come	7	1402	moːt	m oː t	2467	
123	Bare'e	to come	7	719	maʔi	m a ʔ i	1952	
124	Iban	to come	7	-561	datai	d a t a i	2138	
125	Berawan (Long Terawan)	to come	7	1631	liʔ	l i ʔ	574	
126	Moken	to come	7	1703	ŋadin	ŋ a d i n	125	
127	Hanunoo	to come	7	1798	balik	b a l i k	1586	
