ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID	NewCogID	
1	German	all	1	al	a l	1	331	
2	English	all	1	ɔːl	ɔː l	1	143	
3	Danish	all	1	æˀl	æˀ l	1	331	
4	Swedish	all	1	alː	a lː	1	331	
5	Icelandic	all	1	at͡lir	a t͡l i r	1	298	
6	Dutch	all	1	ɑlə	ɑ l ə	1	250	
7	Norwegian	all	1	ɑlə	ɑ l ə	1	250	
8	German	ashes	2	aʃə	a ʃ ə	2	117	
9	English	ashes	2	æʃ	æ ʃ	2	133	
10	Danish	ashes	2	asg	a s g	2	424	
11	Swedish	ashes	2	asːka	a sː k a	2	424	
12	Icelandic	ashes	2	aska	a s k a	2	424	
13	Dutch	ashes	2	ɑs	ɑ s	2	163	
14	Norwegian	ashes	2	ɑsk	ɑ s k	-2	108	
15	German	bark	3	rɪndə	r ɪ n d ə	5	188	
16	English	bark	3	bɑːrk	b ɑː r k	-4	242	
17	Danish	bark	3	bɑːg	b ɑː g	4	242	
18	Swedish	bark	3	barːk	b a rː k	4	242	
19	Icelandic	bark	3	bœrkʏr	b œ r k ʏ r	4	232	
20	Dutch	bark	3	bɑst	b ɑ s t	3	138	
21	Norwegian	bark	3	bɑɾk	b ɑ ɾ k	-4	242	
22	German	belly	4	baux	b au x	7	326	
23	English	belly	4	bɛlɪ	b ɛ l ɪ	8	419	
24	Danish	belly	4	ɔnʌliwˀ	ɔ n ʌ l i wˀ	6	119	
25	Swedish	belly	4	maːge	m aː g e	9	248	
26	Icelandic	belly	4	kʰvɪːðʏr	kʰ v ɪː ð ʏ r	10	389	
27	Dutch	belly	4	bœyk	b œy k	7	326	
28	Norwegian	belly	4	mɑːgə	m ɑː g ə	9	265	
29	Danish	belly	4	mæːvə	m æː v ə	9	221	
30	Swedish	belly	4	buk	b u k	7	326	
31	Norwegian	belly	4	bʉːk	b ʉː k	7	228	
32	German	big	5	ɡroːs	ɡ r oː s	13	116	
33	English	big	5	bɪɡ	b ɪ ɡ	12	315	
34	Danish	big	5	sdoˀʁ	s d oˀ ʁ	11	52	
35	Swedish	big	5	stoːr	s t oː r	11	479	
36	Icelandic	big	5	stouːr	s t ouː r	11	479	
37	Dutch	big	5	xroːt	x r oː t	13	116	
38	Norwegian	big	5	stuːɾ	s t uː ɾ	-11	479	
39	English	big	5	ɡreɪt	ɡ r eɪ t	13	148	
40	Icelandic	big	5	mɪːcɪt͡l	m ɪː c ɪ t͡l	14	309	
41	German	bird	6	foːɡəl	f oː ɡ ə l	16	414	
42	English	bird	6	bɜːrd	b ɜː r d	15	47	
43	Danish	bird	6	fuˀl	f uˀ l	16	153	
44	Swedish	bird	6	foːgel	f oː g e l	16	414	
45	Icelandic	bird	6	fʏkl	f ʏ k l	16	290	
46	Dutch	bird	6	voːɣəl	v oː ɣ ə l	16	414	
47	Norwegian	bird	6	fʉːl	f ʉː l	16	153	
48	German	bite (V)	7	baisən	b ai s ə n	17	191	
49	English	bite (V)	7	baɪt	b aɪ t	17	31	
50	Danish	bite (V)	7	biːðə	b iː ð ə	17	197	
51	Swedish	bite (V)	7	biːta	b iː t a	17	197	
52	Icelandic	bite (V)	7	piːta	p iː t a	17	197	
53	Dutch	bite (V)	7	bɛɪtə	b ɛɪ t ə	17	11	
54	Norwegian	bite (V)	7	biːtə	b iː t ə	17	197	
55	German	black	8	ʃvart͡s	ʃ v a r t͡s	19	394	
56	English	black	8	blæk	b l æ k	18	480	
57	Danish	black	8	sɒːd	s ɒː d	19	353	
58	Swedish	black	8	svartː	s v a r tː	19	394	
59	Icelandic	black	8	svar̥tʏr	s v a r̥ t ʏ r	19	394	
60	Dutch	black	8	zʋɑrt	z ʋ ɑ r t	19	474	
61	Norwegian	black	8	sɔʈ	s ɔ ʈ	19	222	
62	German	blood	9	bluːt	b l uː t	20	468	
63	English	blood	9	blʌd	b l ʌ d	20	468	
64	Danish	blood	9	bloˀð	b l oˀ ð	20	400	
65	Swedish	blood	9	bloːd	b l oː d	20	468	
66	Icelandic	blood	9	plouːθ	p l ouː θ	20	400	
67	Dutch	blood	9	bluːt	b l uː t	20	468	
68	Norwegian	blood	9	bluː	b l uː	20	468	
