ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID	NewCogID	
1	English	all	1	ɔ:l	ɔːl	ɔː l	175	715	
2	German	all	1	'alə	alə	a l ə	175	715	
3	Armenian_Mod	all	1	boˈloɾ	boloɾ	b o l o ɾ	566	715	
4	Greek_Mod	all	1	ˈo̞lo̞s	o̞lo̞s	o̞ l o̞ s	965	715	
5	Italian	all	1	'tutto	tutto	t u tː o	543	715	
6	Marathi	all	1	'səɾwə, 'səgɭə	səɾwə	s ə ɾ w ə	748	715	
7	Danish	all	1	ɛl	ɛl	ɛ l	175	715	
8	Portuguese_ST	all	1	ˈtoðu	toðu	t o ð u	543	715	
9	French	all	1	tu	tu	t u	543	715	
10	Russian	all	1	vsʲo	vsʲo	v sʲ o	1102	715	
11	Spanish	all	1	'toðo	toðo	t o ð o	543	715	
12	Swedish	all	1	ˈala	ala	a l a	175	715	
13	Bihari	all	1	səb	səb	s ə b	748	715	
14	Oriya	all	1	sɔbɔ	sɔbɔ	s ɔ b ɔ	748	715	
15	Dutch_List	all	1	'ɑləs	ɑləs	ɑ l ə s	175	715	
16	Czech	all	1	fʃɪxɲɪ	fʃɪxɲɪ	f ʃ ɪ x ɲ ɪ	1102	45	
17	Breton_ST	all	1	ɔl	ɔl	ɔ l	965	715	
18	Catalan	all	1	tot	tot	t o t	543	715	
19	Urdu	all	1	səb	səb	s ə b	748	715	
20	Polish	all	1	ˈkaʒdɨ	kaʒdɨ	k a ʒ d ɨ	3542	715	
21	Armenian_Mod	and	2	jɛv	jɛv	j ɛ v	567	144	
22	Breton_ST	and	2	a	a	a	966	521	
23	Catalan	and	2	i	i	i	848	521	
24	Czech	and	2	a	a	a	1103	521	
25	Danish	and	2	ɒw, ʌ	ɒw	ɒ w	1303	521	
26	Dutch_List	and	2	ɛn	ɛn	ɛ n	176	521	
27	English	and	2	ænd	ænd	æ n d	176	521	
28	French	and	2	e	e	e	848	521	
29	German	and	2	ʊnt	ʊnt	ʊ n t	176	521	
30	Greek_Mod	and	2	ce̞, c(i)	ce̞	c e̞	1447	521	
31	Italian	and	2	e, ed	e	e	848	521	
32	Marathi	and	2	'ani	ani	a n i	1591	521	
33	Polish	and	2	i	i	i	1103	521	
34	Portuguese_ST	and	2	i	i	i	848	521	
35	Russian	and	2	i	i	i	1103	521	
36	Spanish	and	2	i	i	i	848	521	
37	Swedish	and	2	ɔ(kː)	ɔkː	ɔ kː	1303	521	
38	Oriya	and	2	o	o	o	1	521	
39	Bihari	and	2	aur	aur	au r	1	308	
40	Urdu	and	2	ʔɔɾ	ʔɔɾ	ʔ ɔ ɾ	1	308	
41	Armenian_Mod	animal	3	kɛntʰɑˈni	kɛntʰɑni	k ɛ n tʰ ɑ n i	3385	135	
42	Breton_ST	animal	3	ɑ̃ˈneval	ɑ̃neval	ɑ̃ n e v a l	849	464	
43	Catalan	animal	3	əni’mal	ənimal	ə n i m a l	849	464	
44	Czech	animal	3	zviːr̝ɛ	zviːr̝ɛ	z v iː r̝ ɛ	1104	425	
45	Danish	animal	3	ˈd̥yːʌ, 'd̥yɐ̯	d̥yːʌ	d̥ yːʌ	177	578	
46	Dutch_List	animal	3	dir	dir	d i r	177	578	
47	English	animal	3	'ænɪməl	ænɪməl	æ n ɪ m ə l	849	464	
48	French	animal	3	animal	animal	a n i m a l	849	464	
49	German	animal	3	ti:ɐ̯	tiːɐ̯	t iːɐ̯	177	578	
50	Greek_Mod	animal	3	ˈzo̞ˌo̞	zo̞o̞	z o̞o̞	2176	468	
51	Italian	animal	3	ani'male	animale	a n i m a l e	849	464	
52	Polish	animal	3	ˈzvʲɛʒɛ̃	zvʲɛʒɛ̃	z vʲ ɛ ʒ ɛ̃	1104	425	
53	Portuguese_ST	animal	3	ɐniˈmaɫ	ɐnimaɫ	ɐ n i m a ɫ	849	464	
54	Russian	animal	3	ʒɨ'votnoe	ʒɨvotnoe	ʒ ɨ v o t n oe	2176	224	
55	Spanish	animal	3	ani'mal	animal	a n i m a l	849	464	
56	Swedish	animal	3	jʉːr	jʉːr	j ʉː r	177	578	
57	Oriya	animal	3	praṇi	praɳi	p r a ɳ i	849	817	
58	Oriya	animal	3	pɔsu	pɔsu	p ɔ s u	2177	221	
59	Bihari	animal	3	janbər	janbər	j a n b ə r	684	817	
60	Oriya	animal	3	ǰɔntu	ǰɔntu	ǰ ɔ n t u	684	817	
61	Urdu	animal	3	ʤɑnwəɾ	ʤɑnwəɾ	ʤ ɑ n w ə ɾ	684	817	
62	Breton_ST	animal	3	lo.ɛ̃n	lo.ɛ̃n	l o ɛ̃ n	2429	222	
63	Marathi	animal	3	dzən'awəɾ	dzənawəɾ	d z ə n a w ə ɾ	684	817	
64	Armenian_Mod	ashes	4	moˈχiɾ	moχiɾ	m o χ i ɾ	568	171	
65	Breton_ST	ashes	4	'ly:dy	lyːdy	l yː d y	968	277	
66	Catalan	ashes	4	'sɛndrə	sɛndrə	s ɛ n d r ə	850	808	
67	Czech	ashes	4	popɛl	popɛl	p o p ɛ l	1105	563	
68	Danish	ashes	4	ˈasg̥ʰə	asg̥ʰə	a s g̥ʰ ə	178	676	
69	Dutch_List	ashes	4	ɑs	ɑs	ɑ s	178	676	
70	English	ashes	4	æʃɪz	æʃɪz	æ ʃ ɪ z	178	676	
71	French	ashes	4	sɑ̃dʀ	sɑ̃dʀ	s ɑ̃ d ʀ	850	808	
72	German	ashes	4	'aʃə	aʃə	a ʃ ə	178	676	
73	Greek_Mod	ashes	4	ˈstaxti	staxti	s t a x t i	1448	676	
74	Italian	ashes	4	'tʃenere	ʧenere	ʧ e n e r e	850	808	
75	Marathi	ashes	4	ɾakʰ	ɾakʰ	ɾ a kʰ	1592	203	
76	Polish	ashes	4	ˈpɔpʲuw	pɔpʲuw	p ɔ pʲ u w	1105	563	
77	Portuguese_ST	ashes	4	ˈsĩzɐʃ	sĩzɐʃ	s ĩ z ɐ ʃ	850	808	
78	Russian	ashes	4	zo'la	zola	z o l a	3386	60	
79	Spanish	ashes	4	θe'niθas	θeniθas	θ e n i θ a s	850	808	
80	Swedish	ashes	4	stɔft	stɔft	s t ɔ f t	1448	676	
81	Bihari	ashes	4	chaur	cʰaur	cʰ au r	2182	488	
