ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	1480	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	1480	
3	Thao	hand	1	446	rima	r i m a	1480	
4	Palauan	hand	1	446	cʰim	cʰ i m	1480	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	1480	
6	Bare'e	hand	1	1484	pale	p a l e	1480	
7	Iban	hand	1	155	taŋan	t a ŋ a n	1480	
8	Iban	hand	1	1556	jari	j a r i	48	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	1480	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	552	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	1480	
12	Wuna	hand	1	446	lima	l i m a	1480	
13	Tetum	hand	1	446	liman	l i m a n	1480	
14	Mailu	hand	1	446	ima	i m a	1480	
15	Tsou	hand	1	350	mucu	m u c u	779	
16	Nias	hand	1	155	taŋa	t a ŋ a	1480	
17	Central Amis	hand	1	19	kamaj	k a m a j	1480	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	1480	
19	Banoni	hand	1	446	numa	n u m a	1480	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	1480	
21	Maloh	left	2	1000	kajoko	k a j o k o	1050	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	1214	
23	Palauan	left	2	1253	katur	k a t u r	1050	
24	Tunjung	left	2	645	ulaj	u l a j	1214	
25	Bare'e	left	2	483	kaiː	k a iː	999	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	1214	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	388	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	1214	
29	Hanunoo	left	2	159	wala	w a l a	1214	
30	Wuna	left	2	98	kema	k e m a	1214	
31	Tetum	left	2	1881	karuk	k a r u k	1050	
32	Mailu	left	2	1934	ebe	e b e	1214	
33	Tsou	left	2	483	vrina	v r i n a	1026	
34	Nias	left	2	2227	kabera	k a b e r a	1214	
35	Central Amis	left	2	483	kawili	k a w i l i	1214	
36	Chamorro	left	2	2516	akague	a k a g u e	1001	
37	Banoni	left	2	2601	tororona	t o r o r o n a	370	
38	Singhi	left	2	2743	bait	b a i t	692	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	749	
40	Maloh	right	3	-519	kato	k a t o	1314	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	1314	
42	Palauan	right	3	1254	kadikm	k a d i k m	840	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	1291	
44	Bare'e	right	3	255	kana	k a n a	1314	
45	Iban	right	3	255	kanan	k a n a n	1314	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	638	
47	Moken	right	3	255	nanaːn	n a n aː n	1314	
48	Hanunoo	right	3	-184	sikun	s i k u n	840	
49	Wuna	right	3	255	swana	s w a n a	1314	
50	Tetum	right	3	255	kwana	k w a n a	1314	
51	Mailu	right	3	1935	iata	i a t a	581	
52	Tsou	right	3	255	vhona	v h o n a	1314	
53	Nias	right	3	2228	kawõlõ	k a w õ l õ	498	
54	Central Amis	right	3	255	kawanan	k a w a n a n	1314	
55	Banoni	right	3	519	matoː	m a t oː	1314	
56	Singhi	right	3	519	toux	t o u x	1291	
57	Banggi	right	3	-184	kikuan	k i k u a n	840	
