ID	Language	Gloss	GlossID	CogID	IPA	Tokens	NewCogID	
1	Maloh	hand	1	155	taŋan	t a ŋ a n	1660	
2	Merina (Malagasy)	hand	1	155	tanana	t a n a n a	1660	
3	Thao	hand	1	446	rima	r i m a	2117	
4	Palauan	hand	1	446	cʰim	cʰ i m	2117	
5	Tunjung	hand	1	155	aŋaʔ	a ŋ a ʔ	1660	
6	Bare'e	hand	1	1484	pale	p a l e	1109	
7	Iban	hand	1	155	taŋan	t a ŋ a n	1660	
8	Iban	hand	1	1556	jari	j a r i	77	
9	Berawan (Long Terawan)	hand	1	481	tisu	t i s u	1660	
10	Berawan (Long Terawan)	hand	1	481	isu	i s u	811	
11	Hanunoo	hand	1	1796	kamaŋ	k a m a ŋ	2117	
12	Wuna	hand	1	446	lima	l i m a	2117	
13	Tetum	hand	1	446	liman	l i m a n	2117	
14	Mailu	hand	1	446	ima	i m a	2117	
15	Tsou	hand	1	350	mucu	m u c u	1123	
16	Nias	hand	1	155	taŋa	t a ŋ a	1660	
17	Central Amis	hand	1	19	kamaj	k a m a j	2117	
18	Chamorro	hand	1	2515	kanːai	k a nː a i	2117	
19	Banoni	hand	1	446	numa	n u m a	2117	
20	Singhi	hand	1	155	toŋan	t o ŋ a n	1660	
21	Maloh	left	2	1000	kajoko	k a j o k o	489	
22	Merina (Malagasy)	left	2	-483	havia	h a v i a	1763	
23	Palauan	left	2	1253	katur	k a t u r	1517	
24	Tunjung	left	2	645	ulaj	u l a j	1352	
25	Bare'e	left	2	483	kaiː	k a iː	1440	
26	Iban	left	2	560	kibaʔ	k i b a ʔ	347	
27	Berawan (Long Terawan)	left	2	645	pəmaiŋ	p ə m a i ŋ	570	
28	Moken	left	2	1702	ʔeloj	ʔ e l o j	1763	
29	Hanunoo	left	2	159	wala	w a l a	1419	
30	Wuna	left	2	98	kema	k e m a	347	
31	Tetum	left	2	1881	karuk	k a r u k	1517	
32	Mailu	left	2	1934	ebe	e b e	347	
33	Tsou	left	2	483	vrina	v r i n a	1479	
34	Nias	left	2	2227	kabera	k a b e r a	1584	
35	Central Amis	left	2	483	kawili	k a w i l i	1763	
36	Chamorro	left	2	2516	akague	a k a g u e	1442	
37	Banoni	left	2	2601	tororona	t o r o r o n a	550	
38	Singhi	left	2	2743	bait	b a i t	1000	
39	Banggi	left	2	-159	kuikiwaŋ	k u i k i w a ŋ	1082	
40	Maloh	right	3	-519	kato	k a t o	912	
41	Merina (Malagasy)	right	3	255	havanana	h a v a n a n a	1910	
42	Palauan	right	3	1254	kadikm	k a d i k m	1016	
43	Tunjung	right	3	519	tauʔ	t a u ʔ	1874	
44	Bare'e	right	3	255	kana	k a n a	1910	
45	Iban	right	3	255	kanan	k a n a n	1910	
46	Berawan (Long Terawan)	right	3	519	pəŋkatuʔoh	p ə ŋ k a t u ʔ o h	926	
47	Moken	right	3	255	nanaːn	n a n aː n	1910	
48	Hanunoo	right	3	-184	sikun	s i k u n	1204	
49	Wuna	right	3	255	swana	s w a n a	1910	
50	Tetum	right	3	255	kwana	k w a n a	1910	
51	Mailu	right	3	1935	iata	i a t a	848	
52	Tsou	right	3	255	vhona	v h o n a	1910	
53	Nias	right	3	2228	kawõlõ	k a w õ l õ	732	
54	Central Amis	right	3	255	kawanan	k a w a n a n	1910	
55	Banoni	right	3	519	matoː	m a t oː	912	
56	Singhi	right	3	519	toux	t o u x	1874	
57	Banggi	right	3	-184	kikuan	k i k u a n	1204	
58	Merina (Malagasy)	leg/foot	4	-97	ranjo	r a n j o	764	
59	Merina (Malagasy)	leg/foot	4	1053	toŋotra	t o ŋ o t r a	2245	
60	Thao	leg/foot	4	1161	kuskus	k u s k u s	717	
61	Palauan	leg/foot	4	-290	oacʰ	o a cʰ	1869	
62	Tunjung	leg/foot	4	1401	uneŋ	u n e ŋ	1869	
