ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID	NewCogID	
1	English	all	1	ɔ:l	ɔːl	ɔː l	175	1111	
2	German	all	1	'alə	alə	a l ə	175	1111	
3	Armenian_Mod	all	1	boˈloɾ	boloɾ	b o l o ɾ	566	643	
4	Greek_Mod	all	1	ˈo̞lo̞s	o̞lo̞s	o̞ l o̞ s	965	643	
5	Italian	all	1	'tutto	tutto	t u tː o	543	1111	
6	Marathi	all	1	'səɾwə, 'səgɭə	səɾwə	s ə ɾ w ə	748	1111	
7	Danish	all	1	ɛl	ɛl	ɛ l	175	1111	
8	Portuguese_ST	all	1	ˈtoðu	toðu	t o ð u	543	1111	
9	French	all	1	tu	tu	t u	543	1111	
10	Russian	all	1	vsʲo	vsʲo	v sʲ o	1102	355	
11	Spanish	all	1	'toðo	toðo	t o ð o	543	1111	
12	Swedish	all	1	ˈala	ala	a l a	175	1111	
13	Bihari	all	1	səb	səb	s ə b	748	1111	
14	Oriya	all	1	sɔbɔ	sɔbɔ	s ɔ b ɔ	748	1111	
15	Dutch_List	all	1	'ɑləs	ɑləs	ɑ l ə s	175	1111	
16	Czech	all	1	fʃɪxɲɪ	fʃɪxɲɪ	f ʃ ɪ x ɲ ɪ	1102	66	
17	Breton_ST	all	1	ɔl	ɔl	ɔ l	965	1111	
18	Catalan	all	1	tot	tot	t o t	543	1111	
19	Urdu	all	1	səb	səb	s ə b	748	1111	
20	Polish	all	1	ˈkaʒdɨ	kaʒdɨ	k a ʒ d ɨ	3542	238	
21	Armenian_Mod	and	2	jɛv	jɛv	j ɛ v	567	207	
22	Breton_ST	and	2	a	a	a	966	616	
23	Catalan	and	2	i	i	i	848	837	
24	Czech	and	2	a	a	a	1103	616	
25	Danish	and	2	ɒw, ʌ	ɒw	ɒ w	1303	675	
26	Dutch_List	and	2	ɛn	ɛn	ɛ n	176	675	
27	English	and	2	ænd	ænd	æ n d	176	675	
28	French	and	2	e	e	e	848	837	
29	German	and	2	ʊnt	ʊnt	ʊ n t	176	675	
30	Greek_Mod	and	2	ce̞, c(i)	ce̞	c e̞	1447	147	
31	Italian	and	2	e, ed	e	e	848	837	
32	Marathi	and	2	'ani	ani	a n i	1591	675	
33	Polish	and	2	i	i	i	1103	837	
34	Portuguese_ST	and	2	i	i	i	848	837	
35	Russian	and	2	i	i	i	1103	837	
36	Spanish	and	2	i	i	i	848	837	
37	Swedish	and	2	ɔ(kː)	ɔkː	ɔ kː	1303	675	
38	Oriya	and	2	o	o	o	1	675	
39	Bihari	and	2	aur	aur	au r	1	484	
40	Urdu	and	2	ʔɔɾ	ʔɔɾ	ʔ ɔ ɾ	1	484	
41	Armenian_Mod	animal	3	kɛntʰɑˈni	kɛntʰɑni	k ɛ n tʰ ɑ n i	3385	195	
42	Breton_ST	animal	3	ɑ̃ˈneval	ɑ̃neval	ɑ̃ n e v a l	849	736	
43	Catalan	animal	3	əni’mal	ənimal	ə n i m a l	849	736	
44	Czech	animal	3	zviːr̝ɛ	zviːr̝ɛ	z v iː r̝ ɛ	1104	664	
45	Danish	animal	3	ˈd̥yːʌ, 'd̥yɐ̯	d̥yːʌ	d̥ yːʌ	177	941	
46	Dutch_List	animal	3	dir	dir	d i r	177	941	
47	English	animal	3	'ænɪməl	ænɪməl	æ n ɪ m ə l	849	736	
48	French	animal	3	animal	animal	a n i m a l	849	736	
49	German	animal	3	ti:ɐ̯	tiːɐ̯	t iːɐ̯	177	941	
50	Greek_Mod	animal	3	ˈzo̞ˌo̞	zo̞o̞	z o̞o̞	2176	744	
51	Italian	animal	3	ani'male	animale	a n i m a l e	849	736	
52	Polish	animal	3	ˈzvʲɛʒɛ̃	zvʲɛʒɛ̃	z vʲ ɛ ʒ ɛ̃	1104	664	
53	Portuguese_ST	animal	3	ɐniˈmaɫ	ɐnimaɫ	ɐ n i m a ɫ	849	736	
54	Russian	animal	3	ʒɨ'votnoe	ʒɨvotnoe	ʒ ɨ v o t n oe	2176	335	
55	Spanish	animal	3	ani'mal	animal	a n i m a l	849	736	
56	Swedish	animal	3	jʉːr	jʉːr	j ʉː r	177	915	
57	Oriya	animal	3	praṇi	praɳi	p r a ɳ i	849	545	
58	Oriya	animal	3	pɔsu	pɔsu	p ɔ s u	2177	330	
59	Bihari	animal	3	janbər	janbər	j a n b ə r	684	1223	
60	Oriya	animal	3	ǰɔntu	ǰɔntu	ǰ ɔ n t u	684	307	
61	Urdu	animal	3	ʤɑnwəɾ	ʤɑnwəɾ	ʤ ɑ n w ə ɾ	684	1223	
62	Breton_ST	animal	3	lo.ɛ̃n	lo.ɛ̃n	l o ɛ̃ n	2429	332	
63	Marathi	animal	3	dzən'awəɾ	dzənawəɾ	d z ə n a w ə ɾ	684	1223	
64	Armenian_Mod	ashes	4	moˈχiɾ	moχiɾ	m o χ i ɾ	568	250	
65	Breton_ST	ashes	4	'ly:dy	lyːdy	l yː d y	968	434	
66	Catalan	ashes	4	'sɛndrə	sɛndrə	s ɛ n d r ə	850	1214	
67	Czech	ashes	4	popɛl	popɛl	p o p ɛ l	1105	909	
68	Danish	ashes	4	ˈasg̥ʰə	asg̥ʰə	a s g̥ʰ ə	178	1069	
69	Dutch_List	ashes	4	ɑs	ɑs	ɑ s	178	1069	
70	English	ashes	4	æʃɪz	æʃɪz	æ ʃ ɪ z	178	1069	
71	French	ashes	4	sɑ̃dʀ	sɑ̃dʀ	s ɑ̃ d ʀ	850	1214	
72	German	ashes	4	'aʃə	aʃə	a ʃ ə	178	1069	
73	Greek_Mod	ashes	4	ˈstaxti	staxti	s t a x t i	1448	1069	
74	Italian	ashes	4	'tʃenere	ʧenere	ʧ e n e r e	850	1214	
75	Marathi	ashes	4	ɾakʰ	ɾakʰ	ɾ a kʰ	1592	295	
76	Polish	ashes	4	ˈpɔpʲuw	pɔpʲuw	p ɔ pʲ u w	1105	909	
77	Portuguese_ST	ashes	4	ˈsĩzɐʃ	sĩzɐʃ	s ĩ z ɐ ʃ	850	1214	
78	Russian	ashes	4	zo'la	zola	z o l a	3386	86	
79	Spanish	ashes	4	θe'niθas	θeniθas	θ e n i θ a s	850	1214	
80	Swedish	ashes	4	stɔft	stɔft	s t ɔ f t	1448	1069	
81	Bihari	ashes	4	chaur	cʰaur	cʰ au r	2182	779	
82	Oriya	ashes	4	bhɔsmoɔ	bʱɔsmoɔ	bʱ ɔ s m oɔ	2189	1069	
83	Oriya	ashes	4	pãũsɔ	paːũsɔ	p aːũ s ɔ	3389	34	
84	Urdu	ashes	4	ɾɑkʰ	ɾɑkʰ	ɾ ɑ kʰ	1592	295	
85	Swedish	ashes	4	'aska	aska	a s k a	178	1069	
86	Marathi	ashes	4	'bʱəsmə	bʱəsmə	bʱ ə s m ə	2189	1069	
87	Catalan	at	5	a	a	a	2542	1125	
88	Czech	at	5	ʊ	ʊ	ʊ	2540	1125	
89	Danish	at	5	veð	veð	v e ð	2545	1125	
90	Dutch_List	at	5	tə	tə	t ə	2546	1125	
91	English	at	5	æt	æt	æ t	2542	1125	
92	French	at	5	a	a	a	2542	1125	
93	German	at	5	an	an	a n	2544	1125	
94	Greek_Mod	at	5	se̞	se̞	s e̞	1449	1125	
95	Italian	at	5	a, ad	a	a	2542	1125	
96	Marathi	at	5	t, tʰe	t	t	1659	1125	
97	Polish	at	5	v	v	v	2535	149	
98	Portuguese_ST	at	5	ɐ̃j	ɐ̃j	ɐ̃ j	2535	1125	
99	Russian	at	5	v	v	v	2535	149	
100	Spanish	at	5	a	a	a	2542	1125	
101	Swedish	at	5	viːd	viːd	v iː d	2545	1125	
102	Breton_ST	at	5	e, ẽn	e	e	2535	1125	
103	Oriya	at	5	ṭhare	ʈʰare	ʈʰ a r e	2537	1227	
104	Oriya	at	5	re	re	r e	2537	491	
105	Urdu	at	5	pəɾ, pɛ	pəɾ	p ə ɾ	2536	1227	
106	Czech	at	5	pr̝̊ɪ	pr̝ɪ	p r̝ ɪ	2538	1227	
107	Russian	at	5	u	u	u	2540	1125	
108	Catalan	at	5	pər	pər	p ə r	3544	1227	
109	Portuguese_ST	at	5	a	a	a	2543	1125	
110	Swedish	at	5	po:	poː	p oː	3561	650	
111	Marathi	at	5	'wadzta	wadzta	w a d z t a	1829	294	
112	Armenian_Mod	at	5	um	um	u m	3582	1125	
113	Armenian_Mod	at	5	in	in	i n	3588	1125	
114	Breton_ST	back	6	kɛjn	kɛjn	k ɛ j n	969	1121	
115	Catalan	back	6	əs'paʎʎə	əspaʎʎə	ə s p a ʎː ə	2186	1121	
116	Danish	back	6	b̥ɛj	b̥ɛj	b̥ ɛ j	180	1121	
117	Dutch_List	back	6	rʏχ	rʏχ	r ʏ χ	2183	849	
118	English	back	6	bæk	bæk	b æ k	180	1121	
119	French	back	6	do	do	d o	851	635	
120	German	back	6	'rijkn̩	rijkn̩	r i j k n̩	2183	128	
121	Greek_Mod	back	6	ˈplati	plati	p l a t i	1580	1121	
122	Italian	back	6	'dɔsso	dɔsso	d ɔ sː o	851	961	
123	Marathi	back	6	patʰ	patʰ	p a tʰ	686	1121	
124	Polish	back	6	'plɛʦɨ	plɛʦɨ	p l ɛ ʦ ɨ	1885	1121	
125	Russian	back	6	spi'na	spina	s p i n a	2059	1121	
126	Spanish	back	6	es'palda	espalda	e s p a l d a	2186	1121	
127	Swedish	back	6	rʏg	rʏg	r ʏ g	2183	849	
128	Bihari	back	6	piʈa	piʈa	p i ʈ a	686	1121	
129	Bihari	back	6	ɖar	ɖar	ɖ a r	3391	1121	
130	Oriya	back	6	piṭhi	piʈʰi	p i ʈʰ i	686	1121	
